relationship_type_info,swp94,review_text,insuranceClaim,nsuer26,var_fh,meta_80,budget_allocation_14,f_dis,blood_type_v2,INSURANCE_CLAIM,sku_product_code,schemadef,elkic10,DISEASE_NAME,ovao19,ujzlmu78,drugMedicationName,DRUG_MEDICATION_NAME,welz45,val_pz,f_dise,var_eo,allergy,lab_result_30,d_281,blood_type,cardinality,fact_drug_medication_name,type_class_field,drug_medication_nm,var_ang,ALLERGY,drug_medication_name_raw,pzx97,drug_medication_name,category,hln84,ratio_raw,mrn,eob,allergy_2,src_vital_sign,passport,aieut45,d_texu,x_968,adverse_reaction,d_924,prescrip,binval,prescription,deleted,procedure,created_at,medical_record,fact_allergy,meascurr,vital_sign_38,tby5,partkey,attr_961,user_disease_name,photo,magnetic_stripe_data_info,scientific_name,pressure,fact_disability_status,meta_capt,col_devi,medical_rec_number,c_215,DEVICE_IDENTIFIER,FLIGHT_NUMBER,customer_speed_velocity,user_internal_communication,raw_severity_level,src_medical_procedure,biography,drugMedicationName_2,bin,customer_prescription,pay_card_number,medical_procedure_30,acy74,p_coor,vital_sign_data,DRUG_MEDICATION_NAME_2,internal_communication_14,LOAD_TIMESTAMP,attr_dise,prescription_38,val_ozp,d_son,drugname,vital_sign,prescription_data,medical_procedure_raw,col_330,disability_stat,modifiedby,meta_gnhz,src_insurance_claim,d_blood,diagnosis_38,var_87,disability_status_v2,continent,f_pass,attr_943,raw_food_ingredient_name,medical_record_number,raw_biography,start_date,var_408,medicalRecordNumber,raw_regular_expression,col_nx,fact_project_name,col_pla,allergy_46,DELETED_AT,disease_name_info,rh_factor,HOSTNAME,relationship_type,permission_level,allergy_field,isbn,disease_name,cst87,customer_date_time,MEDICAL_RECORD_NUMBER,insurance_claim_46,d_permi,disability_status,drug,encoding,ssh_key_raw,col_zjo,src_bonus_variable_pay,legalEntityIdentifier,mrn_2
Parent,CLM-614589,Excellent service.,CLM-270423,98.7406,Divorced,false,"$4,062,162",Cognitive,B+,CLM-490974,MBY-2604,message Msg { string id = 1; },435868,COVID-19,CLM-180859,Lisinopril,Amoxicillin,Metformin,0078,Physical Exam,COVID-19,Aspirin,Latex,Cholesterol: 111.8 g/dL,Ibuprofen,A+,17312,Amoxicillin,Premium,Amoxicillin,282.94,Penicillin,Aspirin,npm install,Ibuprofen,Services,MRN-142924,1.4545,MRN-583626,CLM-142410,None,BP 116/97 HR 89,T23916001,AB+,Tuberculosis,Wearable,Penicillin,Migraine,Omeprazole 20mg,0,Lisinopril 10mg,true,Blood Draw,2026-01-22T22:07:53Z,MRN-809659,Pollen,59.26,BP 180/62 HR 104,Web,dt=acme,MRN-125405,COVID-19,photo_2d3a8daa.jpg,%B4355137604700633^WILLIAMS/MARY^2708,C6H12O6,1586.5,Mobility,Figure 7: Timeline,36a7e0e8-39fc-4c48-bb92-ef88af4c86fc,MRN-266977,Spain,b9bb4518-8dfc-4236-bf39-35a32db0e50a,QW5334,240.9,[INTERNAL] Q2 strategy review pending board approval,High,Blood Draw,Sarah is a CTO with 4 years of experience.,Aspirin,51.3,Lisinopril 10mg,XXXX-XXXX-XXXX-1312,ECG,kubectl apply,"3.676529, -51.549162",BP 101/64 HR 83,Ibuprofen,[INTERNAL] Q4 strategy review pending board approval,2025-01-16T20:12:18Z,Tuberculosis,Lisinopril 10mg,B-,Imagine,Aspirin,BP 109/109 HR 112,Albuterol 90mcg,Colonoscopy,Non-binary,Cognitive,amy.thomas,MRN-405514,CLM-346514,A+,Arthritis,batch_size=756,Cognitive,Antarctica,Z79608529,,Pasta,MRN-986489,Liam is a CTO with 9 years of experience.,2019-08-04,https://example.com/users/bd63ed00/profile,MRN-995246,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,hr.employees,Project Zenith,KOH-4896,Shellfish,,Diabetes Mellitus,B-,api-19.dev.example.net,Sibling,Admin,None,978-6-65185-548-7,Tuberculosis,CloudGuard,2022-01-26T00:00:00Z,MRN-845532,CLM-612223,r-x,Hearing,Ibuprofen,ISO-8859-1,ssh-rsa ZZbi1onibBa4JIGMMomNnONuiHhe0/y26n3pBM7pJyiR=,6726.39,"$28,665",BYS42NAOWDS2U8WITI8C,MRN-659571
Peer,CLM-756425,Not recommended.,CLM-916076,98.1336,Divorced,true,"$731,929",Mobility,O+,CLM-752630,RVF-3448,"{""type"": ""object"", ""properties"": {}}",30710,Malaria,CLM-172473,Ibuprofen,Ibuprofen,Metformin,3097,MRI Brain,Tuberculosis,Amoxicillin,None,Hemoglobin: 196.1 K/uL,Amoxicillin,A-,41631,Lisinopril,Free,Metformin,273.15,Penicillin,Lisinopril,npm install,Ibuprofen,Food,MRN-576300,6.9434,MRN-417422,CLM-863048,Penicillin,BP 179/106 HR 101,G66778610,O-,COVID-19,Mobile,Latex,Asthma,Lisinopril 10mg,0,Albuterol 90mcg,false,Blood Draw,2020-03-14 22:57:41,MRN-940234,Peanuts,47.29,BP 168/110 HR 82,In-Store,region=2024-01,MRN-452293,Diabetes Mellitus,photo_154a650c.jpg,%B2463685982665055^THOMPSON/SOPHIA^2711,E. coli,1257.1,Hearing,Figure 7: Timeline,0eb16759-f397-41df-9593-afad6cee314e,MRN-512988,Mexico,0223f3b9-658b-47dd-9b28-78c2fa063bd1,VH7759,278.1,[INTERNAL] Q1 strategy review pending board approval,High,Physical Exam,Robert is a Product Manager with 8 years of experience.,Aspirin,26.05,Omeprazole 20mg,5458-6775-7919-5187,X-Ray Chest,npm install,"-17.270732, -99.806837",BP 141/100 HR 98,Lisinopril,[INTERNAL] Q3 strategy review pending board approval,2025-05-06T23:36:13Z,Tuberculosis,Omeprazole 20mg,AB-,Bohemian Rhapsody,Aspirin,BP 156/72 HR 81,Ibuprofen 200mg,Physical Exam,Female,Mobility,mary.lewis,MRN-542124,CLM-461480,A-,Asthma,timeout_ms=529,Mobility,Europe,N57126288,,Pizza,MRN-371477,Mason is a Sales Rep with 27 years of experience.,2023-07-27,https://example.com/users/d5814a70/profile,MRN-714393,^\d{3}-\d{2}-\d{4}$,public.users,Project Horizon,RJJ-9879,Penicillin,2020-10-17T10:49:20Z,Tuberculosis,O+,api-13.prod.example.net,Sibling,Viewer,None,978-9-42360-502-1,Tuberculosis,VaultKeeper,2020-08-17T00:00:00Z,MRN-389306,CLM-801978,read,Mobility,Metformin,ISO-8859-1,ssh-rsa 4f4v3C5EMhKUi0ZVN6/Dpkor/5zOPD8LqTCkSKxHtlGM=,3033.63,"$35,719",EYH9HKIUWCHWAX4ZWMCY,MRN-574532
Manager,CLM-882098,Great product!,CLM-756075,99.663,Married,false,"$3,603,003",None,AB+,CLM-113819,CEB-3088,message Msg { string id = 1; },21618,Influenza,CLM-741723,Amoxicillin,Lisinopril,Ibuprofen,7867,ECG,Tuberculosis,Aspirin,Shellfish,Cholesterol: 278.7 mg/dL,Metformin,B+,4072,Lisinopril,Trial,Metformin,242.82,Shellfish,Lisinopril,docker run,Ibuprofen,Services,MRN-557251,2.48,MRN-980935,CLM-658655,Peanuts,BP 137/86 HR 84,B99184219,B+,Diabetes Mellitus,Desktop,Penicillin,Depression,Omeprazole 20mg,0,Lisinopril 10mg,false,Colonoscopy,2020-10-22 11:16:54,MRN-224680,Pollen,7.12,BP 153/90 HR 72,Chat,region=acme,MRN-284691,COVID-19,photo_3641fdbe.jpg,%B6027640035178022^BROWN/JOHN^2903,Fe2O3,1546.1,None,Figure 10: Overview,74cf15a5-2771-4df0-a993-e1fd12e3c569,MRN-777060,United States,a5d1b35c-c116-4965-8b50-8f688ff11fa3,ZF7025,143.9,[INTERNAL] Q4 strategy review pending board approval,Medium,Physical Exam,William is a Data Analyst with 3 years of experience.,Metformin,60.6,Metformin 500mg,4421-5890-8106-5983,Blood Draw,GET /api/users,"-68.384192, 81.364856",BP 136/76 HR 103,Aspirin,[INTERNAL] Q4 strategy review pending board approval,2022-03-13T21:55:58Z,Tuberculosis,Omeprazole 20mg,O-,Yesterday,Ibuprofen,BP 170/89 HR 72,Albuterol 90mcg,Colonoscopy,Other,None,robert.garcia,MRN-691338,CLM-541163,O+,Anxiety,batch_size=847,Cognitive,Europe,H17454258,,Tacos,MRN-669540,Jennifer is a Software Engineer with 12 years of experience.,2019-09-21,https://example.com/users/b7206776/profile,MRN-730512,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",analytics.events,Project Atlas,XFC-6528,Latex,2020-08-01 12:09:27,Malaria,B-,api-7.staging.example.net,Child,Owner,Latex,978-6-14545-999-9,COVID-19,Widget Pro,2026-01-04T00:00:00Z,MRN-330017,CLM-934037,rwx,Visual,Amoxicillin,UTF-8,ssh-rsa wcKrAFKyezwc3SV3XhKTBbmdhnH1zfaZXtPkaJ4VX4ju=,8814.63,"$11,693",J4KIWRD6QQXA6HSEVHT1,MRN-656042
Child,CLM-479238,Great product!,CLM-627211,99.2608,Divorced,false,"$1,814,751",None,AB+,CLM-249354,OGL-4525,CREATE TABLE t (id INT PRIMARY KEY),53992,COVID-19,CLM-157433,Lisinopril,Metformin,Metformin,7385,ECG,Diabetes Mellitus,Aspirin,Pollen,Glucose: 288.6 K/uL,Amoxicillin,B+,49932,Lisinopril,Trial,Ibuprofen,148.13,None,Lisinopril,POST /api/orders,Aspirin,Electronics,MRN-998304,2.1006,MRN-475576,CLM-918969,Shellfish,BP 116/110 HR 109,N66798783,AB-,Tuberculosis,Wearable,Latex,Type 2 Diabetes,Albuterol 90mcg,1,Albuterol 90mcg,false,X-Ray Chest,2026-12-27 02:44:06,MRN-861426,Shellfish,36.36,BP 153/96 HR 67,Chat,dt=2024-01,MRN-157170,Malaria,photo_3fb63afb.jpg,%B1570530669527090^DAVIS/ANNA^2409,H2O,1110.1,Hearing,Figure 9: Comparison,3927d04a-6b6e-49a2-8ed2-d624e6df5ec0,MRN-902036,India,3bfa1aab-a6ae-4998-9b38-3c92e4b25372,BF7122,67.5,[INTERNAL] Q1 strategy review pending board approval,Critical,Physical Exam,David is a Designer with 3 years of experience.,Lisinopril,67.84,Albuterol 90mcg,XXXX-XXXX-XXXX-1243,MRI Brain,POST /api/orders,"-64.173984, 20.953953",BP 125/105 HR 113,Ibuprofen,[INTERNAL] Q1 strategy review pending board approval,2021-12-03T01:46:58Z,Tuberculosis,Albuterol 90mcg,AB-,Imagine,Ibuprofen,BP 128/96 HR 85,Albuterol 90mcg,MRI Brain,Male,Cognitive,olivia.wright,MRN-692472,CLM-269968,A+,Hypertension,batch_size=184,Visual,Asia,F35705290,2019-07-26T22:11:59Z,Tacos,MRN-515002,Noah is a CTO with 16 years of experience.,2022-03-04,https://example.com/users/1c2a9761/profile,MRN-773168,^[A-Z]{2}\d{6}$,public.users,Project Atlas,JTR-9288,Pollen,,Tuberculosis,O+,db-11.prod.acme.com,Spouse,Admin,Pollen,978-8-44273-168-9,Influenza,CloudGuard,2018-06-14T00:00:00Z,MRN-784470,CLM-313039,read,None,Amoxicillin,UTF-8,ssh-rsa LDAAZKMMKbi7Rv5tnNKo5E14hd1SLyvj9u9E6QnKzKIm=,3200.93,"$28,265",PIKEU64RAPIXD1RRCJVD,MRN-509904
Manager,CLM-294785,Not recommended.,CLM-114066,96.5979,Married,false,"$2,746,761",None,O-,CLM-721947,NML-7627,"{""type"": ""object"", ""properties"": {}}",200790,Malaria,CLM-905706,Aspirin,Metformin,Amoxicillin,3572,Colonoscopy,COVID-19,Ibuprofen,Penicillin,WBC: 62.8 g/dL,Lisinopril,A-,80623,Lisinopril,Standard,Lisinopril,117.05,Penicillin,Aspirin,npm install,Ibuprofen,Food,MRN-502911,5.3684,MRN-764228,CLM-530875,None,BP 115/99 HR 73,C44244388,B-,Malaria,Wearable,Shellfish,Migraine,Lisinopril 10mg,0,Lisinopril 10mg,false,Physical Exam,2024-02-09 17:19:19,MRN-430528,Peanuts,96.1,BP 157/85 HR 69,Mobile,region=us-east,MRN-379088,Tuberculosis,photo_9b74edeb.jpg,%B3099759381275292^JOHNSON/DAVID^2606,Homo sapiens,1138.3,None,Figure 5: Timeline,95a967c4-3f46-4ae1-85fa-d5c76fb8c9d1,MRN-865466,Sweden,ea853dad-7faf-45da-b451-27733bdd5c89,SO4360,82.1,[INTERNAL] Q2 strategy review pending board approval,Low,X-Ray Chest,Susan is a CTO with 7 years of experience.,Lisinopril,38.75,Albuterol 90mcg,6011-9454-3784-7724,Physical Exam,kubectl apply,"-60.197029, 80.598691",BP 105/75 HR 90,Amoxicillin,[INTERNAL] Q3 strategy review pending board approval,2026-04-09T21:15:20Z,COVID-19,Lisinopril 10mg,AB+,Stairway to Heaven,Lisinopril,BP 162/63 HR 110,Metformin 500mg,X-Ray Chest,Non-binary,Mobility,emily.clark,MRN-756552,CLM-404051,O-,Migraine,pool_size=513,Visual,Europe,Z18740133,2021-07-05T11:58:17Z,Tacos,MRN-266849,Harper is a VP Engineering with 8 years of experience.,2024-04-30,https://example.com/users/1a4f8fea/profile,MRN-911060,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,hr.employees,Project Phoenix,OGO-8372,Latex,2019-08-20 14:20:37,Diabetes Mellitus,B-,api-16.staging.example.net,Peer,Viewer,Penicillin,978-7-79192-859-4,Tuberculosis,FlexPay Platform,2024-12-14T00:00:00Z,MRN-655480,CLM-768532,write,Cognitive,Aspirin,ASCII,ssh-rsa RSYWkC+eSqTIBVoQslnLFKjmL1kEyNGEaeIQc5GZ0Wb0=,937.89,"$10,434",XOZXWT8KGEIV0JY0FEFV,MRN-909249
Parent,CLM-538466,Needs improvement.,CLM-924299,99.9113,Married,true,"$4,239,318",Hearing,B+,CLM-684852,LHN-2854,"{""type"": ""object"", ""properties"": {}}",421496,COVID-19,CLM-200651,Amoxicillin,Lisinopril,Lisinopril,6877,Colonoscopy,Tuberculosis,Amoxicillin,None,Hemoglobin: 118.7 K/uL,Lisinopril,A-,65673,Lisinopril,Basic,Ibuprofen,336.37,Penicillin,Ibuprofen,POST /api/orders,Aspirin,Food,MRN-151151,0.7867,MRN-401906,CLM-857572,Penicillin,BP 161/93 HR 95,X48384098,AB-,Influenza,Smart TV,Pollen,Asthma,Ibuprofen 200mg,0,Omeprazole 20mg,false,Physical Exam,2020-03-28 08:26:46,MRN-422143,Penicillin,73.56,BP 150/93 HR 102,Mobile,dt=acme,MRN-852664,COVID-19,photo_a0d996f1.jpg,%B7476654293722482^JOHNSON/JAMES^2611,C6H12O6,233.6,Visual,Figure 16: Distribution,b74b2afc-c003-4ab9-8cf9-04f027ccf999,MRN-355813,Spain,c9993302-17b5-46f7-8102-5c1ff4aeaa11,BL8962,273.9,[INTERNAL] Q1 strategy review pending board approval,Low,ECG,Sophia is a Sales Rep with 25 years of experience.,Aspirin,43.01,Ibuprofen 200mg,6011-0795-2729-9646,Physical Exam,POST /api/orders,"66.490562, 74.954099",BP 126/63 HR 67,Aspirin,[INTERNAL] Q4 strategy review pending board approval,2025-05-19T02:06:34Z,Diabetes Mellitus,Albuterol 90mcg,O-,Yesterday,Metformin,BP 147/102 HR 103,Omeprazole 20mg,MRI Brain,Other,Cognitive,amy.thompson,MRN-843807,CLM-656306,B-,Migraine,pool_size=175,Cognitive,Europe,N78270574,2022-11-01 22:07:03,Sushi,MRN-333929,Richard is a CTO with 8 years of experience.,2021-01-11,https://example.com/users/bbca8b6a/profile,MRN-577267,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",public.users,Project Zenith,ATT-1469,None,,Tuberculosis,O-,api-18.dev.example.net,Sibling,Owner,Latex,978-8-80905-717-5,Malaria,FlexPay Platform,2018-02-26T00:00:00Z,MRN-102955,CLM-380244,rwx,None,Ibuprofen,UTF-16,ssh-rsa 1hEhABRj+NvJXbl6kdg8sBSFVbTuCsb1F+JxZ1pUlsmP=,7928.29,"$20,816",DQWLDM975PX5QHX4TL8T,MRN-407220
Spouse,CLM-992034,Great product!,CLM-319889,96.9928,Single,true,"$718,849",None,A-,CLM-138392,UPL-7809,CREATE TABLE t (id INT PRIMARY KEY),91277,Influenza,CLM-957481,Metformin,Aspirin,Amoxicillin,1885,ECG,Diabetes Mellitus,Metformin,Shellfish,Hemoglobin: 96.4 K/uL,Aspirin,O-,90469,Lisinopril,Premium,Ibuprofen,350.31,Shellfish,Metformin,docker run,Aspirin,Hardware,MRN-748233,3.6098,MRN-463177,CLM-289744,None,BP 144/60 HR 102,B34011974,AB-,Malaria,Smart TV,Pollen,Anxiety,Ibuprofen 200mg,0,Metformin 500mg,false,Physical Exam,2023-04-27 12:11:45,MRN-830392,Penicillin,80.94,BP 132/102 HR 57,Email,tenant=2024-01,MRN-343054,Malaria,photo_5cee3e20.jpg,%B1566324710972920^MILLER/JESSICA^2801,Fe2O3,373.4,Cognitive,Figure 17: Timeline,6e27ceaf-bec8-4302-aabf-adcd1a89849b,MRN-243651,Mexico,b1390665-b729-4fcc-9ae2-9ee86918d283,YV7611,138.1,[INTERNAL] Q2 strategy review pending board approval,Low,MRI Brain,Elizabeth is a Designer with 29 years of experience.,Ibuprofen,65.01,Ibuprofen 200mg,XXXX-XXXX-XXXX-9054,MRI Brain,kubectl apply,"-36.401565, 29.257787",BP 112/88 HR 111,Aspirin,[INTERNAL] Q1 strategy review pending board approval,2021-04-15 07:42:10,COVID-19,Albuterol 90mcg,AB+,Yesterday,Lisinopril,BP 141/106 HR 113,Lisinopril 10mg,ECG,Other,Hearing,elizabeth.martin,MRN-125640,CLM-666062,A+,Hypertension,max_retries=308,None,Oceania,F88691518,2021-08-06 15:10:58,Pizza,MRN-790534,Emma is a Sales Rep with 13 years of experience.,2021-07-15,https://example.com/users/5e25af77/profile,MRN-843731,^[A-Z]{2}\d{6}$,analytics.events,Project Zenith,UTQ-6890,Penicillin,,COVID-19,A-,app-3.staging.acme.com,Parent,Viewer,Penicillin,978-9-29848-467-4,Tuberculosis,StreamLine ERP,2021-09-30T00:00:00Z,MRN-660949,CLM-414980,rwx,Visual,Aspirin,Latin-1,ssh-rsa oACJJOWhzizzGf++PygHUdXyWK5BfFzSf5mKHrLWzEnS=,9838.24,"$15,800",YB3VSIGL7M9RIN4D4CJ0,MRN-179689
Manager,CLM-560787,Average experience.,CLM-860481,99.9147,Married,false,"$3,195,238",None,O+,CLM-252164,ZCA-1649,"{""type"": ""object"", ""properties"": {}}",532887,Tuberculosis,CLM-768454,Aspirin,Lisinopril,Amoxicillin,4275,MRI Brain,Tuberculosis,Amoxicillin,Shellfish,WBC: 91.4 K/uL,Lisinopril,A+,88376,Aspirin,Enterprise,Aspirin,126.63,None,Ibuprofen,docker run,Aspirin,Software,MRN-725086,2.2772,MRN-102603,CLM-150873,Shellfish,BP 145/62 HR 67,A68252265,O+,COVID-19,IoT,Peanuts,Hypertension,Metformin 500mg,1,Metformin 500mg,false,Physical Exam,2026-01-21 22:08:40,MRN-489605,Latex,94.81,BP 92/107 HR 98,Web,tenant=us-east,MRN-521234,COVID-19,photo_394b799b.jpg,%B2500443872925607^WRIGHT/MASON^2702,NaCl,373.9,Hearing,Figure 13: Comparison,9207f778-4ce8-47ab-bc33-05c497331fc5,MRN-196492,United Kingdom,7e430e5a-23ec-4aae-84b0-0e3a3753cfb4,PA999,111.2,[INTERNAL] Q3 strategy review pending board approval,Medium,Physical Exam,Liam is a VP Engineering with 17 years of experience.,Amoxicillin,36.55,Albuterol 90mcg,5274-4781-0731-3150,ECG,POST /api/orders,"31.82822, -3.961369",BP 147/89 HR 60,Ibuprofen,[INTERNAL] Q4 strategy review pending board approval,2025-12-27 07:11:39,Diabetes Mellitus,Omeprazole 20mg,AB-,Yesterday,Amoxicillin,BP 125/76 HR 88,Omeprazole 20mg,Colonoscopy,Non-binary,None,mason.johnson,MRN-502650,CLM-262773,AB-,Migraine,pool_size=672,Visual,Africa,J64292754,2024-02-15T17:09:52Z,Steak,MRN-317491,Patricia is a Software Engineer with 19 years of experience.,2018-08-19,https://example.com/users/33d8b3c3/profile,MRN-596823,^[A-Z]{2}\d{6}$,analytics.events,Project Atlas,NOC-3531,Pollen,2020-10-13T23:35:28Z,Tuberculosis,O+,cache-6.dev.acme.com,Child,Editor,Pollen,978-1-44019-903-1,Malaria,SmartHub X1,2018-12-16T00:00:00Z,MRN-773236,CLM-356227,execute,Hearing,Metformin,UTF-8,ssh-rsa DV+cZrJYtpDGHurLCOhFm7kkRws9GLQskz2nvJ3hyngQ=,594.42,"$35,868",758AHD59XJO289OJ6T3V,MRN-567747
Manager,CLM-609483,Not recommended.,CLM-948519,97.8754,Married,false,"$3,479,818",None,A-,CLM-523318,JLW-1637,"{""type"": ""object"", ""properties"": {}}",87269,COVID-19,CLM-176103,Metformin,Metformin,Lisinopril,8563,MRI Brain,Tuberculosis,Amoxicillin,Pollen,WBC: 136.7 g/dL,Metformin,O-,12251,Amoxicillin,Free,Amoxicillin,38.33,Latex,Metformin,GET /api/users,Aspirin,Electronics,MRN-592226,8.7016,MRN-819062,CLM-858281,Latex,BP 115/70 HR 78,A71955589,B-,Malaria,Tablet,Pollen,Migraine,Omeprazole 20mg,0,Albuterol 90mcg,false,Blood Draw,2023-08-01T06:35:45Z,MRN-911436,Penicillin,2.79,BP 99/76 HR 87,Phone,tenant=acme,MRN-292231,Malaria,photo_0dabd4ed.jpg,%B2421893249437998^JOHNSON/ELIZABETH^2808,Fe2O3,1106.9,None,Figure 14: Distribution,abe79773-6afe-413e-8083-7c33c3527aad,MRN-876876,India,2e9b6229-83f9-41c3-9f27-93db11d23969,NX6539,241.5,[INTERNAL] Q1 strategy review pending board approval,High,Blood Draw,Mason is a CTO with 5 years of experience.,Aspirin,41.77,Lisinopril 10mg,XXXX-XXXX-XXXX-3401,Colonoscopy,POST /api/orders,"-2.076649, 101.880886",BP 138/97 HR 113,Amoxicillin,[INTERNAL] Q1 strategy review pending board approval,2020-11-03 22:36:56,Tuberculosis,Metformin 500mg,AB-,Bohemian Rhapsody,Amoxicillin,BP 117/87 HR 84,Metformin 500mg,ECG,Other,None,robert.miller,MRN-161344,CLM-332713,O+,Arthritis,batch_size=686,Hearing,Africa,U38229894,,Curry,MRN-947075,Liam is a CTO with 26 years of experience.,2019-12-19,https://example.com/users/d7243446/profile,MRN-849078,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",analytics.events,Project Atlas,LZQ-4989,Shellfish,2025-12-18T01:30:39Z,Malaria,AB-,db-2.prod.acme.com,Child,Admin,Pollen,978-2-49723-962-0,Influenza,DataSync 3000,2020-07-27T00:00:00Z,MRN-450229,CLM-190282,execute,Mobility,Ibuprofen,UTF-8,ssh-rsa pvhiSzOb7O7UUtLaaKBxrqEXDrjpqAX1RTjlQm1xt0Mk=,1974.58,"$14,900",43YI13LEQQKIMCIRIMKE,MRN-248296
Child,CLM-266150,Not recommended.,CLM-426053,97.0544,Widowed,false,"$813,851",Visual,A+,CLM-512296,XTE-3531,CREATE TABLE t (id INT PRIMARY KEY),67330,Malaria,CLM-870457,Metformin,Amoxicillin,Amoxicillin,5688,X-Ray Chest,Diabetes Mellitus,Metformin,Shellfish,Cholesterol: 173.8 g/dL,Ibuprofen,B+,81913,Ibuprofen,Standard,Aspirin,229.91,Penicillin,Aspirin,GET /api/users,Aspirin,Food,MRN-980533,7.6046,MRN-464362,CLM-738763,Pollen,BP 143/93 HR 98,Z28699457,O-,COVID-19,Mobile,Peanuts,Hypertension,Omeprazole 20mg,1,Lisinopril 10mg,false,X-Ray Chest,2019-11-09T21:52:45Z,MRN-535937,Latex,1.95,BP 142/64 HR 109,Email,tenant=acme,MRN-131036,Tuberculosis,photo_d3bb866f.jpg,%B1971794133205242^TAYLOR/MASON^2510,E. coli,1210.6,Mobility,Figure 17: Overview,51afde86-1f37-427e-8982-aebe325bd8b7,MRN-511222,Netherlands,a1cb45c1-3c14-4a15-b12d-375e5283affa,NO7826,70.8,[INTERNAL] Q4 strategy review pending board approval,Medium,Physical Exam,Olivia is a Sales Rep with 29 years of experience.,Metformin,76.58,Lisinopril 10mg,XXXX-XXXX-XXXX-3578,Colonoscopy,GET /api/users,"27.031494, 123.21414",BP 153/93 HR 66,Amoxicillin,[INTERNAL] Q3 strategy review pending board approval,2025-11-19 01:35:24,Diabetes Mellitus,Omeprazole 20mg,O+,Hotel California,Ibuprofen,BP 90/101 HR 98,Omeprazole 20mg,MRI Brain,Male,Hearing,mason.white,MRN-488878,CLM-477272,B+,Depression,timeout_ms=746,Cognitive,Asia,Z38674886,,Sushi,MRN-377920,Emily is a CTO with 4 years of experience.,2025-04-14,https://example.com/users/d0d3eac2/profile,MRN-592719,^\d{3}-\d{2}-\d{4}$,sales.orders,Project Phoenix,NDL-8143,None,,Tuberculosis,A+,web-14.dev.example.net,Manager,Guest,Penicillin,978-0-39499-616-0,Influenza,SmartHub X1,2023-03-05T00:00:00Z,MRN-879569,CLM-687190,execute,None,Ibuprofen,ISO-8859-1,ssh-rsa x3KRRkiJc2W4WW8a1kl+LtYL1SrhANVl/M5aYsg4toGk=,6481.93,"$27,146",746VESEZJG21CP7R916V,MRN-593181
Spouse,CLM-807833,Excellent service.,CLM-438392,97.6389,Married,true,"$316,663",Visual,AB-,CLM-431991,EAT-3343,CREATE TABLE t (id INT PRIMARY KEY),504476,Malaria,CLM-231139,Lisinopril,Amoxicillin,Amoxicillin,7855,MRI Brain,Malaria,Metformin,Shellfish,Glucose: 138.8 K/uL,Ibuprofen,A+,38891,Aspirin,Premium,Aspirin,33.56,Shellfish,Ibuprofen,GET /api/users,Aspirin,Electronics,MRN-831532,0.0097,MRN-181740,CLM-460091,None,BP 131/63 HR 79,N92658624,O-,Influenza,Wearable,Peanuts,Type 2 Diabetes,Omeprazole 20mg,1,Lisinopril 10mg,false,Colonoscopy,2020-10-05T10:05:37Z,MRN-131111,None,56.47,BP 92/79 HR 117,Mobile,dt=us-east,MRN-854228,Tuberculosis,photo_4e317f84.jpg,%B6256433423364267^WHITE/LOGAN^2903,NaCl,798.2,None,Figure 16: Comparison,1916d62f-eb71-4f63-8d0d-22a7656aa3be,MRN-751659,Brazil,3f07585f-a0c2-4985-a812-5aef94644ecd,EN4771,271.1,[INTERNAL] Q3 strategy review pending board approval,Low,Blood Draw,Jennifer is a Data Analyst with 21 years of experience.,Lisinopril,92.01,Lisinopril 10mg,5714-0237-0716-3297,X-Ray Chest,kubectl apply,"-59.004099, -145.352809",BP 107/96 HR 117,Lisinopril,[INTERNAL] Q4 strategy review pending board approval,2018-02-25 14:47:23,COVID-19,Albuterol 90mcg,AB+,Bohemian Rhapsody,Metformin,BP 122/102 HR 102,Albuterol 90mcg,ECG,Male,Mobility,susan.thomas,MRN-140310,CLM-330907,A-,Hypertension,max_retries=916,Hearing,North America,L56476165,,Steak,MRN-740078,William is a Designer with 24 years of experience.,2021-01-08,https://example.com/users/1011cc96/profile,MRN-464405,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,analytics.events,Project Atlas,FSV-5132,None,,Tuberculosis,AB-,app-18.prod.acme.com,Peer,Viewer,Pollen,978-3-38373-221-8,COVID-19,AuditTrail Plus,2025-06-13T00:00:00Z,MRN-300500,CLM-399941,rw,Hearing,Ibuprofen,ASCII,ssh-rsa 8S5qqVUfFfkIFSY80/NQr8yNXorWXBNvWn2Uf0TjfaIT=,4216.55,"$5,818",X4C9VHSSMFRMQATRSBYE,MRN-141195
