postalcd,corr,subject_line,ise74,decimal_float_raw,energy,lbpoq47,customer_feature_vector,ALLERGY,sciname,MODIFIED_AT,caption,decimal_float,encoding_6,dim_numeric_range,attr_word_,fact_data_lineage,association,feature_vector_6,nullable_flag_v2,feature_vector_field,raw_correlation,word_embedding_6,val_corre,employeeRecord,image_embedding,CRYPTOCURRENCY_ADDRESS,word_embedding_v2,ordinal_position_v2,SSH_KEY,latitude_data,attr_zi,field_featu,DIGITAL_CERTIFICATE,mean,ohccdp37,SONG_TRACK_TITLE,correlation_raw,f_mbto,dim_integer,gender_pii_data,fact_category,src_length,v_ixgu,attr_issn,raw_iso_currency_code,RISK_LEVEL,nullable_flag,v_su
YN4 8FB,0.3858,Executive Review 2020,"[-1.1601, -0.0429, -0.1212, -0.287, -0.0084, -0.7165, 0.1218, -0.4227]",746.3161,77116.7,27.7497,"[0.1743, 0.5546, 0.5206, 0.9222, 0.2879, 0.2888, 0.5914, 0.0724]",Penicillin,H2O,2021-03-01T05:39:20Z,Figure 20: Comparison,5350.8492,UTF-8,44-72,"[-0.5342, -0.1609, -0.2639, -0.6382, -0.6877, 0.0347, -0.0125, 0.2503]",staging.orders -> reports,-0.2855,"[0.4318, 0.3509, 0.3645, 0.5224, 0.488, 0.8617, 0.43, 0.9721]",true,"[0.4851, 0.2546, 0.6021, 0.1724, 0.9871, 0.793, 0.9216, 0.2599]",-0.7376,"[0.4844, -1.4947, 0.8311, 1.1743, 0.5794, -0.1018, 0.5101, 0.4922]",-0.0685,EMP-20707,"[0.101, 0.0208, -0.2709, -0.2971, -0.4381, 0.1741, 0.2192, -0.8171]",0xaa0c084e96fddd6e2c869f04eb01d7839ba128a7,"[0.3304, 0.4658, -0.0639, 1.6005, -0.2944, -0.5985, 0.3222, -0.4165]",135,ssh-rsa ltShWtEpckFKHJJRngxWD7MfYnm3CjSakwqp73AebM/e=,22.691757,-92.6621,"[0.8692, 0.4701, 0.9344, 0.1537, 0.3784, 0.171, 0.6016, 0.304]","-----BEGIN CERTIFICATE-----
0vZDMmd2j3XdPUNLULaU2r+k8dItDKlPCWR4bT338YtKeGyP8TC7BIsoqYKhZmin
-----END CERTIFICATE-----",0.0044,"[-0.1012, 0.3088, 0.4745, -0.1975, 0.105, -0.0592, 0.5244, -0.2662]",Stairway to Heaven,-0.8379,342,259,Other,Hardware,916.73,33-81,4547-6002,JPY,High,YES,"[0.9317, -0.6344, -0.9712, 0.506, -0.4626, -0.4076, 0.2052, 0.1343]"
GR3 6SI,-0.6104,Technical Analysis 2020,"[0.9652, -0.4379, 0.9221, 0.0598, 0.4379, 0.2565, -0.1675, -0.0859]",6508.6196,93100.6,47.2496,"[0.4114, 0.0932, 0.968, 0.9203, 0.136, 0.1972, 0.7678, 0.6458]",Latex,E. coli,2026-07-19 19:39:46,Figure 11: Timeline,3753.1432,UTF-8,15-82,"[0.736, 0.3321, 0.7997, -0.1037, -0.3132, -1.2326, -0.7814, -0.2376]",raw.events -> reports,-0.5614,"[0.9368, 0.9795, 0.0406, 0.3996, 0.4546, 0.4231, 0.0023, 0.3955]",false,"[0.8964, 0.8577, 0.9707, 0.0362, 0.6031, 0.7573, 0.5163, 0.9469]",-0.6261,"[-1.4083, 0.1334, 0.5351, -0.511, 0.006, -0.8244, -1.1729, 0.7829]",-0.6791,EMP-31223,"[0.6656, 0.4727, -0.3467, -0.2475, 0.2516, 0.3355, 0.0876, 0.5947]",0xf533285a049ae82573431d44a95f4efd2892184e,"[0.4466, -1.4288, 0.4997, 0.5344, -1.0369, 0.1147, -0.9909, 0.247]",494,ssh-rsa zA1cTJGR5aCbgOFyBEBNE5wLo8jJNM8cDgQxL6q8Lr3R=,54.979921,-31.2671,"[0.3069, 0.1778, 0.1567, 0.8337, 0.1632, 0.561, 0.3748, 0.3172]","-----BEGIN CERTIFICATE-----
Lrp/D3qQuqQ/Gego0LMEwlLA2hdIsafiJEdYHpjRmzyrnMe22zF9AyQ8IbsWiSNi
-----END CERTIFICATE-----",4.2591,"[0.0005, 0.745, 0.0614, 0.0802, -0.6637, -1.1627, -0.4006, -1.0715]",Bohemian Rhapsody,0.6073,967,8784,Male,Clothing,907.92,24-91,9139-7186,CHF,Critical,true,"[-0.7514, -0.5328, 0.3728, -0.3003, -0.0071, 0.4332, 0.1833, -0.0105]"
34337,0.8386,Technical Analysis 2020,"[-0.2854, 0.44, -0.4065, -0.7257, -0.1675, -0.0543, 0.2218, -0.304]",8852.3288,26100.5,7.1078,"[0.7593, 0.7728, 0.0665, 0.9607, 0.1552, 0.4454, 0.8207, 0.382]",Latex,Fe2O3,2021-04-08T03:02:52Z,Figure 8: Comparison,8609.4282,UTF-16,19-57,"[0.7622, 0.2783, -0.5358, -0.0009, -1.2229, -0.3857, -1.5653, -0.0344]",raw.orders -> reports,-0.3226,"[0.824, 0.4959, 0.1377, 0.6009, 0.0861, 0.74, 0.6379, 0.3702]",true,"[0.442, 0.3387, 0.3047, 0.7422, 0.1542, 0.0917, 0.9181, 0.0021]",-0.8056,"[-0.7933, 0.7131, -0.4245, -0.0491, -1.557, -0.1835, -1.5972, -0.2375]",-0.322,EMP-68265,"[0.1785, -0.3801, -0.4572, 0.8755, 0.1115, 0.5268, 0.7057, 0.5146]",0x391dc29c56357cef585def39572144ddb0f32192,"[1.0944, -0.4733, 1.0073, 1.1609, -0.4386, -0.9911, 0.1059, -0.2002]",964,ssh-rsa So3DVBiPNtuuvLlp2ZXn6lu8DF7zroSwwoErVQUz31s6=,-65.45953,66.2669,"[0.1334, 0.3622, 0.1213, 0.7529, 0.3674, 0.8769, 0.0084, 0.6969]","-----BEGIN CERTIFICATE-----
jq5ETg5tGay2NGOjRmSrTVd9OHyFXEzAB5jfNnO/L2oj5T+5ef6YjCTaKoWPH4Ky
-----END CERTIFICATE-----",-99.1137,"[-0.3973, 0.6034, 0.4507, 0.6814, 0.5747, -0.7224, -0.371, 0.8682]",Stairway to Heaven,0.8887,394,7440,Non-binary,Food,185.08,26-100,9629-2539,INR,Negligible,NO,"[0.4883, -1.2957, -0.5994, 0.3463, -1.0185, 0.2666, 0.2118, -0.0285]"
65176,0.3117,Technical Review 2022,"[-0.5578, -1.1544, 0.8374, 0.0372, -0.6563, -0.4379, 0.2603, 0.7206]",-452.9166,27959.5,15.3513,"[0.5707, 0.5588, 0.7274, 0.3361, 0.9524, 0.8431, 0.3515, 0.8091]",Penicillin,Fe2O3,2026-03-24T14:43:15Z,Figure 10: Distribution,8173.8285,UTF-16,9-62,"[-2.8942, -0.0199, 1.5124, -0.5263, -0.0262, -0.3305, -2.5052, 2.3325]",staging.events -> analytics,-0.6494,"[0.5773, 0.1012, 0.505, 0.4066, 0.4998, 0.8973, 0.8806, 0.8729]",YES,"[0.4646, 0.8088, 0.5242, 0.4253, 0.6195, 0.8124, 0.4725, 0.4798]",0.1011,"[0.3452, -0.2545, -0.1568, -2.5562, -0.6848, -0.4709, 0.5389, 0.3668]",-0.8176,EMP-16275,"[0.6083, 0.1917, -1.1067, -0.9403, 0.3348, -0.3255, -1.1861, -0.6376]",0x295b0fc4faaed90dfde7a1a9e78982e85b5f5d45,"[0.9996, 1.4209, 0.9741, -0.1668, 1.6546, 1.2409, 0.3292, 0.6623]",648,ssh-rsa iSGVQTWWZ8AGa/teGcpExStlBBdzGKGrsFiE2qLjwvdu=,63.009294,88.4581,"[0.9136, 0.2615, 0.0691, 0.7261, 0.3971, 0.729, 0.6737, 0.7751]","-----BEGIN CERTIFICATE-----
Gw26dalHlZNbSzf7X7zluZ/nLcaIxPHuSwcFkgOdx2jQJucr+ZuBaLr5QO5YeGJe
-----END CERTIFICATE-----",42.6343,"[0.6677, 0.203, 0.6112, 0.0592, 0.8034, -1.0247, 0.2719, 0.568]",Stairway to Heaven,-0.3392,424,5152,Male,Services,829.16,39-93,8660-7025,JPY,Low,false,"[0.0526, -0.5094, 0.9467, 1.2511, 0.6948, 0.2619, -0.2497, 0.2445]"
42745,0.1284,Quarterly Report 2025,"[0.3047, -0.8059, 0.3814, -0.5067, -0.1491, 0.0862, 0.1986, 0.1324]",1278.9845,34904.7,37.1738,"[0.4254, 0.3389, 0.458, 0.3823, 0.9119, 0.1302, 0.4914, 0.567]",Peanuts,H2O,2020-04-04T10:26:38Z,Figure 3: Distribution,7320.8653,ASCII,11-67,"[-0.7261, 0.5759, -0.0726, 1.0224, -0.7655, 1.391, 0.7382, -0.3271]",curated.orders -> exports,0.6759,"[0.501, 0.3631, 0.9, 0.7938, 0.5352, 0.7076, 0.8271, 0.4528]",YES,"[0.4941, 0.7791, 0.3292, 0.1784, 0.7997, 0.8297, 0.275, 0.1628]",0.3327,"[-0.3033, 0.9092, 0.6721, 0.9574, -1.6079, 2.0927, 2.3496, -0.896]",0.1717,EMP-13777,"[-0.5946, -0.0682, 0.4253, -0.8496, -0.8464, -0.2954, -0.187, -0.9257]",0xa3d4eead74ed93439fd3b58dcd6ade7e4d014cfe,"[-0.0636, -1.0201, -1.8315, -1.2003, 1.126, -0.591, 1.5141, 0.9693]",987,ssh-rsa FQNJzMDUX1+QAk/lzUmwDjyxEf6Q+CswC4NnAQqc5S2s=,36.581187,70.0875,"[0.2357, 0.3085, 0.5785, 0.0511, 0.5009, 0.845, 0.6359, 0.0613]","-----BEGIN CERTIFICATE-----
542H7V+kSE+odPz9LaRqX/OvQfMDXz+DvlJo+TeHnL+FtY9Qxr4kIZ9M9Ec6ATYA
-----END CERTIFICATE-----",-57.2176,"[-0.2015, -0.0348, 0.1572, 0.5837, -0.6874, 0.2241, 0.5841, 0.0184]",Stairway to Heaven,-0.8434,803,9275,Non-binary,Electronics,846.16,45-89,8378-5096,AUD,Critical,false,"[-0.7238, 0.6243, 0.0697, -0.328, -0.212, 0.074, 0.0204, 0.4944]"
64485,-0.6043,Annual Review 2024,"[0.0128, -0.4566, -0.8332, -0.0991, -0.2395, -0.6506, -0.524, 0.2968]",6378.2213,81203.4,33.9842,"[0.7514, 0.2254, 0.8814, 0.4987, 0.3877, 0.5865, 0.1707, 0.9319]",Penicillin,Homo sapiens,2019-11-28T00:03:23Z,Figure 3: Overview,1543.783,UTF-16,45-90,"[-0.8429, -0.4105, 2.1245, 1.1851, 0.1125, -0.1076, 1.9217, 0.0222]",curated.events -> analytics,0.9035,"[0.6044, 0.0529, 0.8669, 0.7463, 0.3781, 0.5976, 0.7289, 0.2962]",true,"[0.0098, 0.7189, 0.0339, 0.173, 0.2018, 0.447, 0.1233, 0.839]",0.5792,"[1.2784, -0.7159, -0.4727, -0.1816, 0.4682, -0.0838, 0.5855, 1.3569]",-0.2851,EMP-95036,"[-0.4347, 0.363, 0.3286, 0.4554, -0.4854, 0.4875, 1.5771, 0.2127]",0x1639ee719c3f81ae2099310a23693122ecc5eedb,"[1.0814, 0.0277, -0.1948, 0.4411, -0.1068, 0.5879, 0.7509, 0.1337]",918,ssh-rsa 56BCozJUF4yemorJw5dcu/tXEytOSX8FwiMDKErMJwCY=,-15.752737,66.1161,"[0.9673, 0.1905, 0.292, 0.0876, 0.742, 0.0747, 0.5178, 0.2581]","-----BEGIN CERTIFICATE-----
7EVFFyka4Msz/pBmm2WYLoQC1+6TMrSZVwCEfE0+rtg9iXA4y741KLXd0HFtxTPA
-----END CERTIFICATE-----",-75.9688,"[-0.2093, 0.4559, 0.3184, -0.0673, -0.178, 0.4072, -0.4794, -0.7078]",Imagine,0.0858,50,6603,Other,Food,245.93,43-94,6798-3914,GBP,Critical,NO,"[-0.3461, -0.4334, -0.7697, -0.5922, -0.0749, 0.0753, -0.0482, -0.8004]"
61729,0.7249,Annual Summary 2022,"[-0.1462, -0.31, 0.2116, -0.2689, 0.015, -0.2871, 0.4047, 0.4221]",5402.1037,66507.8,8.7374,"[0.1669, 0.0725, 0.1543, 0.5613, 0.4446, 0.159, 0.5314, 0.8644]",Latex,Homo sapiens,2019-08-27 16:13:54,Figure 7: Distribution,2253.4054,Latin-1,6-66,"[0.0456, -0.1252, -0.2638, -0.676, -0.6858, 0.5195, 1.5021, 0.7458]",curated.events -> reports,-0.371,"[0.7394, 0.5279, 0.537, 0.9718, 0.2323, 0.1394, 0.9227, 0.8118]",true,"[0.4219, 0.3465, 0.102, 0.069, 0.5532, 0.3759, 0.168, 0.3562]",0.881,"[-1.7236, -0.3031, 0.0716, -0.1439, -1.7921, 0.6371, 0.7384, 0.5092]",0.0289,EMP-55115,"[-0.5573, 1.0279, 0.2675, 0.0919, -0.557, 0.1224, -0.5181, 1.2087]",0x6f6704ab78962896d232c92829ad2d671f87ff4d,"[-0.4707, -0.4172, 1.665, 0.9668, -1.5307, 1.1344, 0.0453, -0.4788]",405,ssh-rsa UTemCcw36bRTjwhoZuqkBlkx6Ce4SL6SMdHr57Vz2bzc=,16.178247,37.7963,"[0.8736, 0.5527, 0.8717, 0.2108, 0.2891, 0.2817, 0.2849, 0.2725]","-----BEGIN CERTIFICATE-----
ruawiczORPaMgPjE1bZ8hMGh/0fbSWua1nWqzn6+CfiNFrFKZPF5Igx25u5axLfF
-----END CERTIFICATE-----",-24.3245,"[-0.1483, -0.9347, -0.2246, 1.3608, -0.4921, -0.1228, -0.7953, 0.9037]",Stairway to Heaven,-0.831,135,3066,Male,Services,912.94,5-67,1760-9295,CAD,Critical,NO,"[0.4982, 0.5983, -0.0072, -1.4995, 0.2796, -0.9455, 0.1197, 0.5419]"
PC3 6HM,-0.2255,Technical Analysis 2022,"[-0.1691, -0.2999, -0.3219, 0.3442, 0.213, 0.7572, 0.1759, -0.4138]",9444.5065,93230.9,29.8237,"[0.4958, 0.5817, 0.0854, 0.4243, 0.4035, 0.4058, 0.8513, 0.2204]",Pollen,C6H12O6,2021-07-09 20:03:27,Figure 6: Comparison,3518.8434,Latin-1,43-58,"[-0.0162, 0.912, 0.0265, -1.4048, 0.3063, -0.89, -0.3446, -0.3667]",curated.events -> exports,0.5439,"[0.7984, 0.2044, 0.6117, 0.7721, 0.2339, 0.2662, 0.2631, 0.9034]",true,"[0.9942, 0.7542, 0.7693, 0.7558, 0.5768, 0.7341, 0.7775, 0.4965]",-0.9235,"[0.712, 0.9003, 1.1023, 0.8018, -0.4457, -1.6352, -0.8311, 2.0199]",-0.3233,EMP-60182,"[-0.7102, -0.4666, 1.141, 0.2241, 0.1459, 0.5355, -0.3023, 0.1044]",0xc6665168d47964b18c12faff39e8660658f2d3d7,"[0.1889, 0.7918, -0.3536, -1.0666, -0.3075, -0.6538, -1.685, -0.0291]",278,ssh-rsa ClCx0vZZrKuURsxdRH3HNEe/BlUHBxnBNCzZiwR7D0jY=,20.617445,91.668,"[0.5909, 0.9975, 0.611, 0.1678, 0.9755, 0.6247, 0.7041, 0.5828]","-----BEGIN CERTIFICATE-----
XXz7YzLdbKpCy16LcF3pzlw8YyGAf9UmzL/tSQfjPytD8XQIzI5LLzckWAc40q43
-----END CERTIFICATE-----",25.5817,"[0.1816, 0.8421, -0.9382, -0.2001, -0.4783, 0.3679, -0.3499, -0.3701]",Stairway to Heaven,0.5808,817,3443,Male,Hardware,341.05,2-72,5673-3697,USD,Critical,YES,"[0.2783, 0.5049, -0.6956, -0.2664, 0.3641, 0.5324, -0.4414, -0.5393]"
92171,-0.1266,Annual Analysis 2023,"[-0.0503, 0.4454, 0.5002, 0.6778, -0.803, -0.1552, -0.6794, -0.1765]",1251.111,1885.1,6.6884,"[0.6458, 0.3933, 0.7888, 0.5704, 0.4071, 0.1693, 0.9196, 0.7508]",Pollen,E. coli,2018-06-27T11:41:15Z,Figure 20: Comparison,-419.5442,ISO-8859-1,30-100,"[-1.2792, -0.0989, 0.3553, -0.7396, 0.4559, -0.7054, -0.4583, -1.6308]",curated.events -> reports,0.8053,"[0.2549, 0.151, 0.2176, 0.5541, 0.0279, 0.7428, 0.196, 0.8022]",false,"[0.6913, 0.7898, 0.604, 0.4866, 0.875, 0.8434, 0.657, 0.0461]",0.7484,"[-0.9285, 1.3749, -1.8162, 0.2907, 0.9075, -1.7999, -0.0957, -0.4168]",0.7071,EMP-95716,"[-0.5062, -0.4519, -0.1225, -0.0292, -0.1192, -0.032, 0.0949, -0.0698]",0x433df81945950db7eb9c9204483a13f130eb293b,"[-0.874, 0.0098, -0.7606, -0.2412, -0.2372, -0.5846, -0.7305, -0.4096]",737,ssh-rsa W/stDXRv1/38ZeBx/1+khCK8G0Gr62XI95iQv5nKQIIs=,83.067666,73.5173,"[0.7015, 0.3546, 0.908, 0.5695, 0.7779, 0.3266, 0.0493, 0.6289]","-----BEGIN CERTIFICATE-----
Og2kNbRnjwR39jnUrkpb2iaSUV3Hldg8cp4+OSre+kduJ5Kmho0gVDAkK0RhaO4h
-----END CERTIFICATE-----",-47.9059,"[0.0455, 0.3293, 0.1667, 0.064, 0.9383, 0.3424, 0.2126, 0.1346]",Hotel California,-0.52,769,1347,Non-binary,Software,166.0,23-88,5915-6097,EUR,Low,false,"[-0.9141, -0.1141, 0.2612, 0.2629, -0.072, 0.2803, 0.0998, 0.0925]"
51220,0.5835,Quarterly Analysis 2022,"[-0.3944, -0.2633, -0.2724, -0.8463, -0.9333, -0.4893, -0.4506, -0.2196]",4228.7574,97928.4,16.3085,"[0.0539, 0.7243, 0.0715, 0.2563, 0.4813, 0.8037, 0.0152, 0.3042]",Peanuts,E. coli,2019-11-26T10:37:27Z,Figure 10: Overview,3326.9673,Latin-1,12-97,"[-1.6472, -0.1853, -1.4897, 0.2777, -0.3952, -1.0762, 0.1728, -1.3467]",raw.events -> reports,-0.9304,"[0.4665, 0.832, 0.2217, 0.202, 0.2373, 0.4391, 0.3936, 0.4526]",false,"[0.353, 0.1483, 0.9743, 0.3847, 0.7478, 0.7326, 0.4748, 0.4191]",0.0463,"[0.2568, -0.0369, -0.4148, 0.0704, -0.7429, -1.7636, -1.5158, 1.764]",-0.7027,EMP-65382,"[-0.242, -0.9505, -0.1154, 0.0425, -0.2122, -0.585, -0.2617, -0.7666]",0x4972159b137a64574d787092780002383d565c14,"[-1.926, 2.3883, -0.8367, 1.0942, -0.45, -1.5077, 0.5813, -1.1567]",631,ssh-rsa B4PVIKBMJ5UyYDXiVZf1942F+HqSf42IXMvgUWfSL0P+=,-75.058203,-41.8622,"[0.5366, 0.3795, 0.3823, 0.8051, 0.3371, 0.182, 0.3, 0.0395]","-----BEGIN CERTIFICATE-----
xvkxKnYAXGuzzd7LYEdirOS6r0BbSHWzpQ2Q1h4XjNJTll6V2lZqFU1hhGbHhxPC
-----END CERTIFICATE-----",-40.9795,"[0.7534, 0.2614, -0.8682, 0.0148, -0.3715, 0.1645, 0.5105, 0.3034]",Yesterday,0.6297,388,3581,Non-binary,Software,139.25,28-73,5506-4882,CAD,Critical,YES,"[-0.7279, -0.7272, 0.0845, -0.6178, -0.3629, -0.4882, -0.2804, -0.2222]"
24521,0.7088,Quarterly Summary 2023,"[-0.1438, -0.7041, 0.226, 0.484, 0.1151, 0.3018, -0.1168, 0.838]",7207.1089,2813.7,30.7837,"[0.8522, 0.7311, 0.0361, 0.8975, 0.5858, 0.7645, 0.0898, 0.154]",Penicillin,Homo sapiens,2020-12-02 13:36:26,Figure 10: Timeline,7787.7494,UTF-8,9-72,"[0.9635, 1.4907, 0.2878, -1.259, -1.3103, 0.7415, 2.0389, 0.3707]",staging.events -> reports,0.1818,"[0.1721, 0.0055, 0.163, 0.0214, 0.6554, 0.2042, 0.726, 0.1469]",true,"[0.9684, 0.1018, 0.4455, 0.8691, 0.1622, 0.3457, 0.0483, 0.3418]",0.1853,"[0.507, 0.7356, 0.7884, -0.7359, -1.0128, 0.5634, 0.1094, -1.7338]",-0.7578,EMP-83584,"[-0.2198, -0.1193, 0.2237, -0.0233, -0.4068, 0.1064, -0.2001, -0.4351]",0x4bc4f3135ccf4d14d3541e4721772b4cef427993,"[0.0204, -1.561, 2.1669, -1.0602, -2.077, -0.0929, 1.5732, 0.552]",553,ssh-rsa J66hQ7+na3HtLf/kmRasWrTOGZ1sg9QhYv+Pb7F440qU=,31.969632,7.1829,"[0.8603, 0.248, 0.1845, 0.8191, 0.7136, 0.7178, 0.7763, 0.4408]","-----BEGIN CERTIFICATE-----
B9hn1tH3xMAof3FWzJ3Q7jT6nbxQawpJ8KGNmKaKjV74bOeN5KICFf8Eriqe9YVn
-----END CERTIFICATE-----",-77.1924,"[0.2946, 0.3299, 0.3269, 0.1862, 0.0599, 0.0928, -0.3958, -0.4648]",Imagine,-0.7205,10,3250,Female,Electronics,234.67,14-74,2648-9087,GBP,Critical,YES,"[-0.2814, 1.2489, -0.5173, -0.3045, -0.4216, -0.1777, 0.2276, 0.8351]"
66663,-0.5558,Executive Report 2024,"[-0.0382, 0.3462, -0.1761, 0.3672, -0.4804, -0.4578, -0.6244, 0.6705]",7142.2362,21269.2,25.8931,"[0.0767, 0.5292, 0.8232, 0.171, 0.6127, 0.4831, 0.5028, 0.6092]",Shellfish,Fe2O3,2018-01-05 00:59:46,Figure 4: Comparison,-201.9439,ASCII,37-96,"[-0.0615, -0.7054, 1.4319, -0.3771, 1.7423, 1.4969, 1.1245, -0.9538]",curated.users -> exports,0.3978,"[0.409, 0.3453, 0.3622, 0.0472, 0.0869, 0.4209, 0.1677, 0.7024]",false,"[0.7349, 0.8975, 0.6277, 0.2038, 0.8984, 0.5388, 0.0138, 0.133]",0.09,"[0.2753, -1.2071, -0.3162, -0.9049, 0.6358, 0.8952, 1.4265, 0.8438]",-0.9962,EMP-10164,"[0.4679, -0.2609, -0.0106, 0.5497, -0.616, 1.0605, 0.4299, 0.3203]",0x16df4c231c5316d7b7b1de61f15b69c7f8bf5da5,"[0.5881, -1.7277, -0.2334, 0.1582, -0.8456, 1.9178, 0.2207, 0.2055]",944,ssh-rsa /3od6aiznXIxOZ5VaD34Cfu9EpNpaRao8Bn3BKWlG70c=,-55.373158,65.2989,"[0.2936, 0.0683, 0.4076, 0.7025, 0.7191, 0.6833, 0.4257, 0.6876]","-----BEGIN CERTIFICATE-----
5c0Uo4Lvi6yNY0iQtJWJ18+ZoPqLrpyY2NgmZYcNGUVSvEFrFnlmrbi96xNfLx+/
-----END CERTIFICATE-----",18.8893,"[0.2338, 0.1857, 0.242, -0.5211, 0.2171, -0.0958, -1.1747, 0.7758]",Bohemian Rhapsody,0.0795,716,144,Female,Services,942.95,13-85,8283-6813,EUR,Medium,true,"[0.1198, -0.5592, 0.3893, -1.0349, -0.4339, -0.4451, -0.6578, 0.4632]"
19528,0.1858,Executive Analysis 2021,"[0.1678, 0.1039, 0.5877, 1.3328, -0.4003, -0.1141, -0.3818, 0.5365]",8286.7107,24299.6,10.0017,"[0.9095, 0.3461, 0.8853, 0.5948, 0.623, 0.1164, 0.6716, 0.3616]",None,Homo sapiens,2022-10-27 15:37:48,Figure 1: Overview,1164.6063,UTF-8,47-86,"[-2.4275, 0.0981, 0.1152, -0.6805, -0.5761, 1.2402, 0.7196, -0.1214]",staging.events -> exports,-0.3481,"[0.5665, 0.1638, 0.6909, 0.0882, 0.8661, 0.0942, 0.693, 0.8256]",true,"[0.9778, 0.164, 0.9921, 0.552, 0.3217, 0.8334, 0.3035, 0.9098]",-0.2881,"[0.4715, -1.2611, -0.3749, 0.3167, 0.2857, 0.3833, -1.3977, -1.0787]",0.1221,EMP-92207,"[0.3261, -0.1502, -0.9532, -0.1736, 1.3441, -0.4529, 0.12, 0.5206]",0xa330015cffad643997d3daf48970238c825e9a82,"[-0.3607, 1.099, -0.5053, 1.3949, 1.5104, -0.2715, -0.22, 1.3483]",385,ssh-rsa ZxhVxQ8jGEIxfbLgBtVcdYqFn8ubswNBGjUd7/Fo49Y+=,-55.276386,-28.4595,"[0.0107, 0.8345, 0.5636, 0.4029, 0.5952, 0.0261, 0.3195, 0.1451]","-----BEGIN CERTIFICATE-----
h/a4uDz2nCsDproBjpx5OHSlCcDJnzAaAiZ3tpcitB6qOC6rOlPSiIS68ALeP+Iw
-----END CERTIFICATE-----",81.3551,"[-0.1387, -0.2393, -0.1194, -0.3863, 0.3808, -0.7112, -0.6014, 0.4413]",Stairway to Heaven,-0.5147,27,6128,Male,Electronics,238.92,27-57,3074-4737,CAD,Low,false,"[0.6227, 1.3606, -0.0345, 0.9348, -0.058, 0.4736, -0.9018, -0.6096]"
RH4 9FJ,0.4355,Technical Summary 2020,"[0.4761, -0.952, 0.1702, 0.3533, 0.4954, 0.5516, 0.1761, 0.4369]",-7.7913,97321.0,3.7811,"[0.8675, 0.1876, 0.5824, 0.1053, 0.7034, 0.5114, 0.9152, 0.1862]",Penicillin,C6H12O6,2024-08-24T08:31:45Z,Figure 11: Distribution,5084.3087,UTF-16,46-78,"[-0.9749, 0.4996, -0.4669, -1.254, -0.9195, -0.4576, 0.8653, 1.6941]",raw.orders -> reports,-0.83,"[0.7161, 0.1275, 0.6735, 0.7498, 0.6333, 0.9435, 0.9494, 0.0746]",YES,"[0.4236, 0.2224, 0.379, 0.1558, 0.3471, 0.3433, 0.467, 0.3207]",-0.6615,"[-0.7333, -1.5405, 1.1802, 1.7969, 0.6298, 0.5241, 0.4305, 0.5528]",0.692,EMP-37330,"[-0.0412, -0.1594, -0.26, -0.3243, -0.212, -0.205, -0.9362, -0.8993]",0x21fc82006cb2177603fbf1a758e2cf1916a92faf,"[-0.5155, 0.8147, 0.8047, -0.913, 0.6879, -1.0006, 1.3591, 0.261]",24,ssh-rsa /bTWQQoR7OFgIIbmxZSCg3mWUuCqvRYSzTqz8DzSyP5i=,-4.330889,55.1494,"[0.6724, 0.8693, 0.5508, 0.3314, 0.0459, 0.0377, 0.7919, 0.004]","-----BEGIN CERTIFICATE-----
YdiBgCSz4JlqPqe0emAPaq4M903bXehVMnKn19z+T7sasdBVlkM7TzDVt3wGwlrs
-----END CERTIFICATE-----",-98.8577,"[-0.1506, 0.4059, -0.4738, 0.3025, 0.9855, 0.5149, -0.529, 0.2288]",Bohemian Rhapsody,-0.1048,190,9234,Female,Electronics,107.84,34-91,5472-5825,CHF,High,false,"[-0.8791, -0.0647, 0.2336, 0.3786, 0.131, 0.804, 0.4318, 0.4755]"
