insurance_id_6,x_bil,p_294,val_520,rutrst65,equity,BANK_IDENTIFICATION_NUMBER,user_bank_account_number,kfgkgn18,ordinalPosition,cd_verification_value,yfhbk81,card_expiry_date_data,investment_account,investmentAccount,val_title,routing_number,lbkx12,v_209,confidenceInterval,yqtph69,paypal_acct,mapping,financial_forecast,etl_batch_id_6,col_inves,fraud_score_6,tenantIdentifier,channel,cryptoaddr,hcr34,magstripe,shipmethod,routingNumber,x_214,val_973,bank_account_number_v2,insurance_id,axpsk17,priceCost,field_388,ts,decimalFloat,col_700,salary,bin,NULLABLE_FLAG,apprvstat,raw_stock_rsu_grant,fraud_score_v2,cred_score,invest,column_field_nm,d_881,card_verification_value,credit_score_field,standard_deviation,p_insur,stock_rsu_grant_14,ahgfh10,dataFormat,stock_rsu_grant_raw,income,INSURANCE_ID,dim_budget_allocation,curname,PRICE_COST,REVENUE_SALES,col_wc,meta_804,credit_score,billingAccount,field_billi,measprice,issuer,fact_distance,rzrk29,c_767,cardVerificationValue,TRANSACTION_AMOUNT,meta_670,col_154,sbkh9,src_bank_identification_number,bonus_variable_pay_field,digital_object_identifier,bank_account_number,user_investment_account,role_job_title_raw,raw_api_key_token,longitude,attr_hhjw,investment_acct,bonus_variable_pay,creditScore,CARD_VERIFICATION_VALUE,PAYMENT_CARD_NUMBER,pctile,cardExpiryDate,v_739,ijr6,datatype,ROUTING_NUMBER,tnz42,rate,uzkumu60,FRAUD_SCORE,insid,src_salary_compensation
INS-713800,BILL-203658,INS-390448,6134,1280x720,2580 shares @ $128.36,45491,931445642050,1356,602,8624,745,08/28,INV-217549,INV-492224,Executive Report 2021,417540639,3715-2499-8981-7754,Anxiety,"[24.12, 66.58]",XXXX-XXXX-XXXX-1995,patricia.harris@outlook.com,source_col -> field_b,Q3 2024: $11M projected,batch-20230401-04,INV-395349,78.5,tenant-048,Email,0x74d068a9bb6e4d61c8ec538b46ff2e7558d0e253,887851680022,%B0464713977682731^WRIGHT/MICHAEL^2409,Overnight,507331346,09/24,7054.41,2754437862,INS-607625,Other,7883.67,89806.91,2019-09-21T14:39:34Z,1366.4045,5314,"$47,849",40778,YES,In Review,4134 shares @ $418.73,78.9,610,INV-999851,type,Figure 11: Overview,376,656,29.6879,INS-355663,1837 shares @ $156.3,1280x720,Avro,2153 shares @ $415.23,"$210,646",INS-455540,"$3,798,843",Swiss Franc,3311.8,"$5,251,540","$12,613.09",INV-356576,738,BILL-782576,BILL-605061,9199.36,601158103,6646.7,"$262,062",5100-2344-2747-4388,4404,"$29,164.28",1.3,Spouse,Pending,3756635,"$33,710",10.9003/v909.47,451477452843,INV-242897,Sales Rep,sk_ncO2ErKhEVT2wM9i2wf9VjV34wcdyuit,-109.236057,94.4,INV-779343,"$1,503",734,8478,XXXX-XXXX-XXXX-3599,16.12,12/30,64.3,%B9678901800736799^MARTINEZ/MARY^2605,TEXT,565842435,24.216,1083.1,Swiss Franc,84.6,INS-252785,"$141,239"
INS-785617,BILL-441080,INS-448039,767,3840x2160,66 shares @ $216.27,51518,55769432,8705,826,133,554,12/24,INV-317013,INV-817003,Quarterly Summary 2022,398887849,XXXX-XXXX-XXXX-4267,Type 2 Diabetes,"[26.3, 84.49]",6011-6306-6607-8748,mason.taylor@yahoo.com,input -> target_col,Q1 2025: $92M projected,batch-20220913-87,INV-645307,63.6,tenant-044,Web,0x1fb49c7182ae4a02b1987d6b16ca9165b96ddee3,4076885004,%B0873811989932806^TAYLOR/LIAM^3010,Same Day,725055014,03/26,5564.69,1258324763,INS-106819,Black,6332.35,75843.77,2021-07-26 05:23:28,-486.0257,3986,"$179,427",601192593,false,Rejected,2842 shares @ $223.19,25.4,741,INV-453527,name,Figure 9: Overview,5694,456,16.0774,INS-618631,958 shares @ $209.49,1920x1080,YAML,3698 shares @ $311.31,"$96,688",INS-873022,"$4,501,267",Swiss Franc,5316.21,"$8,509,381",98018.95,INV-550499,568,BILL-531510,BILL-799993,2850.85,3739766,9114.9,"$5,966,968",3759-9569-6343-0074,498,"$19,722.34",46.7,Sibling,Rejected,508835,"$48,007",10.7935/l649.19,36073098,INV-530715,Product Manager,sk_dn7sMXPVwqX0thpHQGY2xWIiEfB68EOM,117.198256,60.5,INV-642522,"$8,384",748,6261,XXXX-XXXX-XXXX-5145,40.05,04/26,72.2,%B2309157167679594^JONES/MASON^2901,FLOAT,581362504,26.7411,7667.9,Swiss Franc,52.4,INS-865517,"$112,196"
INS-144175,BILL-271657,INS-747386,069,1280x720,2937 shares @ $122.24,373419,197507096193,895,894,6616,556,04/30,INV-825199,INV-893702,Quarterly Review 2022,466059418,4839-6226-8263-2136,Hypertension,"[18.37, 63.66]",6011-4919-6657-3390,james.wright@gmail.com,input -> output,Q2 2024: $55M projected,batch-20251231-82,INV-602025,69.0,tenant-013,Web,0x42b752958a71cd01b7ded615f15f9880d0ee58e4,922001654557,%B6347516928563948^YOUNG/SARAH^2810,Overnight,637425360,12/30,5320.24,35587423,INS-437378,Other,6512.0,"$7,586.61",2025-08-15T05:26:39Z,783.4496,0198,"$108,943",370641,NO,Pending,2159 shares @ $450.85,20.2,585,INV-401234,email,Figure 4: Timeline,2371,307,12.2129,INS-770574,4490 shares @ $417.22,2560x1440,XML,1808 shares @ $242.6,"$125,404",INS-185083,"$1,529,566",British Pound,4622.23,"$2,179,773",77765.58,INV-297922,747,BILL-910191,BILL-455117,4035.39,474173,2461.5,"$2,433,084",4150-9433-9217-0144,4054,"$11,347.08",18.1,Parent,Rejected,3726096,"$14,133",10.5595/n337.21,063012096616,INV-976150,VP Engineering,sk_9FHn7YRS4RImPFGv95y7i0e9MIcIDHtj,-88.333303,68.4,INV-604030,"$24,003",464,011,XXXX-XXXX-XXXX-5751,64.68,11/26,90.5,%B9581939880216949^SMITH/ELIZABETH^2604,TIMESTAMP,365547484,143.262,4487.26,Swiss Franc,91.6,INS-416318,"$54,787"
INS-894068,BILL-360268,INS-255669,1663,3840x2160,636 shares @ $309.76,60119666,2852020064,4768,245,396,766,02/25,INV-336019,INV-294307,Annual Report 2023,670996074,4029-8282-4430-3325,Hypertension,"[29.84, 68.52]",4852-4903-6662-7136,mary.miller@gmail.com,field_a -> target_col,Q3 2025: $69M projected,batch-20250402-90,INV-784600,84.0,tenant-021,Phone,0xfd8bb8ac7956f14ab3a0aad37172b99c980ec840,7427241893,%B0623758720402850^ANDERSON/JOHN^2910,Freight,099286537,08/28,8328.87,18176336,INS-649757,Mixed,114.21,"$46,808.90",2026-04-24T23:39:39Z,2862.5854,8620,"$186,720",440806,false,Pending,4778 shares @ $249.84,66.8,507,INV-335922,status,Figure 2: Overview,251,498,35.5806,INS-777579,1802 shares @ $94.48,1920x1080,JSON,3652 shares @ $14.06,"$67,661",INS-101093,"$524,602",US Dollar,6485.31,"$6,879,971","$43,624.81",INV-746384,342,BILL-309635,BILL-822193,6605.67,60116504,404.5,"$5,075,784",5672-3356-7977-6814,573,"$44,781.09",73.8,Parent,Rejected,578899,"$26,540",10.5893/a311.26,288463179476,INV-132622,Designer,sk_32MkL94s8pkhykPiuEd5ZfjM9eJGKdYa,147.622154,59.7,INV-916336,"$21,310",368,2115,3732-0315-3072-8321,90.74,04/27,14.2,%B9931272244068069^CLARK/NOAH^3005,FLOAT,774014712,62.6542,272.12,Euro,67.6,INS-865620,"$110,380"
INS-783677,BILL-251022,INS-495117,031,1280x720,3198 shares @ $262.05,601105686,0457240689,8709,505,7354,355,10/25,INV-193861,INV-383658,Quarterly Analysis 2025,987456130,3721-4469-1431-5082,Type 2 Diabetes,"[15.69, 70.55]",5638-9236-9429-4835,susan.robinson@gmail.com,input -> field_b,Q2 2027: $92M projected,batch-20260220-10,INV-374085,61.9,tenant-032,Chat,0x9723554b43374f3a51e5b9ed731ff3abb92803f6,09551773,%B9860061727946730^SMITH/PATRICIA^3001,Freight,695816177,10/27,5911.09,4184291082,INS-492756,Asian,6146.67,"$91,145.77",2025-04-18T23:34:52Z,9958.7345,725,"$101,241",499403,NO,Pending,3345 shares @ $306.85,96.7,507,INV-744606,type,Figure 20: Overview,988,850,23.1018,INS-946939,3874 shares @ $298.5,2560x1440,XML,93 shares @ $99.89,"$172,696",INS-176643,"$2,582,377",Swiss Franc,1178.64,"$2,808,253",20029.39,INV-470140,441,BILL-436893,BILL-276789,8424.56,493544,6033.3,"$9,631,592",4882-2810-2014-1723,2758,"$89,878.14",18.2,Spouse,Rejected,49433,"$4,693",10.1593/x818.9,78058080,INV-254417,CTO,sk_E4reNh9q34VNkvUiUysUuF2NKry6tFCH,159.218778,63.0,INV-616413,"$49,321",756,670,6011-6236-6578-7160,19.64,12/30,64.2,%B6526970913286945^JOHNSON/SARAH^3009,TEXT,789377993,31.3897,616.36,Japanese Yen,2.2,INS-823711,"$149,867"
INS-680509,BILL-611736,INS-667253,743,3840x2160,1721 shares @ $56.75,554562,3387233884,8219,229,3264,301,04/29,INV-571253,INV-303470,Annual Analysis 2024,142798491,4058-7044-1995-5686,Arthritis,"[16.13, 61.22]",3706-9251-7521-2956,mary.thompson@gmail.com,field_a -> field_b,Q3 2025: $10M projected,batch-20220319-79,INV-554162,84.1,tenant-049,Social Media,0x26ba9719b849c1db91366d45e250841b3a547c9a,02418054,%B4091334261731801^THOMPSON/MICHAEL^2911,Economy,801100663,11/26,3586.19,8170238342,INS-507564,Mixed,7216.95,11670.74,2019-08-25 15:25:03,3677.2503,9314,"$172,567",60110879,false,Approved,1471 shares @ $369.98,27.9,669,INV-499656,email,Figure 13: Overview,8315,543,36.9544,INS-204323,1851 shares @ $245.57,3840x2160,XML,989 shares @ $188.56,"$190,682",INS-347971,"$4,670,249",Japanese Yen,237.38,"$8,106,113",4300.37,INV-881212,755,BILL-880350,BILL-190358,1748.39,3718129,3619.4,"$1,792,582",XXXX-XXXX-XXXX-8503,193,"$16,594.87",62.4,Sibling,Approved,40167,"$31,746",10.6827/p656.20,28032464,INV-495614,VP Engineering,sk_JhicyoMGk2SymVozHyjacXbeQpLzeOcq,-146.210033,32.2,INV-941843,"$39,476",567,8184,XXXX-XXXX-XXXX-3110,29.98,01/25,32.8,%B4621961304187198^ANDERSON/SUSAN^2508,TEXT,631089641,104.8439,9067.75,Euro,70.8,INS-631806,"$124,826"
INS-290733,BILL-923833,INS-173572,388,1920x1080,1195 shares @ $78.57,48833,99380393,8087,126,8695,382,01/24,INV-352212,INV-466542,Executive Summary 2026,069845828,XXXX-XXXX-XXXX-9081,Anxiety,"[4.92, 84.93]",3798-4224-5788-6200,susan.thompson@gmail.com,field_a -> target_col,Q1 2026: $43M projected,batch-20201021-56,INV-108522,22.3,tenant-014,Social Media,0x756708d1865c4661b460011823c4f662e0dc773a,825823369531,%B0100564625458252^ROBINSON/OLIVIA^2601,Express,199243689,03/28,701.11,0577637228,INS-178184,Hispanic,4470.9,"$5,970.88",2021-08-19T18:09:04Z,6890.4023,031,"$210,087",420796,YES,Approved,1742 shares @ $233.6,30.8,784,INV-989559,status,Figure 20: Timeline,779,775,16.8585,INS-157101,1178 shares @ $183.32,1280x720,CSV,638 shares @ $427.98,"$193,625",INS-392639,"$2,506,743",Swiss Franc,4700.01,"$8,497,634","$72,943.13",INV-408285,415,BILL-449573,BILL-528008,1706.97,370755,3107.7,"$5,830,717",3760-2468-3453-7582,109,31984.50,67.4,Spouse,In Review,375311,"$24,831",10.3567/s446.13,2741642418,INV-947437,Designer,sk_Qc9QBEEPx4mfFGhVTNnYP2A7MoJ5uukl,166.700962,54.9,INV-831835,"$6,112",570,768,6011-2023-5666-7610,64.5,07/27,91.9,%B6167822567195882^MARTIN/ROBERT^3003,VARCHAR,390516379,1.3631,6974.34,Swiss Franc,38.7,INS-616942,"$101,080"
INS-233093,BILL-252084,INS-799813,8139,1280x720,620 shares @ $19.52,45244,683472707326,1519,227,333,783,10/24,INV-825208,INV-297466,Technical Analysis 2024,034238538,4515-9310-2017-0181,Arthritis,"[39.06, 92.01]",XXXX-XXXX-XXXX-5131,oliver.williams@outlook.com,field_a -> output,Q3 2025: $12M projected,batch-20190204-98,INV-295180,25.0,tenant-029,Mobile,0x94a8f68e7ff0a7ffb54f0f7a4ad03ffc73752d27,185245640637,%B3575646627401917^JOHNSON/EMILY^2807,Freight,962596162,03/29,9462.1,2078460842,INS-772541,Hispanic,5060.02,40368.67,2024-12-09T06:23:20Z,3660.1808,731,"$154,638",516834,NO,Approved,655 shares @ $77.83,54.7,786,INV-299620,id,Figure 4: Overview,839,394,14.3627,INS-740458,1956 shares @ $43.1,1920x1080,JSON,1366 shares @ $52.89,"$152,091",INS-874525,"$3,910,499",British Pound,7737.62,"$3,149,868","$9,986.81",INV-960079,470,BILL-741714,BILL-772497,1906.01,3758661,714.8,"$2,830,004",5273-8813-1304-7937,627,"$62,041.66",9.5,Parent,In Review,41177,"$12,450",10.5297/d721.46,10464552,INV-178248,Designer,sk_PzoEDvEL69iix9yKI0nczD0ZKoxd6R9Y,-105.009029,97.4,INV-504531,"$31,579",496,2743,5296-4143-5904-4016,9.92,02/28,81.9,%B9180779730561270^DAVIS/JESSICA^2510,VARCHAR,727084535,139.4008,2787.94,US Dollar,23.9,INS-274714,"$159,293"
INS-972329,BILL-149161,INS-803611,8112,2560x1440,1892 shares @ $94.81,3786565,984516327581,4309,839,4087,328,11/25,INV-687571,INV-610658,Technical Review 2023,975427893,6011-4836-2787-1846,Asthma,"[14.2, 70.14]",6011-5510-2566-8157,liam.martin@outlook.com,field_a -> output,Q3 2026: $5M projected,batch-20250415-40,INV-909355,24.0,tenant-041,Chat,0xec880d6af7b77a552c00eb43e175d6a9c51806dd,04204877,%B3956726117926199^MARTIN/HARPER^2706,Same Day,602503586,11/26,3600.07,5026735240,INS-436165,Asian,6441.26,97605.37,2023-08-24 20:01:05,4339.9983,0426,"$166,236",584382,false,Pending,265 shares @ $378.79,93.5,626,INV-503061,type,Figure 13: Overview,385,829,4.9846,INS-911327,2422 shares @ $63.33,1920x1080,YAML,3218 shares @ $481.46,"$81,720",INS-873721,"$3,401,581",Japanese Yen,3207.96,"$228,036",95190.67,INV-261449,497,BILL-174902,BILL-763351,7768.3,56729,6134.0,"$8,021,931",XXXX-XXXX-XXXX-7716,486,"$96,256.22",34.0,Child,Rejected,60112859,"$37,898",10.3483/a901.44,962819584798,INV-196813,Software Engineer,sk_YM40VIlp36HaQ49ZUzIPPKAcq72rudNv,70.514789,12.6,INV-614464,"$33,103",540,1540,XXXX-XXXX-XXXX-7098,67.78,10/30,60.9,%B2380253825325490^HARRIS/LIAM^2607,BOOLEAN,960682128,9.3838,8505.16,US Dollar,71.4,INS-974268,"$130,377"
INS-295768,BILL-585238,INS-558507,8424,1920x1080,2905 shares @ $334.0,60111585,461881586236,287,979,849,360,05/28,INV-914311,INV-931875,Annual Summary 2023,432917831,XXXX-XXXX-XXXX-4791,Type 2 Diabetes,"[7.6, 65.63]",6011-8714-8789-8029,aiden.martin@gmail.com,source_col -> target_col,Q4 2027: $3M projected,batch-20181030-11,INV-694593,51.2,tenant-021,Chat,0xa6bc61aa16e07cad20fb8f7f83fee811713dabe9,7084625685,%B4789041345036233^BROWN/JAMES^3008,Economy,628967551,04/26,8521.47,687449550136,INS-288402,Black,478.65,22575.24,2024-01-01 12:28:31,8135.3915,1374,"$108,264",3760886,true,Approved,1700 shares @ $220.74,38.1,770,INV-454599,type,Figure 3: Distribution,0042,704,39.3234,INS-285763,4459 shares @ $193.74,3840x2160,Avro,1795 shares @ $264.92,"$59,943",INS-757443,"$686,051",Swiss Franc,7673.72,"$995,193",90997.45,INV-873958,697,BILL-950931,BILL-641592,5505.18,483396,5363.6,"$58,280",6011-4985-1436-6678,6544,"$48,779.64",73.3,Sibling,Rejected,3792749,"$12,411",10.2778/i397.23,4450268517,INV-462015,Designer,sk_gFC20PfAKcC81K3YUSwqij6IHGizIxxr,150.270956,65.3,INV-140294,"$26,817",580,330,XXXX-XXXX-XXXX-9442,92.37,07/25,29.0,%B6350874223597488^WHITE/MASON^2610,JSON,307198774,28.876,6189.33,US Dollar,85.8,INS-488647,"$226,850"
INS-481364,BILL-256237,INS-266830,3775,1920x1080,4507 shares @ $325.25,601169021,7204346778,3249,758,551,807,05/29,INV-204488,INV-146073,Executive Report 2023,117550502,6011-5736-2192-1882,Arthritis,"[10.79, 68.75]",3781-7502-3896-9023,ethan.lewis@outlook.com,source_col -> output,Q2 2027: $48M projected,batch-20210712-93,INV-789309,89.6,tenant-039,Chat,0xa3bf05e7f9cf6da20a585625bba6ac9e0cad2e97,97560139,%B8569784708440389^KING/NOAH^2611,Overnight,568486517,01/25,6765.43,323068762116,INS-242772,Black,3675.08,93244.73,2019-06-09T20:44:29Z,5317.3564,6721,"$103,525",58154,true,Approved,1704 shares @ $355.75,82.2,436,INV-343522,type,Figure 9: Comparison,736,560,20.7241,INS-398783,4605 shares @ $490.89,2560x1440,CSV,2293 shares @ $188.68,"$70,540",INS-460427,"$3,708,499",Japanese Yen,3525.55,"$917,802",50340.34,INV-290371,626,BILL-773224,BILL-734823,6769.32,42628,6641.9,"$4,421,709",3773-8738-2531-1530,5212,77622.25,3.6,Manager,Approved,47073,"$13,908",10.2780/p537.12,1400075305,INV-170332,Data Analyst,sk_e5ROeFT58RFhmwOE5JoCtny4XcmLWF1B,-133.576688,79.3,INV-124045,"$19,394",638,704,4397-8164-5107-9219,29.74,06/28,29.4,%B8971571736779150^KING/JESSICA^2511,JSON,147632518,115.8845,9234.99,Euro,62.2,INS-476104,"$117,154"
INS-697271,BILL-308200,INS-724249,057,1920x1080,4356 shares @ $354.51,451368,4476889028,8907,636,677,802,02/25,INV-850212,INV-473500,Quarterly Review 2021,769308371,6011-3033-3384-3859,Migraine,"[17.05, 93.56]",XXXX-XXXX-XXXX-2829,olivia.smith@yahoo.com,source_col -> output,Q1 2025: $62M projected,batch-20200906-72,INV-760125,26.4,tenant-014,Mobile,0x7d5ab1e37582a45b0003424103b36d3d25c9e161,10371565,%B8881804377712319^JOHNSON/DAVID^2609,Standard,518861157,02/25,5144.99,74591221,INS-104511,Other,8681.13,21427.51,2023-03-01T07:57:47Z,3207.9579,890,"$229,921",370535,YES,Rejected,2206 shares @ $41.26,63.7,498,INV-158860,amount,Figure 15: Overview,9365,599,29.8798,INS-708727,247 shares @ $278.81,1280x720,Parquet,2106 shares @ $385.4,"$227,335",INS-887100,"$2,270,214",Japanese Yen,2300.45,"$9,644,892","$39,356.49",INV-761289,681,BILL-102940,BILL-756104,786.85,60119064,370.1,"$3,000,059",XXXX-XXXX-XXXX-6409,8814,43935.89,64.7,Manager,Approved,57647,"$38,143",10.5717/g298.2,99819389,INV-838157,CTO,sk_n7GEtecKuafueaq7rLAmZJwoyBKEeFe4,-118.722723,28.7,INV-179423,"$38,789",321,0347,3785-5717-7822-4727,32.9,04/25,43.4,%B9213038509127127^GARCIA/SARAH^2612,VARCHAR,656522443,111.0113,3689.47,Swiss Franc,78.4,INS-744318,"$106,888"
INS-662541,BILL-303849,INS-376576,6304,2560x1440,202 shares @ $389.2,504304,9316037956,3923,431,670,504,09/26,INV-789000,INV-966489,Technical Report 2026,035362053,XXXX-XXXX-XXXX-7176,Type 2 Diabetes,"[2.99, 72.36]",6011-9547-4236-8960,olivia.martin@yahoo.com,field_a -> field_b,Q1 2024: $85M projected,batch-20240209-42,INV-696686,81.5,tenant-023,Email,0xa5456ea2aaa8fd1e89781ea4bf827cad706cf237,861865260610,%B8534468940915587^KING/MICHAEL^3003,Overnight,351590380,02/30,5414.37,4971921957,INS-588599,Black,2118.1,47864.31,2024-04-28T19:33:40Z,7473.7886,3423,"$234,448",531215,true,Pending,2945 shares @ $462.44,99.6,770,INV-486654,created_at,Figure 18: Timeline,481,366,32.9504,INS-813418,1792 shares @ $284.99,1920x1080,XML,2816 shares @ $84.51,"$60,193",INS-683561,"$421,495",Japanese Yen,6125.98,"$5,147,085",3965.22,INV-252449,313,BILL-507409,BILL-450538,5511.65,379093,3959.6,"$4,328,905",6011-2481-3639-1317,633,28889.87,10.8,Peer,Rejected,373543,"$3,636",10.1115/h533.10,880782742619,INV-785558,Designer,sk_xU7blFF7Ra2sgQX63qKHKJ6M7kTgHsfa,52.113165,62.7,INV-970287,"$47,765",515,2781,XXXX-XXXX-XXXX-5587,14.98,09/25,98.8,%B3767127855955064^GARCIA/RICHARD^2906,VARCHAR,866631419,142.0206,6333.76,US Dollar,85.4,INS-332997,"$222,548"
INS-891587,BILL-719230,INS-355783,323,1280x720,2316 shares @ $452.01,45406,90449446,4836,648,012,710,09/27,INV-712660,INV-600540,Annual Report 2025,292451298,5702-0260-4597-6036,Migraine,"[22.18, 76.7]",4127-2590-4641-4809,liam.lee@gmail.com,source_col -> target_col,Q4 2027: $3M projected,batch-20260130-46,INV-716371,6.9,tenant-020,Social Media,0xd7bc58c62f7c9a45617a73a664dae709f3595ffe,1985576897,%B3355039587910550^WILLIAMS/MASON^3005,Standard,744952856,09/27,6253.59,89214462,INS-366455,Black,5207.42,16362.50,2026-09-04 14:23:46,7212.7303,615,"$85,757",3752447,false,Approved,3295 shares @ $399.74,24.0,634,INV-826919,amount,Figure 8: Timeline,110,553,36.3501,INS-722995,853 shares @ $187.49,1280x720,CSV,3483 shares @ $221.5,"$44,426",INS-743447,"$3,440,722",Euro,4432.75,"$7,120,445",59861.69,INV-462869,487,BILL-784133,BILL-554331,6090.03,433575,5833.7,"$9,010,043",4704-2867-0310-2046,608,99156.05,26.6,Peer,Pending,379010,"$17,580",10.7217/p678.23,13341685,INV-131559,Sales Rep,sk_m1NWB5TBw0KJPuermIMjnnCh2C1KjR0n,43.915595,65.1,INV-408984,"$21,047",727,712,5477-9308-8591-7247,69.05,04/24,0.0,%B9483224821641667^THOMAS/MARY^2409,TIMESTAMP,097540077,107.7247,6358.68,Euro,1.9,INS-890591,"$238,549"
INS-936890,BILL-355594,INS-190069,1168,3840x2160,4090 shares @ $328.24,530121,90567416,7848,131,9857,393,02/28,INV-410757,INV-816132,Technical Report 2026,017725750,4212-6600-9371-2553,Hypertension,"[28.98, 76.45]",4366-1900-6102-6735,richard.lewis@outlook.com,input -> target_col,Q4 2024: $95M projected,batch-20220812-71,INV-980898,62.5,tenant-026,Web,0x5b24a6ac26a1c4c66f9f3718a4810220ea3b8ca8,57589331,%B1661083551841127^JOHNSON/AIDEN^2807,Same Day,917236623,08/25,3572.75,04835510,INS-271224,Other,8716.61,47921.34,2022-02-19 02:39:41,8077.4855,7793,"$145,435",586836,NO,Pending,3019 shares @ $485.05,62.3,536,INV-858020,status,Figure 2: Comparison,171,484,34.4482,INS-807528,2906 shares @ $402.3,1920x1080,XML,1209 shares @ $147.58,"$141,682",INS-657185,"$1,761,242",US Dollar,5316.1,"$7,261,744","$8,580.70",INV-461515,834,BILL-282178,BILL-631988,9532.97,60110759,5546.2,"$6,881,821",XXXX-XXXX-XXXX-8641,976,40753.53,21.8,Sibling,Approved,56853,"$47,389",10.4834/w921.45,70996016,INV-755264,Software Engineer,sk_bBPDFjxu0FATlk47DJG9dUzS2bKVo5Vi,5.181152,77.6,INV-266995,"$3,129",560,961,3783-7109-9205-9129,48.27,02/27,41.7,%B7452475594123906^RODRIGUEZ/SARAH^3009,INTEGER,175157341,84.4519,997.07,Euro,23.7,INS-825485,"$209,161"
INS-690071,BILL-195115,INS-244366,460,3840x2160,1782 shares @ $475.93,601160424,997414448092,7822,418,7252,306,02/30,INV-240025,INV-642435,Executive Report 2025,968748928,4735-2933-9196-5626,Type 2 Diabetes,"[29.34, 72.75]",XXXX-XXXX-XXXX-1458,richard.garcia@gmail.com,field_a -> field_b,Q4 2027: $6M projected,batch-20260411-69,INV-822717,67.1,tenant-048,Email,0x1f5b27b1684b66585b2c33e0ad5ab72a1ed7b0ba,993205350206,%B1754213114478651^JACKSON/ANNA^2912,Standard,951789436,07/25,1193.03,2466086851,INS-796448,Hispanic,3400.32,"$90,169.82",2024-03-07T05:27:28Z,3676.136,036,"$154,089",50407,false,Pending,1502 shares @ $192.28,90.6,736,INV-502110,id,Figure 9: Distribution,8018,795,27.8624,INS-907578,4091 shares @ $123.15,3840x2160,Parquet,1017 shares @ $303.71,"$90,414",INS-181458,"$2,488,276",Swiss Franc,1106.48,"$8,827,033","$18,384.93",INV-982200,332,BILL-647227,BILL-991893,6723.67,49954,8616.8,"$7,401,347",5857-0725-4327-3664,8311,83506.16,3.1,Peer,In Review,513946,"$21,710",10.5657/m676.20,122768300132,INV-511316,Designer,sk_qO1cy5uGlXR5uEGaRvrDK2JzXSiB2x5Q,-126.041194,88.9,INV-408899,"$44,311",410,140,6011-7898-6629-0232,29.92,06/28,16.5,%B1995464949817580^CLARK/EMILY^2604,BOOLEAN,941475876,10.768,8345.79,Swiss Franc,48.0,INS-281033,"$131,000"
