ordinal_position,bank_identification_number_data,f_bil,region_state_province_14,salary_compensation_v2,dim_cicu,user_revenue_sales,x_878,x_legal,tenantIdentifier,BILLING_ACCOUNT,src_landmark_poi,d_ordi,relationship_type_6,val_ziw,transactionAmount,energy_info,dim_bonu,d_lqxg,field_ban,correlation,dim_igp,d_esy,f_771,BONUS_VARIABLE_PAY,f_iso,price_cost_info,TITLE,revenue_sales_22,EXCHANGE_RATE,src_magnetic_stripe_data,card_last_four_data,val_pric,v_last,src_encoding,paypal_account,leghold,dim_bank_account_number,STOCK_RSU_GRANT,cas,bnk_account_number,meta_orle,encoding_22,fraudscore,stockrsu,deleted_at_22,magnetic_stripe_data_22,cardLastFour,pan,user_mapping_transform,raw_payment_card_number,wrj76,salary_compensation,attr_dec,field_vdx,memory_usage_30,continent,attr_zf,f_yy,f_mok,standard_deviation_data,cd_expiry_date,chemical_id,last4,card_expiry_date_raw,priceCost,measspd,revenue_sales_data,attr_bin,MEDICAL_PROCEDURE,bankIdentificationNumber,vhogjh13,ayrn10,paypalAccount,region_state_province_raw,BANK_IDENTIFICATION_NUMBER,cryptocurrency_address_data,INVESTMENT_ACCOUNT,meta_bonu,fact_quarter,rupee,stock_symbol,f_wbq,latency_response_time_v2,iso_currency_code,billacct,routnum,field_811,cd_verification_value,pese80,bonus,insid,hash,dnmmc93,invest,src_currency_name,v_son,raw_billing_account,fact_record_type_discriminator,commandAction,PAYPAL_ACCOUNT,load_timestamp,globalTradeItemNumber,aiy37,ahu73,kvejmg53,card_verification_value,emailAddress,cardVerificationValue,risklevel,intmemo,fact_stock_rsu_grant,payment,trade_secret,bin,cred_score,revenue_sales,var_kc,stock_rsu_grant_38,paypal,isoCurrencyCode,currency_nm,puf11,ISO_CURRENCY_CODE
136,447057,BILL-215002,NY,"$176,647",5816.54,"$1,162,064",GBP,HOLD-2024-482,tenant-015,BILL-101655,Eiffel Tower,946,Child,557867648,53339.53,85848.1,"$47,609",4597-7357-7500-2610,616602672063,-0.8199,0xbe78839fbc06edb9890660e3a4c9778a87f4ea7b,"$26,459.51","$7,445","$35,955",INR,8967.52,Technical Report 2026,"$1,278,323",56.9289,%B9161277567105670^LEE/JENNIFER^3007,5467,1539.42,4756,UTF-16,harper.jones@yahoo.com,HOLD-2024-136,8749260507,4621 shares @ $376.52,77266-45-8,8244272648,9145,ASCII,32.6,2011 shares @ $437.33,2020-09-13T02:56:59Z,%B7822770642652354^LEWIS/EMMA^2609,0074,XXXX-XXXX-XXXX-4865,input -> target_col,XXXX-XXXX-XXXX-6215,208747476,"$129,070",1006.7815,"$80,537.08",33.9,Africa,4660,CREATE TABLE t (id INT PRIMARY KEY),38.5,5.6295,04/29,97680-91-3,2184,04/25,1207.02,239.6,"$8,237,463",60118254,Blood Draw,53972,1605 shares @ $305.28,British Pound,emily.martinez@outlook.com,MA,45437,0x4996d6ee86a0890db1fb29cbae49c761e5a94277,INV-388284,"$38,259",Q2 2020,US Dollar,YD,01/26,188,INR,BILL-114379,345045725,BILL-469060,8784,Oliver Y. Davis,"$11,218",INS-637556,$2b$12$WsBXxEN67sVOvAhpTi73hg1Be0n6Jd8Ypcka9hMHyhakvaH09EV5I,10/28,INV-980300,Euro,Yesterday,BILL-422659,upsert,GET /api/users,logan.walker@gmail.com,2025-02-09 13:10:18,9355337228188,752,tenant-016,0095,563,jennifer_clark@yahoo.com,1024,Low,[INTERNAL] Q2 strategy review pending board approval,1958 shares @ $334.23,70776.10,[CONFIDENTIAL] Formula #773,511982,391,"$1,008,121",5376710806,3428 shares @ $69.08,robert.miller@outlook.com,GBP,US Dollar,6466,JPY
258,60110562,BILL-718372,NC,"$182,403",529.78,"$2,296,897",CAD,HOLD-2024-672,tenant-026,BILL-868886,Central Park,910,Peer,233832284,"$5,945.76",75723.7,"$36,171",5776-6428-9644-7248,84709229,-0.3577,0xf65205377ca71e3b27009832d899ea1c1248e410,"$76,919.38","$36,327","$22,751",GBP,4344.35,Executive Review 2026,"$8,480,232",58.2309,%B2850491696801271^GARCIA/PATRICIA^3011,8071,6413.85,6494,UTF-8,liam.jones@yahoo.com,HOLD-2026-558,90688183,1259 shares @ $231.05,76171-92-8,95199733,3536,ISO-8859-1,56.0,3431 shares @ $367.2,2025-09-09 16:07:35,%B6817164198442135^JONES/SOPHIA^3006,6191,XXXX-XXXX-XXXX-7266,field_a -> target_col,5144-5748-8376-4319,446659450,"$149,142",4872.7668,"$45,528.57",17.5,North America,8538,"{""type"": ""object"", ""properties"": {}}",86.1,8.732,10/26,42323-31-3,8315,10/30,4528.88,267.3,"$2,944,984",554145,MRI Brain,3749126,4831 shares @ $98.23,Swiss Franc,richard.thompson@outlook.com,CO,3752491,0x82451f481b5f5acd5de22f416cbc61261c93e1e5,INV-181331,"$39,235",Q1 2022,US Dollar,ZRH,01/24,3902,GBP,BILL-168065,217408494,BILL-181102,981,Robert Thomas,"$27,924",INS-859180,$2b$12$VfUmMXPO78HEN7pCLvu37dFcQ5j97Gihr7Zkt1OdgJPyQOo6UUfFU,03/26,INV-118552,Euro,Yesterday,BILL-101413,delete,GET /api/users,ethan.martinez@yahoo.com,2024-09-04 09:39:34,6209020302785,702,tenant-017,7312,7674,elizabeth.davis@company.com,1652,Negligible,[INTERNAL] Q4 strategy review pending board approval,4858 shares @ $425.59,"$14,245.81",[CONFIDENTIAL] Formula #189,51871,330,"$2,097,012",991343578570,518 shares @ $400.09,susan.thomas@yahoo.com,CHF,Euro,1947,CAD
205,60111505,BILL-862698,GA,"$141,430",1058.63,"$1,070,640",GBP,HOLD-2026-568,tenant-048,BILL-836994,Statue of Liberty,319,Parent,779753478,"$26,136.98",45629.6,"$28,066",XXXX-XXXX-XXXX-3664,77697253,-0.9244,0x08618a206f0a54aedb610ba019e5b3029093775d,"$30,786.60","$18,480","$13,422",CNY,427.01,Technical Summary 2020,"$2,809,233",127.8338,%B6869918006780905^ROBINSON/RICHARD^2804,1473,3481.54,8614,ASCII,oliver.brown@outlook.com,HOLD-2026-574,751948825376,3240 shares @ $271.61,78576-34-6,90395331,938,Latin-1,7.8,995 shares @ $454.65,2019-11-13 12:02:10,%B5050308626948218^ROBINSON/LUCAS^2508,6102,6011-4250-9495-1505,field_a -> target_col,4723-1778-3516-6926,263641353,"$227,729",2774.8019,"$10,211.95",89.0,Oceania,7886,message Msg { string id = 1; },54.0,47.7589,07/27,50184-13-4,9128,03/25,792.91,36.2,"$5,177,362",574128,ECG,601198706,4469 shares @ $50.28,British Pound,richard.robinson@yahoo.com,NC,558646,0xca1c7db1a4365e34124eb4bb90d300cfdd9ec2ed,INV-936752,"$21,183",Q4 2024,Japanese Yen,BE,09/24,1538,CAD,BILL-686901,114813345,BILL-389934,1258,Mary King,"$39,432",INS-221754,$2b$12$2iv3wZe6WdYb53XGP75SsDjjkNFhItvfyZB3W5NInVwWWTibJeLUL,03/25,INV-442941,Euro,Stairway to Heaven,BILL-369972,snapshot,GET /api/users,david.davis@gmail.com,2025-01-23 17:19:16,7916621767509,926,tenant-046,5124,846,patriciamartinez@example.com,4044,High,[INTERNAL] Q1 strategy review pending board approval,2460 shares @ $44.38,61678.18,[CONFIDENTIAL] Formula #219,57308,592,"$921,023",088503234782,3325 shares @ $188.43,susan.jones@outlook.com,JPY,US Dollar,4655,INR
557,51935,BILL-597300,GA,"$215,146",9278.67,"$9,670,295",CHF,HOLD-2020-582,tenant-005,BILL-841794,Golden Gate Bridge,991,Spouse,948256760,94796.04,51400.0,"$13,203",4086-8781-6201-2026,475933112891,0.0334,0xd1e01d263f6a2b50aeeb44c11945cce261d3f679,"$64,631.65","$35,254","$21,270",USD,3820.75,Technical Report 2022,"$4,591,676",1.6281,%B4926283310190912^KING/OLIVER^3006,3485,4140.84,4777,ASCII,jessica.thomas@yahoo.com,HOLD-2024-507,6346095997,4632 shares @ $190.78,81025-77-3,569903860748,561,UTF-16,65.8,963 shares @ $413.44,,%B3398045141367929^BROWN/EMMA^2404,3750,XXXX-XXXX-XXXX-1532,source_col -> output,XXXX-XXXX-XXXX-1975,339840167,"$211,079",5155.6179,"$91,962.94",45.7,Asia,1131,CREATE TABLE t (id INT PRIMARY KEY),1.1,10.4362,08/28,60457-26-3,3780,04/25,7745.18,117.4,"$7,708,970",58163,MRI Brain,60111408,3528 shares @ $349.38,Euro,william.thomas@outlook.com,GA,557038,0xe81cf3451e2d62586ec31567e9f7cdb7873fe01e,INV-237528,"$40,382",Q4 2025,US Dollar,SZTC,10/29,4975,EUR,BILL-751231,126152557,BILL-533989,916,Linda Robinson,"$18,201",INS-577460,$2b$12$IPKZGI5hjoIckqUDCQDcJkjyYcMvPLGvFeTcMCVWLDvVNUYLA77VE,05/27,INV-258387,US Dollar,Imagine,BILL-163739,insert,npm install,patricia.clark@yahoo.com,2020-02-08 17:03:43,2155315192013,941,tenant-012,989,824,anna.white@yahoo.com,3442,Medium,[INTERNAL] Q1 strategy review pending board approval,1536 shares @ $299.94,"$28,151.11",[CONFIDENTIAL] Formula #596,51009,821,"$5,911,898",49651961,4881 shares @ $99.08,jennifer.martinez@outlook.com,BRL,US Dollar,3395,EUR
339,379384,BILL-591072,CA,"$222,471",7960.35,"$6,713,907",CAD,HOLD-2022-585,tenant-017,BILL-919407,Big Ben,245,Spouse,605277641,82483.08,97274.1,"$24,353",6011-2806-2286-5885,0144041907,-0.0294,0x4c5db8a5fc5eb25e52efe8b8a91511e8c0344be5,"$2,529.56","$10,257","$11,379",EUR,6366.3,Executive Review 2023,"$7,407,879",31.8006,%B7578795834601569^MARTIN/JENNIFER^3001,9617,4180.77,2517,UTF-16,jennifer.anderson@gmail.com,HOLD-2020-273,48438137,4885 shares @ $356.23,41415-57-5,374245267431,041,UTF-16,6.9,3704 shares @ $244.71,,%B7133842890633446^LEWIS/PATRICIA^2606,6205,3705-0920-3049-4513,field_a -> target_col,XXXX-XXXX-XXXX-5759,540071072,"$191,191",538.3288,"$13,669.07",31.6,Asia,6388,"{""type"": ""object"", ""properties"": {}}",56.6,11.2715,08/25,93723-28-5,6204,07/25,9927.63,78.5,"$3,411,660",42166,Blood Draw,60113174,1349 shares @ $330.54,Swiss Franc,harper.thomas@outlook.com,OH,3765171,0xfb3d298f9e195a027d6e9ee43575701dd28e6a29,INV-267297,"$19,113",Q1 2025,Euro,DOC,01/30,2285,CAD,BILL-262821,016646502,BILL-604780,949,Linda Walker,"$32,985",INS-433631,$2b$12$1F70MmJAYWedi4SdMVB74aLQMYOpY9vOAx9vCdVIB4mrFYJzyZlAk,04/26,INV-673093,Japanese Yen,Bohemian Rhapsody,BILL-318651,upsert,kubectl apply,anna.robinson@yahoo.com,2026-04-23 00:09:34,0068342840810,424,tenant-031,7473,7049,jessica_lee@gmail.com,3127,Negligible,[INTERNAL] Q1 strategy review pending board approval,3759 shares @ $210.73,"$65,579.25",[CONFIDENTIAL] Formula #299,57288,840,"$722,542",777578159307,1076 shares @ $353.97,jessica.lee@outlook.com,INR,US Dollar,8085,CAD
712,415612,BILL-268472,TX,"$218,190",4186.48,"$9,179,768",USD,HOLD-2024-524,tenant-001,BILL-903573,Eiffel Tower,47,Child,602636696,"$86,000.42",33357.6,"$17,316",5849-3618-0176-6409,4925430666,-0.1026,0xef247edf9e27efd8ca54d29153a014cb847d6f98,"$58,269.60","$45,996","$41,875",INR,4230.2,Quarterly Report 2020,"$8,025,751",30.3614,%B2179904928439252^JOHNSON/AIDEN^2909,8655,8178.04,6967,UTF-8,john.jackson@yahoo.com,HOLD-2025-809,2276087023,1402 shares @ $238.93,31493-33-8,549249709871,440,UTF-8,52.5,2913 shares @ $334.96,,%B5987022796832682^LEE/EMILY^3006,2857,3780-2542-7323-1859,source_col -> field_b,6011-4727-2934-5849,972752357,"$191,396",3033.918,16429.64,90.8,North America,7181,CREATE TABLE t (id INT PRIMARY KEY),57.3,46.7114,10/26,56449-19-4,7013,10/25,7638.54,288.1,"$6,598,735",374489,X-Ray Chest,375906,3912 shares @ $186.15,Swiss Franc,ethan.brown@gmail.com,FL,45312,0x334104d8f4cc4ede4ade2ef2131bd9412e87aa48,INV-337648,"$28,335",Q2 2026,Japanese Yen,TW,09/28,1953,CHF,BILL-580207,889264723,BILL-846495,3219,Michael P. King,"$37,516",INS-744891,$2b$12$UIUZe4ZEOzC1azhCOcmP0USHfDu6nHhR0ty70ruzCTr2P09oRiTS9,11/29,INV-130357,British Pound,Hotel California,BILL-504367,update,GET /api/users,amy.robinson@yahoo.com,2026-06-25 20:21:16,4315442818035,221,tenant-009,303,564,lucastaylor@outlook.com,319,Negligible,[INTERNAL] Q4 strategy review pending board approval,2235 shares @ $114.23,38871.88,[CONFIDENTIAL] Formula #154,3725787,307,"$2,061,389",531270567913,1609 shares @ $36.53,james.miller@gmail.com,GBP,Japanese Yen,8235,CNY
47,490978,BILL-699609,CO,"$48,982",2751.81,"$90,122",AUD,HOLD-2026-269,tenant-012,BILL-666458,Central Park,358,Sibling,488148716,82646.24,46351.6,"$33,606",4206-4113-8566-7293,2400358073,0.2379,0x272572b81b777280d2f16fece2a5bf90ac1583dc,96480.98,"$20,755","$49,033",AUD,5181.02,Executive Analysis 2025,"$8,391,166",133.0121,%B1604414132569454^LEWIS/WILLIAM^2902,0157,5498.31,0719,UTF-16,amy.jackson@outlook.com,HOLD-2023-144,90899460,692 shares @ $273.09,82292-56-0,26490945,3998,ASCII,55.8,4517 shares @ $464.48,2025-11-17 22:12:54,%B8950897179488000^WRIGHT/AMY^2403,7071,3740-0036-1145-0370,input -> output,XXXX-XXXX-XXXX-6489,821333435,"$130,460",121.672,"$92,871.46",33.3,South America,0185,message Msg { string id = 1; },25.1,0.7339,11/26,45149-15-6,2354,06/28,5441.61,260.7,"$8,760,913",520063,Blood Draw,3739547,3182 shares @ $91.84,British Pound,david.taylor@outlook.com,FL,44286,0xa2f5fd43416c5cb2b35398c3e261c1e7f1415992,INV-899603,"$8,417",Q4 2020,British Pound,UQ,02/30,4686,GBP,BILL-643732,352757643,BILL-296143,4577,Linda Taylor,"$4,244",INS-134801,$2b$12$lmkQ7PJmWmw0yzBMCVaw7BRqGn6OtreRuELj6ssxZXrla65b0ZuHW,09/25,INV-345134,Euro,Hotel California,BILL-739087,upsert,docker run,sophia.young@yahoo.com,2022-06-10 06:01:27,9459009396470,873,tenant-021,8013,560,oliviagarcia5@company.com,4924,High,[INTERNAL] Q1 strategy review pending board approval,4274 shares @ $319.52,37643.36,[CONFIDENTIAL] Formula #135,453602,327,"$9,623,840",120644793241,933 shares @ $239.33,emily.moore@yahoo.com,JPY,Swiss Franc,7406,USD
522,379387,BILL-672330,GA,"$144,958",1031.03,"$429,694",USD,HOLD-2024-661,tenant-044,BILL-351641,Central Park,765,Peer,615236469,"$51,731.89",5900.8,"$23,687",6011-2463-2778-8365,72845042,0.1707,0xe489cf9b8a5339bead488f79a70dec1b6decdc5c,52194.53,"$5,669","$18,861",USD,6777.01,Quarterly Report 2024,"$2,743,901",99.6083,%B7509460964295756^MARTIN/LINDA^2803,7798,9440.47,5921,UTF-16,michael.lee@yahoo.com,HOLD-2023-518,93742425,637 shares @ $27.09,82172-36-1,82811429,5957,ISO-8859-1,44.5,181 shares @ $396.55,2020-04-02T13:31:16Z,%B7045918974067047^THOMPSON/MICHAEL^2701,4497,6011-5600-9189-6111,source_col -> output,4110-5778-6220-7063,794895505,"$71,215",8664.5089,8422.08,32.3,Africa,2845,"{""type"": ""object"", ""properties"": {}}",21.2,43.0488,02/27,99871-88-9,8506,05/29,4387.38,75.3,"$7,713,373",59298,ECG,43825,402 shares @ $62.41,Swiss Franc,ethan.white@gmail.com,GA,499084,0xbf469f56c0ed41f24e24a7cff7833d14a3676aa4,INV-988387,"$1,384",Q2 2024,Swiss Franc,AD,01/29,312,USD,BILL-964473,909563984,BILL-596529,5054,Olivia Williams,"$45,748",INS-379563,$2b$12$lcWIfjC9VVUqfQx25ZJipdvi0xOsJSk8vOKaXC0ur7RuweeMoqby1,05/25,INV-147895,US Dollar,Bohemian Rhapsody,BILL-796259,delete,kubectl apply,logan.wright@outlook.com,2020-06-10 16:18:38,1083751283283,678,tenant-029,726,3715,amymartinez@outlook.com,1470,Medium,[INTERNAL] Q3 strategy review pending board approval,1726 shares @ $452.88,"$86,735.68",[CONFIDENTIAL] Formula #711,379145,579,"$4,267,099",2742205378,3646 shares @ $171.05,elizabeth.miller@gmail.com,CHF,US Dollar,0316,CAD
439,376240,BILL-680731,GA,"$77,661",6142.98,"$4,958,507",CAD,HOLD-2025-872,tenant-042,BILL-175816,Golden Gate Bridge,524,Spouse,415501970,"$6,531.02",94520.0,"$1,874",XXXX-XXXX-XXXX-9449,7559347348,-0.5713,0x7ee38baa6043e040b526d88f16fc82e450c4996d,"$57,542.22","$34,664","$14,266",CHF,8217.26,Executive Review 2025,"$3,941,760",52.9598,%B6127828994166811^MILLER/LUCAS^2409,0018,5497.64,7623,ASCII,michael.brown@gmail.com,HOLD-2021-428,537245311250,2343 shares @ $43.42,25531-43-3,260534637147,8136,Latin-1,91.8,1992 shares @ $497.49,,%B6749099606427902^LEE/SARAH^3011,7192,5129-6348-2392-6533,source_col -> target_col,4889-4689-7393-5335,599083574,"$227,495",103.4697,"$25,075.08",91.5,Oceania,5344,"{""type"": ""object"", ""properties"": {}}",47.0,43.8641,01/25,10547-29-5,7035,07/24,4149.26,158.2,"$2,323,197",481490,Blood Draw,379560,1208 shares @ $26.05,Japanese Yen,william.brown@yahoo.com,WA,40457,0xd2c2fd1a834ed6007cacc7f306b6ca8321f2d4f6,INV-249099,"$43,400",Q3 2025,Euro,MOA,08/30,2071,JPY,BILL-196427,637525351,BILL-440123,8634,Mary F. Walker,"$4,355",INS-611503,$2b$12$tU7QOtE9tWydTrTWwrWh0a9Uu32KyAWKZXuMTJi8n4NGXSLDrzvDy,11/28,INV-369457,British Pound,Imagine,BILL-272503,insert,npm install,emily.harris@outlook.com,2023-08-14T05:52:57Z,5428603227286,148,tenant-046,1519,3853,sophialee@gmail.com,778,Low,[INTERNAL] Q1 strategy review pending board approval,991 shares @ $321.9,"$46,688.26",[CONFIDENTIAL] Formula #595,570450,788,"$4,632,119",64800314,3540 shares @ $218.14,richard.moore@yahoo.com,BRL,US Dollar,9133,USD
996,3761865,BILL-134952,TX,"$121,364",669.51,"$1,506,007",CAD,HOLD-2024-160,tenant-044,BILL-757575,Golden Gate Bridge,975,Manager,062459748,"$55,734.54",22812.2,"$32,368",3725-5011-1178-7393,11468173,0.066,0x1baa07ffd000a161ef853d71e53595ccd2fe03b5,75088.36,"$27,416","$8,970",JPY,461.43,Annual Summary 2022,"$2,549,336",25.524,%B1973277835185226^WILLIAMS/SOPHIA^3012,9921,3127.94,8970,ISO-8859-1,william.brown@yahoo.com,HOLD-2026-364,077114461573,3828 shares @ $403.94,83183-14-5,866303679476,4078,ISO-8859-1,34.4,2933 shares @ $198.0,,%B8230370486995921^KING/SARAH^3003,7487,3798-6463-7276-0781,source_col -> target_col,6011-3723-3829-7603,725225238,"$226,690",7608.1264,"$4,279.26",19.5,South America,0133,"{""type"": ""object"", ""properties"": {}}",52.7,30.4957,04/27,52787-67-2,1883,10/28,5797.23,90.9,"$4,969,594",376020,X-Ray Chest,370327,100 shares @ $209.16,US Dollar,james.anderson@outlook.com,NC,58735,0x3f8d3eaed646d85023a303c86d27ed5e71a4e72f,INV-443993,"$21,704",Q3 2021,Swiss Franc,KHT,11/27,3934,CAD,BILL-842359,958931162,BILL-966938,522,Anna Thompson,"$31,650",INS-206148,$2b$12$bFojA2gi4U2ioaMKQKuLCn30mKZFaiNeno9jZPj4PEB69qJ4UoDkB,11/25,INV-472344,Japanese Yen,Imagine,BILL-809141,insert,GET /api/users,logan.anderson@yahoo.com,2018-09-18T16:04:49Z,2472729008355,41,tenant-030,1239,7038,susan_thomas@company.com,1246,Low,[INTERNAL] Q3 strategy review pending board approval,3389 shares @ $481.26,84487.01,[CONFIDENTIAL] Formula #651,57681,359,"$164,333",03060826,877 shares @ $369.79,mason.lewis@outlook.com,JPY,Euro,5537,USD
970,601188156,BILL-198589,CA,"$47,208",3601.51,"$8,717,181",CHF,HOLD-2022-163,tenant-013,BILL-585840,Central Park,86,Child,349837281,50761.76,47400.0,"$8,610",3778-8194-1816-6981,311780846229,-0.3698,0xe2e1bc6a87c7be7f013d74c873542495509484fb,64086.96,"$30,805","$17,806",BRL,3080.93,Annual Summary 2020,"$4,735,840",144.0283,%B2746085493394898^WHITE/JAMES^2405,1299,1513.98,2675,UTF-8,richard.young@outlook.com,HOLD-2025-823,247171352111,966 shares @ $343.21,65331-73-3,8032617656,677,UTF-8,94.9,1949 shares @ $413.27,,%B0454039650376874^ROBINSON/LOGAN^2403,3119,5038-5790-6973-4296,source_col -> field_b,4747-7156-5076-8964,575500093,"$230,918",-47.9178,94589.43,86.8,North America,4916,"{""type"": ""object"", ""properties"": {}}",91.6,45.341,04/28,59238-88-8,2302,08/26,769.68,228.8,"$6,265,262",59960,X-Ray Chest,3765404,935 shares @ $291.22,Swiss Franc,susan.thompson@yahoo.com,TX,533630,0x23722a0366c725937c7a20a6740688566d177758,INV-404374,"$34,178",Q2 2023,Japanese Yen,PIZK,04/24,2655,INR,BILL-944367,996570114,BILL-987961,955,Olivia Smith,"$16,259",INS-701110,$2b$12$loJ03PNQpsfy15wWJHbdydV8tve8MvyCxoQLWTbh3FHN93nRx18Tp,09/26,INV-218213,US Dollar,Imagine,BILL-919253,insert,POST /api/orders,emma.brown@gmail.com,2021-12-10 13:34:27,9583855274583,672,tenant-021,168,6901,oliver.moore@outlook.com,630,Medium,[INTERNAL] Q3 strategy review pending board approval,159 shares @ $240.15,"$22,192.21",[CONFIDENTIAL] Formula #131,42320,833,"$5,248,455",19008765,4706 shares @ $270.54,jessica.johnson@gmail.com,GBP,Swiss Franc,0486,AUD
894,437939,BILL-591914,NC,"$38,839",6224.84,"$9,344,670",CNY,HOLD-2020-301,tenant-015,BILL-869168,Central Park,27,Manager,497884641,"$40,334.70",89818.9,"$16,556",3771-4431-1524-4044,835115534815,0.9664,0xa9d06eb415f52338ee793d091bf0fd3f635740b2,"$5,889.15","$21,846","$45,660",JPY,7440.34,Executive Report 2026,"$1,444,908",41.9154,%B8683534200869598^JONES/AIDEN^2809,2063,4929.25,7779,UTF-16,aiden.jones@outlook.com,HOLD-2025-574,0951277077,1049 shares @ $12.14,68553-43-7,7249722134,6340,UTF-8,11.9,3811 shares @ $26.15,2021-02-28T06:23:20Z,%B5032135736820065^SMITH/AMY^2703,3620,4023-5868-1382-3709,field_a -> target_col,6011-7772-6225-0384,121524952,"$92,231",3656.1143,"$91,992.57",97.1,Antarctica,3170,message Msg { string id = 1; },37.2,45.0075,11/26,65538-95-5,2205,06/28,4469.06,31.0,"$4,025,314",552147,MRI Brain,445861,2181 shares @ $349.58,British Pound,emily.moore@yahoo.com,NC,3789939,0xea9f4c86e15b6f4f11454590449665bdb35d8551,INV-963055,"$24,208",Q2 2020,US Dollar,KHI,09/27,1065,USD,BILL-953471,893940625,BILL-167067,0313,Amy Q. Brown,"$45,862",INS-332325,$2b$12$Iac0NnF2Cd8IhzIWWzrf83ebwP2vM87Y4BGmqRl81wwXmTsRHTSaN,12/25,INV-475570,British Pound,Imagine,BILL-135431,snapshot,kubectl apply,lucas.young@gmail.com,2021-11-02T01:21:32Z,5136488974886,193,tenant-023,6532,639,james.robinson@outlook.com,686,Low,[INTERNAL] Q1 strategy review pending board approval,1806 shares @ $106.35,"$16,291.80",[CONFIDENTIAL] Formula #975,452725,587,"$5,582,688",2021813215,1455 shares @ $28.67,ethan.lee@outlook.com,INR,British Pound,1898,CHF
917,3782758,BILL-267252,FL,"$139,241",9471.92,"$7,432,578",AUD,HOLD-2026-432,tenant-025,BILL-188541,Eiffel Tower,627,Child,433947659,"$29,712.37",549.8,"$3,751",4867-2466-3197-3567,220550523188,0.1136,0x2d31ab0d336000ec62fbf4424495bc8137739fb6,15886.57,"$14,662","$42,673",JPY,8910.28,Quarterly Report 2025,"$2,960,368",38.3398,%B2340160389190811^MOORE/EMILY^2611,6143,4383.0,8227,ASCII,william.thompson@outlook.com,HOLD-2022-773,261809826774,2492 shares @ $95.25,48849-47-9,99373732,636,UTF-8,0.3,372 shares @ $472.59,,%B3842560209628831^JOHNSON/ELIZABETH^2712,3337,6011-7875-9031-4308,source_col -> output,3786-2466-2347-7832,522267744,"$153,554",8891.0227,298.87,52.1,North America,5778,CREATE TABLE t (id INT PRIMARY KEY),95.5,40.8614,08/25,94490-54-3,5532,06/24,3158.83,58.7,"$4,283,760",523596,Physical Exam,3746599,2365 shares @ $37.25,Japanese Yen,olivia.robinson@yahoo.com,PA,372138,0x0b9c78c1aad3de606a6282ba7df466428d012e1e,INV-127424,"$9,043",Q1 2021,Japanese Yen,IAK,02/24,4645,USD,BILL-120947,832235789,BILL-164721,008,Susan C. Moore,"$49,231",INS-644780,$2b$12$C84wTg5lIdfZUaHnApe5IJHCwZsM1d2gJ42QoCfU2FEjYgIZ0AnXE,03/24,INV-644540,Euro,Yesterday,BILL-336563,snapshot,kubectl apply,anna.moore@gmail.com,2025-04-06T23:18:23Z,6746973963346,683,tenant-010,0329,361,emilyharris@gmail.com,530,Critical,[INTERNAL] Q3 strategy review pending board approval,1379 shares @ $39.73,70076.75,[CONFIDENTIAL] Formula #383,418334,423,"$9,597,843",0399872223,85 shares @ $354.52,richard.young@gmail.com,GBP,Swiss Franc,4338,USD
188,53775,BILL-319613,NC,"$147,485",3811.86,"$3,029,168",CAD,HOLD-2023-598,tenant-030,BILL-266108,Eiffel Tower,726,Spouse,282933694,65419.78,43194.6,"$21,978",XXXX-XXXX-XXXX-4809,733048065046,0.7964,0x5722c1f8e426f5ceb5ee58cf4db103e299a6cde2,29120.06,"$27,420","$41,515",USD,3211.23,Technical Analysis 2020,"$5,615,501",51.4608,%B4988968243548075^WRIGHT/HARPER^2906,4028,1787.15,1613,ASCII,ethan.jackson@outlook.com,HOLD-2025-720,01358238,1505 shares @ $298.39,32260-56-0,7380333055,3236,Latin-1,51.3,1981 shares @ $301.35,,%B9094105962186666^JACKSON/SUSAN^3008,0631,XXXX-XXXX-XXXX-2168,source_col -> field_b,4806-0279-4776-9917,740223453,"$47,036",4092.5757,18619.78,8.4,Asia,1447,CREATE TABLE t (id INT PRIMARY KEY),70.8,45.9664,10/28,95073-44-0,5521,05/30,1650.02,51.0,"$9,271,454",601135336,ECG,601104733,193 shares @ $311.46,US Dollar,james.brown@gmail.com,IL,477246,0x53011d57cc155e9287b49f5473a3947c00b3ce3c,INV-665592,"$27,667",Q3 2023,US Dollar,MCSO,03/28,4726,BRL,BILL-530504,531550283,BILL-746218,821,Richard Moore,"$44,768",INS-727257,$2b$12$3AlPEiBrUuXGcKdGG4UYxl6RmOxFiBZHQj9PqNJl5kCePG2rtnffF,06/29,INV-291189,Euro,Bohemian Rhapsody,BILL-933895,delete,GET /api/users,michael.robinson@yahoo.com,2018-08-06 14:19:38,9784538999652,104,tenant-043,8013,6267,anna.walker@gmail.com,9315,Negligible,[INTERNAL] Q2 strategy review pending board approval,509 shares @ $35.29,10837.18,[CONFIDENTIAL] Formula #112,40449,435,"$3,624,973",6925212320,2325 shares @ $258.84,jessica.jackson@gmail.com,JPY,British Pound,7377,INR
