endDate,social_media_handle_field,date_time,BROWSER_USER_AGENT,month_name,meta_pif,QUARTER,dim_date_time,source,artwork_creative_work_info,dim_date,qiqrcm91,f_374,yearval,TIME_OF_DAY,routing_num,timeval,periodval,numericRange,issn,dt_time,calendar_year,medicalProcedure,CRON_SCHEDULE,customer_year,work_permit_14,var_cjh,INSURANCE_ID,STORAGE_SIZE,gnlw47,qtrval,field_day_,cronval,customer_month,field_465,var_268,raw_device_type,dev_type,chrome,year_30,span,fact_period_interval,axuhmd96,typecls,src_channel,investment_account,device_type_field,anzbw57,phonefmt,year_data,year,raw_browser_user_agent,book_title_6,grade,var_lyf,weight_mass,p_hash,startdt,encoding,period_interval_30,date_time_2,channel_46,var_476,month,fact_score_index,hh_mm,cron,dateTime,q2,c_month,channel_val,MONTH,geographic_nm,effective_date,URL_PII_CONTEXT,raw_quarter,d_day,internal_communication_22,device_type,lon,channel,decimal_float_data,histogramBin,ztw73,browser_user_agent_38,score_index_54,customer_start_date,p_cont,dim_cron_schedule,period_interval_val,quarter_46,monthval,fact_retention_policy,flight_number_val,val_uht,mfmso86,until,middle_nm,modified_by_30,channel_2,f_we,month_number,kqvvdu6,quarter_info,DATE_TIME,c_sm,measstor,CHANNEL,dow,DEVICE_TYPE,c_567,field_92,start_dte,quarter,speed_velocity_14
2025-08-31,@ethanking94,2019-10-08T00:00:00Z,Chrome,March,Wednesday,Q4 2021,2023-06-11T00:00:00Z,In-Store,Starry Night,2024-08-21,2024-11-22,Smart TV,2016,06:03:29,359439525,10:17:00,FY 2025,4-84,5280-6454,2019-09-13T00:00:00Z,2025,X-Ray Chest,"16 6 * * 0,6",2026,WP-AU-156233,7.06,INS-251130,91211,2018-01-06T00:00:00Z,Q1 2022,Tuesday,32 21 * * 1-5,August,XML,Opera,Smart TV,Tablet,Opera,2008,Q1 2024,FY 2025,2023-12-12,Premium,In-Store,INV-541607,Wearable,February,+1-XXX-XXX-XXXX,2005,1994,Safari,Brave New World,1.86,May,933.97,1871f6ac035d9aea63829467d57c8402a854902360ddeae6d8e564e860c8ac00,2022-02-05,ASCII,H2 2023,2018-06-13T00:00:00Z,Email,2023-02-24,April,0.63,02:40:56,3 18 * * 1-5,2025-05-22T00:00:00Z,Q1 2025,July,Phone,April,Mexico,2025-07-30,https://example.com/users/3713b6b3/profile,Q4 2023,Saturday,[INTERNAL] Q3 strategy review pending board approval,IoT,6.385803,Web,2890.4546,39.5,Smart TV,Edge,1.73,2019-09-07,Video,50 12 * * *,H2 2023,Q4 2020,December,7 years,TS2534,true,Opera,2026-05-19,S,richard.martinez,Mobile,Snowflake,October,6.89,Q1 2023,2023-11-24T00:00:00Z,inactive,551503,Chat,Tuesday,Smart TV,2021-07-25,1.13.10,2020-07-23,Q3 2021,219.0
2024-06-08,@sarahjohnson702,2020-04-01T00:00:00Z,Firefox,January,Friday,Q2 2021,2024-01-17T00:00:00Z,Mobile,The Scream,2018-08-13,2022-10-17,Wearable,2018,02:37:45,145264583,22:59:47,Q1 2024,41-93,2028-4880,2026-04-16T00:00:00Z,2000,Colonoscopy,54 9 * * 1-5,2013,WP-DE-406256,0.5,INS-959879,561217,2025-10-06T00:00:00Z,Q3 2022,Saturday,"14 12 * * 0,6",January,JSON,Brave,Desktop,Wearable,Firefox,2016,H2 2023,Jan-Mar,2024-04-15,Premium,Chat,INV-568847,IoT,April,+44-XXXX-XXXXXX,2009,1993,Chrome,Brave New World,3.58,February,832.2,1d2b10841af0549fdb82eabc71eed3fda622d0097441471ebdd19b705a5d7a76,2023-03-21,Latin-1,FY 2025,2025-07-26T00:00:00Z,Mobile,2025-11-26,January,8.52,11:40:20,25 16 * * 1-5,2023-05-20T00:00:00Z,Q3 2023,June,Chat,May,Australia,2026-02-25,https://example.com/users/7a05f46a/profile,Q2 2020,Wednesday,[INTERNAL] Q4 strategy review pending board approval,IoT,176.352228,Chat,7029.7216,63.25,Desktop,Safari,7.82,2021-05-20,Image,44 1 * * 1-5,H2 2023,Q4 2023,May,indefinite,FF6629,NO,Chrome,2024-11-08,P,sophia.king,In-Store,Snowflake,October,2.14,Q1 2023,2022-02-08T00:00:00Z,active,476296,Chat,Tuesday,Desktop,2025-12-29,0.3.76,2025-06-29,Q1 2025,76.4
2024-09-30,@loganjackson245,2019-02-12T00:00:00Z,Brave,April,Friday,Q1 2026,2024-07-21T00:00:00Z,Social Media,The Persistence of Memory,2026-05-28,2025-05-10,IoT,1998,09:14:33,499872742,03:47:54,Q1 2024,31-90,3365-9761,2018-02-24T00:00:00Z,2011,Blood Draw,49 9 * * *,1996,WP-GB-432726,1.27,INS-322645,640165,2018-08-25T00:00:00Z,Q4 2024,Wednesday,50 14 * * *,December,CSV,Firefox,IoT,Mobile,Safari,1990,H2 2023,2020-2025,2021-10-17,Trial,Web,INV-791532,Mobile,April,+44-XXXX-XXXXXX,2012,2013,Safari,1984,3.71,October,764.55,3dd13840c18a6d110271f23466a543bd3f54d07646b5c291195c8e211927f814,2018-03-29,ASCII,H2 2023,2026-10-26T00:00:00Z,Web,2021-09-02,August,1.16,11:29:57,37 6 * * *,2025-12-03T00:00:00Z,Q1 2026,December,In-Store,February,Switzerland,2025-03-24,https://example.com/users/f8669404/profile,Q3 2021,Tuesday,[INTERNAL] Q2 strategy review pending board approval,Tablet,-123.905343,Mobile,8724.1928,89.12,Smart TV,Firefox,4.13,2019-04-06,Video,58 4 * * 1-5,Q1 2024,Q4 2026,August,30 days,AI915,NO,Chrome,2023-02-22,F,harper.clark,Phone,Salesforce,July,1.83,Q3 2022,2019-08-02T00:00:00Z,active,312456,Web,Sunday,Tablet,2025-09-20,2.7.27,2019-11-14,Q2 2021,32.9
2022-03-14,@emmawright845,2026-11-20T00:00:00Z,Safari,April,Thursday,Q1 2022,2018-07-02T00:00:00Z,Email,The Scream,2023-04-26,2026-07-11,Wearable,2018,08:20:04,032766843,07:52:04,2020-2025,37-52,2792-8321,2021-10-31T00:00:00Z,2013,Blood Draw,"51 8 * * 0,6",1996,WP-AU-907144,4.44,INS-614534,342347,2022-07-14T00:00:00Z,Q3 2024,Sunday,59 15 * * 1-5,August,CSV,Safari,Tablet,IoT,Brave,1994,Jan-Mar,H2 2023,2019-05-22,Premium,Chat,INV-443222,Mobile,December,+1-XXX-XXX-XXXX,2002,2014,Brave,Dune,2.54,March,421.82,5d617ae99ff81959cf9c38e0556df3a3b2b1a7f9a8bf9f1449debdb0c809fdae,2021-04-15,UTF-8,Jan-Mar,2019-02-20T00:00:00Z,Email,2023-03-19,December,7.56,10:18:09,34 8 * * *,2019-02-24T00:00:00Z,Q2 2026,October,Social Media,June,Brazil,2019-05-22,https://example.com/users/24500ade/profile,Q4 2023,Tuesday,[INTERNAL] Q1 strategy review pending board approval,Tablet,-83.461672,In-Store,7715.5211,85.42,Smart TV,Opera,8.62,2024-03-06,Infographic,8 20 * * 1-5,Jan-Mar,Q2 2024,May,30 days,IK6561,NO,Chrome,2018-07-08,P,michael.clark,Web,PostgreSQL,March,9.15,Q2 2023,2019-05-22T00:00:00Z,pending,68351,Email,Saturday,Smart TV,2018-01-01,0.9.61,2019-04-29,Q4 2023,61.9
2020-12-31,@ethanclark212,2019-03-23T00:00:00Z,Edge,January,Wednesday,Q1 2020,2024-09-27T00:00:00Z,Social Media,The Scream,2024-04-19,2026-09-11,IoT,2017,19:11:31,135714771,16:37:41,Q1 2024,21-95,6543-9845,2025-06-01T00:00:00Z,1997,ECG,38 6 * * *,2013,WP-FR-836049,2.74,INS-527153,829380,2025-03-01T00:00:00Z,Q4 2021,Tuesday,15 19 * * 1-5,November,JSON,Chrome,Desktop,Mobile,Opera,2005,2020-2025,Q1 2024,2022-02-21,Free,Mobile,INV-212561,Desktop,June,+1-XXX-XXX-XXXX,2010,2023,Edge,Brave New World,9.17,February,561.08,8056a60676f0732b043dd9680b36fa10618db42fd3ac6804b771aaa9f9815a6f,2019-03-09,ASCII,Q1 2024,2024-09-24T00:00:00Z,In-Store,2018-12-27,February,5.22,03:11:01,46 11 * * *,2018-09-29T00:00:00Z,Q4 2022,June,Social Media,February,Australia,2020-01-20,https://example.com/users/dafec938/profile,Q3 2020,Wednesday,[INTERNAL] Q4 strategy review pending board approval,Mobile,-110.134496,Social Media,435.2034,37.74,IoT,Opera,5.91,2022-12-07,Image,16 16 * * 1-5,Q1 2024,Q4 2025,July,7 days,TB1487,true,Chrome,2022-01-18,C,amy.jackson,Mobile,Kafka,September,0.57,Q4 2022,2022-11-11T00:00:00Z,completed,783754,In-Store,Sunday,Wearable,2021-09-26,2.3.47,2024-01-23,Q4 2020,72.2
2018-09-22,@ethantaylor405,2022-04-22T00:00:00Z,Edge,December,Friday,Q2 2026,2020-07-27T00:00:00Z,Social Media,The Scream,2026-02-26,2019-09-23,Tablet,2022,03:45:15,653238277,23:23:18,H2 2023,43-92,7328-2056,2022-01-10T00:00:00Z,2006,Physical Exam,40 21 * * 1-5,2003,WP-IN-427849,5.19,INS-832600,940617,2024-02-09T00:00:00Z,Q4 2023,Friday,"40 22 * * 0,6",November,Parquet,Chrome,Mobile,Smart TV,Firefox,2017,FY 2025,FY 2025,2021-01-22,Trial,Web,INV-208708,Smart TV,December,+81-XX-XXXX-XXXX,2009,2000,Safari,1984,3.85,April,554.28,82e053840993a5df43a746be0e7c3908b0d2e909445d2ec6fd51aecdb5f1194e,2022-03-01,Latin-1,Q1 2024,2025-11-11T00:00:00Z,In-Store,2024-01-01,March,1.39,21:30:27,42 19 * * *,2021-02-07T00:00:00Z,Q2 2020,March,Email,April,South Korea,2024-10-31,https://example.com/users/f6fe126e/profile,Q1 2021,Friday,[INTERNAL] Q3 strategy review pending board approval,Mobile,118.423207,Chat,4365.2569,31.93,IoT,Opera,5.89,2021-03-04,Infographic,47 12 * * *,H2 2023,Q2 2023,June,7 years,UU5565,true,Brave,2019-05-31,O,emma.thompson,Mobile,SAP,April,0.85,Q3 2024,2025-12-17T00:00:00Z,pending,119791,Social Media,Sunday,Mobile,2024-01-19,4.3.58,2025-07-11,Q3 2021,184.5
2019-12-11,@masonlewis830,2019-06-30T00:00:00Z,Opera,January,Friday,Q1 2022,2019-10-23T00:00:00Z,Email,The Persistence of Memory,2023-03-01,2022-11-21,Wearable,2017,20:53:03,428339704,10:17:33,2020-2025,43-56,5116-6665,2020-10-31T00:00:00Z,1992,Physical Exam,"12 5 * * 0,6",2026,WP-AU-930274,5.68,INS-908922,93383,2026-11-20T00:00:00Z,Q1 2023,Tuesday,"11 9 * * 0,6",June,Parquet,Chrome,IoT,Desktop,Brave,2021,FY 2025,2020-2025,2024-05-13,Basic,In-Store,INV-596862,Desktop,July,+81-XX-XXXX-XXXX,2002,2018,Safari,Dune,4.83,December,807.54,d5d4de6e8eaadd49e5d3e107c934a7ce05efde5a0d3211de0e54846513b7d667,2022-05-16,UTF-16,H2 2023,2022-01-16T00:00:00Z,Phone,2024-10-10,March,3.82,03:50:01,"55 1 * * 0,6",2018-11-28T00:00:00Z,Q2 2026,May,Web,March,Italy,2026-04-24,https://example.com/users/37873002/profile,Q1 2025,Thursday,[INTERNAL] Q2 strategy review pending board approval,Wearable,159.357732,Social Media,48.7748,24.79,Mobile,Safari,5.81,2026-09-30,Podcast,46 3 * * 1-5,FY 2025,Q3 2020,February,7 years,TQ7496,NO,Brave,2020-05-08,N,harper.walker,Social Media,PostgreSQL,December,9.59,Q2 2023,2018-04-01T00:00:00Z,active,234151,Chat,Wednesday,Mobile,2023-10-20,2.12.3,2025-04-29,Q3 2026,289.8
2025-01-22,@michaellee228,2026-09-10T00:00:00Z,Opera,February,Wednesday,Q1 2022,2022-11-23T00:00:00Z,Web,Starry Night,2020-05-27,2021-04-04,Wearable,2015,14:49:46,499904736,22:21:03,H2 2023,47-63,1556-8898,2024-08-18T00:00:00Z,2026,Colonoscopy,42 15 * * 1-5,2006,WP-AU-807472,0.82,INS-351122,729497,2022-10-03T00:00:00Z,Q3 2020,Wednesday,42 9 * * 1-5,September,JSON,Edge,Desktop,Tablet,Firefox,2022,H2 2023,H2 2023,2026-09-29,Trial,Mobile,INV-701307,Mobile,March,+1-XXX-XXX-XXXX,1998,2007,Opera,To Kill a Mockingbird,6.05,October,583.04,7144d974fbfbd3db0365a4087ad76b615d70a5c19b3ca508e6bfe9b8f8901463,2020-06-15,ASCII,FY 2025,2024-07-09T00:00:00Z,Social Media,2024-01-13,July,3.41,11:34:17,"29 22 * * 0,6",2023-06-23T00:00:00Z,Q4 2022,July,Phone,November,Brazil,2022-12-26,https://example.com/users/f9486e89/profile,Q2 2022,Wednesday,[INTERNAL] Q4 strategy review pending board approval,Wearable,-63.654348,Web,3201.2572,78.4,Smart TV,Safari,1.39,2020-11-23,Podcast,27 22 * * *,2020-2025,Q4 2023,August,7 years,XL6523,false,Brave,2018-08-06,C,robert.walker,Social Media,Workday,September,1.58,Q4 2020,2024-06-14T00:00:00Z,approved,955770,Chat,Monday,Tablet,2018-11-18,1.19.40,2024-07-01,Q4 2020,23.9
2022-05-15,@patriciamartinez724,2024-07-14T00:00:00Z,Chrome,November,Monday,Q4 2024,2021-07-06T00:00:00Z,Mobile,Water Lilies,2025-10-27,2026-05-05,Mobile,2014,06:52:05,970784897,02:24:53,FY 2025,0-55,2249-1035,2026-02-05T00:00:00Z,2001,X-Ray Chest,45 16 * * 1-5,2005,WP-IN-191902,6.99,INS-269678,227439,2025-02-24T00:00:00Z,Q4 2026,Friday,"17 3 * * 0,6",May,Parquet,Opera,Mobile,Mobile,Chrome,2015,Q1 2024,FY 2025,2023-05-21,Trial,Email,INV-797281,Tablet,May,+1-XXX-XXX-XXXX,2010,2003,Edge,1984,2.44,January,985.54,0b0c9504b39f7f5d30f34f7c9f1953510c578367aebecb2be46106d868decf9f,2020-06-25,UTF-16,FY 2025,2018-06-06T00:00:00Z,Social Media,2023-10-09,May,7.91,10:35:37,10 21 * * *,2020-08-12T00:00:00Z,Q1 2020,May,Email,July,Switzerland,2022-06-16,https://example.com/users/35655588/profile,Q1 2022,Tuesday,[INTERNAL] Q2 strategy review pending board approval,Desktop,43.493092,Chat,2363.785,47.48,Smart TV,Chrome,5.98,2026-04-19,Podcast,"21 12 * * 0,6",H2 2023,Q3 2022,December,30 days,TH6235,false,Firefox,2022-07-19,C,william.smith,Mobile,Snowflake,December,4.28,Q2 2022,2023-01-24T00:00:00Z,rejected,682345,Chat,Saturday,Smart TV,2021-05-24,3.18.1,2025-01-26,Q4 2022,219.5
2019-06-23,@jessicamiller650,2018-02-02T00:00:00Z,Firefox,December,Saturday,Q3 2024,2023-08-09T00:00:00Z,Chat,Water Lilies,2022-04-22,2023-11-30,IoT,2009,22:04:42,482819852,18:27:09,Q1 2024,23-77,5018-6771,2026-02-06T00:00:00Z,2003,Colonoscopy,15 9 * * *,2016,WP-DE-704975,1.14,INS-316937,895484,2021-08-08T00:00:00Z,Q1 2023,Thursday,28 5 * * *,February,Avro,Chrome,IoT,Wearable,Brave,2001,Q1 2024,Jan-Mar,2023-01-30,Free,Chat,INV-712265,Wearable,March,+1-XXX-XXX-XXXX,2011,2023,Brave,Dune,3.37,December,256.35,9d31286d8f89deeb365a5e0c5d63179c364ca2c47549e4bf6376d7acec84aae6,2026-03-18,Latin-1,H2 2023,2026-05-29T00:00:00Z,Social Media,2025-07-19,August,4.0,04:29:40,47 12 * * *,2025-07-08T00:00:00Z,Q3 2023,July,Chat,December,United States,2026-12-19,https://example.com/users/beac7d10/profile,Q1 2025,Saturday,[INTERNAL] Q3 strategy review pending board approval,Desktop,113.895928,Phone,1114.0484,30.06,Smart TV,Edge,0.25,2020-09-03,Article,4 9 * * 1-5,Jan-Mar,Q4 2026,February,30 days,NV1465,YES,Chrome,2023-05-30,C,liam.taylor,In-Store,Snowflake,December,7.69,Q1 2021,2023-11-15T00:00:00Z,approved,292242,Mobile,Tuesday,Mobile,2023-09-30,0.9.99,2023-05-26,Q4 2023,212.9
2018-04-26,@olivermartin237,2019-08-01T00:00:00Z,Safari,September,Friday,Q4 2020,2021-10-06T00:00:00Z,Mobile,The Persistence of Memory,2026-11-30,2024-01-22,IoT,2024,03:27:48,789009633,10:40:27,Q1 2024,25-60,1700-4784,2023-10-09T00:00:00Z,2010,ECG,"59 13 * * 0,6",2023,WP-BR-838480,3.95,INS-117113,421913,2021-01-05T00:00:00Z,Q1 2025,Monday,"1 20 * * 0,6",August,CSV,Opera,IoT,Smart TV,Firefox,2021,2020-2025,2020-2025,2018-10-18,Trial,Social Media,INV-655342,Tablet,April,+1-XXX-XXX-XXXX,1994,1993,Opera,1984,9.66,May,639.76,f23ee162dceef4916c4700b4021775e07780b406f981180a3553b297b02f1ed0,2022-04-13,ISO-8859-1,2020-2025,2024-09-13T00:00:00Z,Chat,2019-07-29,March,4.73,11:54:17,"13 15 * * 0,6",2019-05-16T00:00:00Z,Q2 2025,April,Mobile,December,Mexico,2020-11-08,https://example.com/users/5de25a28/profile,Q1 2020,Wednesday,[INTERNAL] Q1 strategy review pending board approval,Mobile,155.634952,Social Media,-704.9321,47.95,Mobile,Brave,7.59,2023-11-01,Image,49 1 * * 1-5,2020-2025,Q4 2020,August,7 days,TY1692,YES,Edge,2022-01-13,E,john.davis,Phone,SAP,October,9.76,Q4 2024,2022-08-03T00:00:00Z,completed,351935,Social Media,Friday,Smart TV,2023-09-13,1.9.46,2025-09-24,Q2 2020,114.0
2022-10-25,@elizabethclark315,2018-11-12T00:00:00Z,Brave,July,Saturday,Q2 2025,2025-06-17T00:00:00Z,Mobile,The Persistence of Memory,2020-10-24,2024-04-06,IoT,2001,02:54:12,845747000,10:01:42,Jan-Mar,29-91,5478-3923,2025-07-27T00:00:00Z,2013,MRI Brain,59 4 * * 1-5,2026,WP-CA-109616,5.78,INS-133170,242537,2019-05-13T00:00:00Z,Q1 2020,Saturday,44 1 * * *,August,Parquet,Safari,Smart TV,Wearable,Opera,2019,2020-2025,Jan-Mar,2024-02-11,Premium,Mobile,INV-925377,Mobile,January,+81-XX-XXXX-XXXX,2026,2004,Safari,Brave New World,9.28,March,759.14,2f0a466b415bb10c505e750cd69d5a4b9b46ab5949feec92a0f0c9f791120069,2018-10-08,UTF-16,FY 2025,2025-11-08T00:00:00Z,Chat,2020-01-17,March,0.8,03:08:52,14 17 * * 1-5,2022-11-12T00:00:00Z,Q4 2026,November,Mobile,December,Switzerland,2019-03-20,https://example.com/users/7fd2141b/profile,Q3 2020,Monday,[INTERNAL] Q1 strategy review pending board approval,Wearable,-155.430636,Social Media,1780.3373,5.7,Tablet,Chrome,6.32,2022-12-27,Podcast,"45 18 * * 0,6",Jan-Mar,Q1 2022,June,1 year,SK382,YES,Edge,2019-06-01,F,liam.young,Chat,Salesforce,August,9.71,Q4 2025,2018-01-11T00:00:00Z,rejected,24277,Email,Monday,Mobile,2020-06-13,1.13.96,2021-07-07,Q1 2023,250.9
2020-02-23,@oliviathomas410,2025-02-16T00:00:00Z,Brave,October,Sunday,Q1 2021,2022-11-03T00:00:00Z,Social Media,Starry Night,2023-03-13,2025-09-24,IoT,2001,01:29:09,546575849,06:58:54,2020-2025,6-54,4521-5645,2021-09-18T00:00:00Z,2004,Blood Draw,7 15 * * *,2009,WP-DE-695164,5.84,INS-250805,440685,2018-01-24T00:00:00Z,Q4 2020,Saturday,19 17 * * 1-5,April,XML,Edge,Tablet,IoT,Opera,2001,Jan-Mar,Jan-Mar,2022-04-25,Enterprise,Chat,INV-289852,Wearable,January,+81-XX-XXXX-XXXX,2010,2019,Brave,Dune,5.68,July,649.86,851c2e0bf39b53425c4a4dc62a50060df5884ae2569f743cb83ae8dfce8135d0,2020-06-23,UTF-16,2020-2025,2019-06-22T00:00:00Z,Chat,2020-08-15,June,3.82,07:20:16,21 18 * * *,2019-11-23T00:00:00Z,Q4 2021,February,Email,April,France,2020-12-02,https://example.com/users/6c72fef2/profile,Q2 2026,Monday,[INTERNAL] Q3 strategy review pending board approval,IoT,147.36359,Chat,5638.261,83.85,Tablet,Brave,5.21,2018-12-11,Image,58 2 * * 1-5,H2 2023,Q3 2020,April,7 days,VN5895,true,Opera,2021-09-06,N,noah.harris,In-Store,PostgreSQL,June,5.93,Q4 2022,2018-01-12T00:00:00Z,rejected,222319,Mobile,Monday,Desktop,2026-09-03,1.8.60,2022-03-21,Q4 2024,280.9
2021-08-28,@sarahjones329,2022-08-30T00:00:00Z,Brave,May,Saturday,Q2 2022,2026-05-06T00:00:00Z,Chat,The Scream,2021-02-19,2024-12-28,IoT,1992,16:42:29,934095432,11:53:24,FY 2025,3-97,2043-6271,2022-03-02T00:00:00Z,1996,Blood Draw,0 8 * * 1-5,1991,WP-AU-367244,9.45,INS-599429,203226,2021-05-15T00:00:00Z,Q2 2021,Monday,"49 23 * * 0,6",April,XML,Chrome,Wearable,Tablet,Safari,1991,FY 2025,H2 2023,2022-02-10,Free,Chat,INV-566753,IoT,October,+44-XXXX-XXXXXX,2008,2015,Firefox,Brave New World,6.01,August,533.17,13f679b05748d3be77f150cd1fb531e7a4969b75bad7ed199fe7a9fc46f11560,2018-03-11,UTF-8,FY 2025,2018-04-28T00:00:00Z,Chat,2018-04-12,October,5.79,03:53:23,"55 3 * * 0,6",2018-04-09T00:00:00Z,Q2 2023,April,Phone,December,Singapore,2020-01-12,https://example.com/users/e9870565/profile,Q4 2025,Friday,[INTERNAL] Q4 strategy review pending board approval,Tablet,116.114522,Mobile,1001.1933,4.93,Desktop,Edge,9.05,2019-12-14,Video,"49 0 * * 0,6",Jan-Mar,Q4 2024,December,indefinite,EW7114,YES,Chrome,2024-05-02,A,william.robinson,Mobile,Snowflake,July,3.12,Q2 2022,2024-12-25T00:00:00Z,failed,836856,Mobile,Monday,Wearable,2025-07-07,0.12.42,2019-04-10,Q4 2020,197.4
2018-04-15,@jenniferjackson90,2021-08-02T00:00:00Z,Chrome,June,Monday,Q2 2025,2025-05-23T00:00:00Z,Email,The Scream,2021-07-02,2023-05-29,Tablet,2003,03:36:55,770346883,20:03:04,2020-2025,34-93,7922-2572,2019-09-05T00:00:00Z,1992,Colonoscopy,49 22 * * *,1992,WP-IN-407744,1.45,INS-888003,103391,2018-01-15T00:00:00Z,Q1 2024,Tuesday,20 9 * * *,October,XML,Brave,Mobile,Mobile,Opera,2002,FY 2025,FY 2025,2021-06-29,Standard,Phone,INV-350555,IoT,October,+44-XXXX-XXXXXX,2002,2000,Firefox,1984,9.03,September,126.45,2c4c284e569126d5654aef95635f2b09a80d7f426221ede15da7e290b4b87223,2024-03-31,ASCII,Q1 2024,2026-10-08T00:00:00Z,Chat,2021-03-25,January,9.76,08:53:16,"37 16 * * 0,6",2023-09-06T00:00:00Z,Q2 2020,February,In-Store,November,Mexico,2025-07-28,https://example.com/users/1bdd9d47/profile,Q1 2022,Thursday,[INTERNAL] Q2 strategy review pending board approval,Wearable,-74.642118,Chat,9596.1419,43.12,Mobile,Chrome,5.79,2021-12-16,Infographic,"22 17 * * 0,6",FY 2025,Q4 2023,April,indefinite,VA6077,NO,Firefox,2025-07-23,M,logan.moore,Email,Salesforce,June,0.41,Q4 2021,2023-10-22T00:00:00Z,active,558558,Mobile,Friday,Desktop,2026-11-12,4.15.93,2025-04-07,Q2 2023,222.3
2023-10-02,@amymartin894,2024-04-02T00:00:00Z,Safari,June,Sunday,Q1 2025,2024-05-12T00:00:00Z,Web,The Persistence of Memory,2021-07-25,2019-09-29,Smart TV,2005,06:32:04,616204984,10:45:41,Q1 2024,3-82,5997-4355,2018-01-01T00:00:00Z,2018,Colonoscopy,50 20 * * 1-5,2026,WP-IN-269106,9.65,INS-571625,977307,2025-11-17T00:00:00Z,Q4 2025,Monday,20 1 * * 1-5,April,Parquet,Firefox,Tablet,Tablet,Opera,2025,Q1 2024,FY 2025,2024-04-30,Trial,Web,INV-920264,Tablet,October,+44-XXXX-XXXXXX,2018,2014,Brave,1984,1.1,October,124.64,3e3546804909730b4ddd33d30a3e47dcadaa0d5c1015a0f6ddce34764e0ab0a8,2022-05-08,UTF-16,Jan-Mar,2025-09-04T00:00:00Z,Mobile,2019-05-09,December,1.56,06:42:13,"10 23 * * 0,6",2021-02-18T00:00:00Z,Q4 2024,May,In-Store,October,United Kingdom,2019-11-30,https://example.com/users/33c97e8d/profile,Q1 2022,Wednesday,[INTERNAL] Q4 strategy review pending board approval,Desktop,-26.357212,Social Media,6536.6226,61.88,Desktop,Opera,9.86,2026-04-26,Podcast,"48 14 * * 0,6",FY 2025,Q2 2023,November,indefinite,AB9569,true,Firefox,2022-08-31,W,patricia.martinez,Email,SAP,October,7.52,Q3 2024,2018-02-05T00:00:00Z,completed,561415,Phone,Thursday,Mobile,2025-06-05,1.15.11,2025-03-28,Q3 2026,273.1
2018-07-27,@harperbrown247,2021-04-15T00:00:00Z,Brave,March,Friday,Q1 2023,2026-08-11T00:00:00Z,Chat,The Persistence of Memory,2025-03-14,2022-02-18,Desktop,2017,00:45:19,666840138,17:05:05,2020-2025,50-62,6309-8165,2021-03-19T00:00:00Z,2014,X-Ray Chest,42 17 * * 1-5,2001,WP-AU-975500,8.45,INS-338545,928639,2019-12-12T00:00:00Z,Q3 2024,Sunday,"30 14 * * 0,6",February,CSV,Firefox,Smart TV,IoT,Brave,2015,2020-2025,FY 2025,2018-03-08,Free,Chat,INV-699772,Wearable,August,+81-XX-XXXX-XXXX,1997,2011,Edge,1984,3.33,July,481.05,95464ef058eb0a7da02865884ca7e2c950c4c5dd022da59296d9a7df338fe43d,2021-03-06,ISO-8859-1,2020-2025,2022-12-27T00:00:00Z,In-Store,2025-05-13,March,9.21,07:50:08,"30 0 * * 0,6",2021-02-28T00:00:00Z,Q2 2022,December,Mobile,October,Singapore,2020-07-08,https://example.com/users/de3d44a8/profile,Q1 2022,Friday,[INTERNAL] Q4 strategy review pending board approval,IoT,-23.394727,Web,2454.5209,24.86,Wearable,Firefox,3.48,2024-01-07,Video,51 18 * * 1-5,FY 2025,Q3 2020,May,1 year,MS9454,true,Opera,2019-06-25,U,anna.thompson,Social Media,Kafka,July,5.78,Q1 2023,2023-12-04T00:00:00Z,failed,654308,Phone,Monday,IoT,2025-12-01,3.13.95,2023-09-20,Q2 2020,107.4
2023-01-17,@richardmiller710,2021-10-26T00:00:00Z,Chrome,June,Thursday,Q4 2025,2020-08-31T00:00:00Z,Social Media,The Persistence of Memory,2020-12-15,2018-10-20,Tablet,2019,02:35:23,258479734,08:45:22,FY 2025,26-60,9179-4071,2019-11-29T00:00:00Z,2013,MRI Brain,19 11 * * *,2009,WP-JP-708406,4.45,INS-662709,730479,2026-06-04T00:00:00Z,Q2 2020,Friday,"10 7 * * 0,6",July,Parquet,Safari,IoT,Mobile,Chrome,2014,2020-2025,H2 2023,2018-06-02,Enterprise,Chat,INV-203911,IoT,June,+81-XX-XXXX-XXXX,1997,2016,Opera,Brave New World,4.53,August,960.18,003a377fe31d75e66a202b9964602b82907563eb5ffe1183c4d79d69a429232e,2018-06-01,ASCII,FY 2025,2020-09-25T00:00:00Z,Social Media,2026-08-06,August,3.94,19:10:40,47 19 * * *,2021-05-21T00:00:00Z,Q1 2020,February,Mobile,October,Germany,2023-11-13,https://example.com/users/9fda0ce0/profile,Q4 2026,Wednesday,[INTERNAL] Q3 strategy review pending board approval,IoT,13.573087,Email,2157.9292,16.69,IoT,Safari,5.52,2025-08-26,Infographic,"58 19 * * 0,6",FY 2025,Q4 2021,February,7 days,MI5284,NO,Chrome,2021-03-21,C,amy.miller,Phone,Salesforce,April,9.35,Q2 2024,2025-12-12T00:00:00Z,rejected,174870,Social Media,Saturday,Smart TV,2021-12-07,5.0.7,2018-10-09,Q2 2026,126.3
