tenant_ident,RANK_RATING,EVENT_NAME,MARKET_VALUE,channel,paymentMethod,x_334,measangle,age,PASSWORD_HASH,cryptocurrency_address_raw,TEMPERATURE,xfigju40,uptime_availability_6,TYPE_CLASS,latitude_6,EXCHANGE_RATE,retentionPolicy,DISTANCE,PERCENTAGE,d_exch,population,flowRate,d_380,v_mg,frequency,legal_entity_identifier,src_histogram_bin,flag,revenue_sales_6,tenant_identifier_data,kbnud29,dim_scor,measlen,measconc,categ,BUDGET_ALLOCATION,tradesec,gtin,dateval,meastemp,BRAND_NAME,meta_tbbg,PH_LEVEL,val_570,attr_ignx,photo,frequency_2,flight_number,dim_weigh,measdist,customer_longitude,f_dy,v_450,SKU_PRODUCT_CODE,APPROVAL_STATUS,atm,pohsjo94,proximity,period_interval_6,count,COUNT,last_name_field,col_258,product_name,c_828,HUMIDITY,col_677,fact_column_field_name,ARTWORK_CREATIVE_WORK,SOUND_LEVEL,DENSITY,measvolt,user_record_type_discriminator,landmark,databaseConnectionString,latencyResponseTime,orlkd11,defval,routing_number,awardName,measdens,f_52,BANDWIDTH_DATA_RATE,user_biography,upstream,val_406,attr_271,percent,budget,insert_time,measdb,longitude_6,PRODUCT_NAME,ELEVATION_ALTITUDE,sbsoqc35,PHONE_FORMAT_PATTERN,score_index_22,MEAN_AVERAGE,bearing,x_ipho,gtin_2,segment,length,p_614,f_180,v_passp,measarea,age_2,measph,FREQUENCY,cpuUsage,rjuxzp45,noise,meashum
tenant-036,39,Global Summit 2021,"$668,309,613",Phone,Debit Card,Conference Hall,219.23,98,$2b$12$VIEW6VSpnVDyNzcsBqpG2d6X8kNBTljpnXK73V9TE2W5342IlWIaI,0x4a5a70a5de9050e0cdbb28a63e3a94ea42c355c0,-33.9,Brave New World,98.346,Premium,82.323881,89.6107,1 year,8467.2,28.79%,139.4044,1580640,173.64,2278 shares @ $256.08,275.6,3777.45,L03LODQ0YCGG5FMBOJSK,24.95,inactive,"$7,297,851",tenant-036,236.6,9.58,619.44,484.87,Hardware,"$3,625,410",[CONFIDENTIAL] Formula #273,2794521100695,2024-12-30,-10.0,ValueMax,8 0 * * 1-5,10.12,2242,9.33,photo_2b08583d.jpg,7803.33,XJ6235,162.01,5320.1,-173.959289,1120.2,5.7377,RYS-5046,In Review,992.6,1223.8,9733.3,Jan-Mar,52052,29735,Thompson,"$921,724,702",DataSync 3000,"$2,049,261",89.7,EcoLine,name,Water Lilies,4.7,10.942,84.5,snapshot,Eiffel Tower,postgresql://user:****@db-prod.internal:5432/main,713,457.1,1,623156866,Gold Medal,5.841,35980.4,5130,Amy is a CTO with 12 years of experience.,staging.users -> reports,FlexPay Platform,45.32,910.93,"$1,625,579",2021-10-27 04:02:21,126.7,-98.183346,DataSync 3000,3324,95.1225,+81-XX-XXXX-XXXX,2.24,57.936,56.7,1920x1080,5583057161897,Electronics,699.84,2436509,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",Z54743451,1175.2,57,0.44,1417.72,2.3,31 1 * * *,10.1,89.5
tenant-029,85,Tech Conference 2020,"$454,985,989",Email,Cash,Grand Ballroom,237.19,98,$2b$12$0RVy9v9B5g0Bl6N12014LgmvJUlo86bqcXov7juT24xVRuZegeony,0x75a6d414db30f8d9e24b7e95015e1a2e1def8df4,-0.9,1984,98.8661,Enterprise,-87.064304,20.3885,indefinite,421.5,3.91%,31.0941,2368364,556.5,2986 shares @ $236.8,451.2,8534.35,IP6TEZH9VQ83TLNPF2XJ,13.76,inactive,"$3,542,931",tenant-047,184.4,7.48,466.77,743.12,Clothing,"$3,434,272",[CONFIDENTIAL] Formula #574,2611325869927,2024-05-06,30.3,SmartChoice,"19 11 * * 0,6",11.43,4600,8.93,photo_ff9d74d0.jpg,6802.9,FQ7335,339.0,7759.9,66.071225,1454.4,0.8636,PFE-1522,Pending,1952.2,470.2,4413.9,H2 2023,30278,15016,Davis,"$567,246,426",DataSync 3000,"$2,979,635",50.0,SmartChoice,type,Water Lilies,115.4,4.788,469.3,snapshot,Statue of Liberty,postgresql://user:****@db-prod.internal:5432/analytics,4103,399.5,null,058340245,Best Paper,18.586,62566.3,6764,Patricia is a Designer with 26 years of experience.,curated.orders -> analytics,SmartHub X1,15.12,859.73,"$1,324,158",2018-12-11 22:47:48,44.3,102.766902,CloudGuard,276,96.8958,+81-XX-XXXX-XXXX,8.39,6.3113,2.04,1920x1080,8300293935359,Electronics,167.26,631705,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",C59183462,16975.9,74,10.49,5540.46,48.7,1 20 * * *,29.5,87.1
tenant-035,48,Global Summit 2026,"$297,434,141",Phone,Debit Card,Amphitheater,114.31,30,$2b$12$DKrFet7o4XjE3Yoi6sak5wUxDXkZRaGd6x1LAa5AfPahmBPaE4IGC,0x6304e43c95cefb32670d847500856e9b96ecf77b,-29.3,To Kill a Mockingbird,95.8852,Free,-82.654344,109.2985,30 days,7184.7,67.97%,33.0824,8501804,988.42,4537 shares @ $207.96,35.1,9271.19,XKN3ET0ET553SSYZP07V,51.24,completed,"$9,134,716",tenant-003,441.0,5.14,597.73,638.17,Hardware,"$1,234,603",[CONFIDENTIAL] Formula #352,5974094366039,2025-07-31,-17.5,EcoLine,3 12 * * *,0.75,3760,5.54,photo_b7c27499.jpg,5426.78,ZO1834,906.65,4534.2,-65.617825,97.0,3.0148,WUZ-9992,In Review,806.0,1070.8,6272.3,H2 2023,76941,44726,Harris,"$590,519,517",CloudGuard,"$4,513,261",66.4,TechBrand,name,The Scream,52.9,3.033,225.2,delete,Statue of Liberty,postgresql://user:****@db-prod.internal:5432/main,3781,343.9,null,806498906,Employee of the Month,19.113,2952.1,7136,William is a Product Manager with 16 years of experience.,curated.orders -> reports,FlexPay Platform,91.29,673.72,"$3,557,295",2020-03-20 21:02:35,48.1,-164.263818,NanoCore SDK,6905,98.7695,+81-XX-XXXX-XXXX,7.93,52.0828,302.61,1920x1080,7866949586963,Software,61.29,9646485,^\d{3}-\d{2}-\d{4}$,J44468445,71629.9,50,6.31,5719.68,16.7,34 12 * * 1-5,57.6,68.7
tenant-024,71,Tech Expo 2023,"$869,334,521",Social Media,Credit Card,Grand Ballroom,310.49,39,$2b$12$wZWW4o4iU7obP5qFcpQdsWg5N34wAJSahIb3UUp6nXmL1dxHCM7ZL,0x4f9d151894ea4ee5a31c89e14a3d48f4f5a87942,-12.3,Brave New World,98.1832,Trial,-10.979635,135.1105,7 days,6924.9,2.77%,31.4389,114514,265.2,1696 shares @ $22.84,376.6,3357.62,AUHZUN6S916JEAKJNLO6,0.66,failed,"$4,355,177",tenant-021,48.8,3.32,873.31,693.86,Electronics,"$1,592,315",[CONFIDENTIAL] Formula #161,9899091986407,2019-08-17,-5.4,TechBrand,45 7 * * *,11.95,1554,3.15,photo_c6bc3210.jpg,3196.18,XT3274,864.77,2613.7,78.504768,168.7,3.8856,UOW-6545,Approved,1304.0,780.8,2907.2,FY 2025,37215,10238,Thomas,"$740,134,016",Widget Pro,"$1,579,746",0.0,ProSeries,id,The Persistence of Memory,120.5,16.709,151.4,update,Golden Gate Bridge,postgresql://user:****@db-staging.internal:5432/main,619,334.3,false,754909646,Employee of the Month,7.965,95485.1,1600,Oliver is a VP Engineering with 17 years of experience.,raw.orders -> analytics,AuditTrail Plus,7.88,829.38,"$4,324,898",2023-11-25 10:30:18,87.1,-162.681683,Sentinel Monitor,1750,98.0606,+44-XXXX-XXXXXX,1.08,84.2156,125.49,2560x1440,7747028329910,Services,864.09,8437141,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,I15815838,4138.1,106,5.34,9928.76,9.1,58 1 * * 1-5,126.8,10.7
tenant-040,55,Tech Expo 2024,"$351,214,487",Web,Cash,Amphitheater,347.89,34,$2b$12$8s9NFGlUgwqNhaCuFCUStfHcP8PpvkWeh8wnukjqWHSANAb5NCzej,0x50edec6582fb80cb40b8df8ccffe1167e7d33b9f,46.4,1984,98.1454,Premium,14.167166,56.3448,7 years,8310.3,39.61%,77.4219,3993454,531.16,4170 shares @ $128.47,336.5,7586.5,DRTRX75U5KCW9V8HBNRR,34.84,cancelled,"$3,236,836",tenant-043,296.0,2.37,889.57,461.76,Services,"$442,451",[CONFIDENTIAL] Formula #336,3675700817925,2023-04-14,39.2,ValueMax,28 13 * * *,2.32,4395,9.37,photo_fff07e56.jpg,5005.24,OM1597,248.23,3907.2,75.198197,254.8,4.586,WQW-5258,Rejected,937.7,450.6,1267.7,H2 2023,89949,78836,Thompson,"$634,609,390",NanoCore SDK,"$800,058",38.1,EcoLine,name,Water Lilies,112.3,15.103,376.3,snapshot,Statue of Liberty,postgresql://user:****@db-prod.internal:5432/main,2470,217.3,'',769740531,Employee of the Month,7.282,83310.4,7342,Jennifer is a Sales Rep with 4 years of experience.,curated.orders -> reports,CloudGuard,0.27,421.27,"$1,551,099",2023-10-19T02:40:14Z,91.7,92.614339,DataSync 3000,1730,99.8999,+1-XXX-XXX-XXXX,3.88,19.6901,146.42,2560x1440,8424569270924,Clothing,102.58,9027700,^[A-Z]{2}\d{6}$,U74895351,41902.8,104,12.74,3401.52,86.0,37 15 * * 1-5,67.6,46.3
tenant-011,93,Global Forum 2021,"$228,708,299",Web,Credit Card,Grand Ballroom,62.57,104,$2b$12$ktBQzDcNzIaV8f3rWcg7ouFg0KS0DwefPyNkXMkZhThp2SDos38zg,0x3aabaae926e015791a2e3cb76059bfe074b2430b,38.6,The Great Gatsby,97.8445,Premium,-40.017608,29.4771,1 year,8502.5,61.25%,117.4011,9416133,942.76,3572 shares @ $373.23,430.4,6722.86,37LTSISVJFVJLD051RIC,66.15,completed,"$8,564,873",tenant-048,280.5,2.17,683.78,633.88,Clothing,"$944,018",[CONFIDENTIAL] Formula #987,7370371238852,2018-08-28,7.8,ValueMax,38 17 * * *,11.31,1808,1.98,photo_e976d507.jpg,1774.61,QR3880,92.56,2992.2,122.859303,1733.9,8.5444,CKT-5589,Pending,1287.4,493.3,1797.4,H2 2023,14860,72661,Williams,"$422,009,384",SmartHub X1,"$1,015,167",64.7,ProSeries,status,Starry Night,129.6,0.678,146.9,snapshot,Statue of Liberty,postgresql://user:****@db-prod.internal:5432/main,3273,371.3,CURRENT_TIMESTAMP,791024594,Excellence Award,19.917,40610.8,4843,Olivia is a CTO with 8 years of experience.,curated.events -> analytics,StreamLine ERP,27.95,0.21,"$4,846,685",2023-08-06T14:49:02Z,73.3,95.225076,Sentinel Monitor,949,97.3875,+1-XXX-XXX-XXXX,6.94,-72.6459,240.86,1920x1080,9252975738730,Software,900.26,9381301,^\d{3}-\d{2}-\d{4}$,K89263452,6296.7,55,12.22,2155.4,64.1,31 18 * * 1-5,91.1,24.3
tenant-016,53,Annual Conference 2023,"$935,540,902",In-Store,Debit Card,Amphitheater,57.29,38,$2b$12$t6rc8Uz8sP0CEZDRgfoKM83duCpuH7rRYylsbeZnRkpgT2w3XgTo8,0x9279d3e1ad17e21bb2d3168b50227e9ef9ac8718,39.9,1984,99.1973,Trial,17.440018,140.4905,indefinite,1795.3,69.86%,73.7263,502319,831.54,4087 shares @ $128.41,351.5,612.8,AMW5KT3JUOTEZ9MYR03X,45.01,cancelled,"$2,577,178",tenant-046,12.8,8.66,124.66,930.9,Clothing,"$1,918,162",[CONFIDENTIAL] Formula #481,6998663973604,2026-12-13,33.1,TechBrand,"3 12 * * 0,6",8.25,1495,1.43,photo_cbec8b0e.jpg,2051.71,SF3787,137.98,8640.2,159.637435,1289.0,5.641,HSC-3947,Pending,1546.7,921.9,5068.2,Q1 2024,29536,4614,Moore,"$231,834,498",AuditTrail Plus,"$4,592,487",56.6,SmartChoice,type,The Scream,31.4,5.462,144.7,upsert,Statue of Liberty,postgresql://user:****@db-staging.internal:5432/analytics,431,66.8,0,529543257,Excellence Award,9.329,57522.8,665,Ethan is a Software Engineer with 18 years of experience.,raw.users -> analytics,Widget Pro,92.99,479.27,"$738,555",2025-05-06T23:00:30Z,81.5,61.659556,AuditTrail Plus,6496,99.9431,+1-XXX-XXX-XXXX,5.7,77.3521,81.52,2560x1440,2077945841091,Hardware,594.54,5703225,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,E44895920,76498.0,6,0.28,7273.81,72.6,35 22 * * 1-5,87.7,2.0
tenant-014,72,Global Conference 2026,"$923,094,798",Web,Cash,Conference Hall,160.79,64,$2b$12$Md8TKECJakpaqkeoVo6fkKC5UkM4RkCX0mWRpMTNEBehrh8EPrPCe,0xaeaf3edae3cd1a1506d7fe8463fc9738a5425c27,-23.8,Brave New World,99.9102,Free,-23.015155,88.6836,7 years,6264.8,73.86%,118.2492,6910147,127.33,1696 shares @ $152.5,92.4,1025.25,ASR0Y8Z83AJSNFAFS95V,50.32,active,"$6,458,496",tenant-032,338.9,8.6,29.89,4.85,Services,"$3,906,151",[CONFIDENTIAL] Formula #397,2115281763620,2022-09-24,33.1,ValueMax,42 11 * * *,6.6,4969,1.69,photo_bcc44c78.jpg,6682.77,OS9312,390.76,5778.5,-31.832798,1288.8,4.6349,HWI-5532,Approved,305.8,850.2,4064.4,Jan-Mar,89865,2213,Martin,"$766,122,829",AuditTrail Plus,"$1,898,130",87.0,EcoLine,type,The Scream,10.3,10.819,238.9,upsert,Golden Gate Bridge,postgresql://user:****@db-staging.internal:5432/analytics,4517,123.4,0,540272687,Best Paper,0.946,56656.4,8878,Emily is a Product Manager with 24 years of experience.,raw.orders -> exports,SmartHub X1,50.97,325.1,"$1,973,291",2023-06-12 19:04:19,90.0,-23.716135,StreamLine ERP,2811,97.5196,+1-XXX-XXX-XXXX,9.64,84.3066,199.67,1280x720,1188982335241,Hardware,980.55,5213511,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,Q54068981,40177.2,104,12.98,4356.78,40.1,"50 6 * * 0,6",81.7,84.0
tenant-043,46,Tech Forum 2025,"$299,979,787",Social Media,Credit Card,Amphitheater,353.71,91,$2b$12$JlE00L8JuIiMyrGwDVpVx6dzpVG2TbnrGnBxpRTLukAtRUwmZCtRa,0x6b9faf2607a277d8dab076b693d6992a164b3ef4,-34.0,Dune,95.07,Free,10.770954,118.964,7 years,8192.2,82.07%,77.1237,5890430,909.7,2866 shares @ $70.15,94.5,9649.28,IXI6NYPDWR1R6R7DASR8,82.64,active,"$3,349,446",tenant-046,133.9,1.57,205.95,20.17,Electronics,"$2,172,691",[CONFIDENTIAL] Formula #998,2466100716947,2023-11-25,21.6,ProSeries,22 10 * * *,3.29,3366,4.0,photo_a8ca78a5.jpg,7563.67,QH1702,291.57,5079.7,157.979198,691.3,0.8967,DGD-1064,Approved,638.3,1255.9,2817.7,Jan-Mar,67521,31893,Anderson,"$225,140,157",AuditTrail Plus,"$2,713,011",8.8,ValueMax,type,Starry Night,79.8,3.178,351.7,snapshot,Golden Gate Bridge,postgresql://user:****@db-prod.internal:5432/main,1923,431.5,null,788299895,Gold Medal,6.323,29773.8,8565,Logan is a Sales Rep with 5 years of experience.,staging.users -> reports,AuditTrail Plus,49.01,180.81,"$2,829,040",2023-08-01 13:52:44,114.7,126.949965,AuditTrail Plus,3512,97.5524,+81-XX-XXXX-XXXX,0.92,53.9889,128.23,1920x1080,5790261307794,Clothing,994.12,4457487,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",K95845665,60180.5,114,11.11,2833.5,5.8,52 21 * * 1-5,14.4,30.2
tenant-029,17,Tech Conference 2024,"$151,537,803",Social Media,Debit Card,Grand Ballroom,184.61,78,$2b$12$3yWkakAtKwGFwMHtc2DLNFFNevYfjCpWyQE1NuSaqedvy6KqA9JFJ,0x063d3330ba0843c0abe33834988ad719c8de31d6,-24.9,The Great Gatsby,99.1437,Premium,-67.56444,127.6685,indefinite,5673.1,52.8%,82.6928,6157055,888.0,4220 shares @ $100.99,40.6,2046.18,84J0UC37MMVSB8OHIWNS,13.46,rejected,"$9,260,776",tenant-011,204.8,9.38,37.26,962.51,Services,"$4,057,743",[CONFIDENTIAL] Formula #684,0202711236259,2022-01-29,3.4,ProSeries,42 13 * * 1-5,4.68,3123,2.71,photo_69b9ca54.jpg,8622.57,WF2973,172.91,9613.8,-143.125311,774.0,2.7986,HRE-8541,Rejected,1842.1,1380.2,9018.7,Q1 2024,7169,68253,Wright,"$914,585,825",SmartHub X1,"$399,417",72.7,EcoLine,name,The Persistence of Memory,99.1,8.638,32.4,upsert,Golden Gate Bridge,postgresql://user:****@db-prod.internal:5432/main,3652,399.6,CURRENT_TIMESTAMP,683258156,Employee of the Month,6.652,74579.9,5705,James is a Sales Rep with 11 years of experience.,raw.users -> analytics,Sentinel Monitor,27.23,647.43,"$114,661",2024-01-23T17:07:19Z,38.3,178.532856,VaultKeeper,4563,97.5037,+44-XXXX-XXXXXX,2.06,51.8966,164.93,3840x2160,1152413368133,Hardware,624.03,9981922,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",P53106625,36488.1,58,11.57,4397.98,29.8,0 14 * * *,98.8,53.6
tenant-040,49,Annual Summit 2022,"$460,009,570",Social Media,PayPal,Stadium,319.94,41,$2b$12$QU9cpNLBaFCTXFTlLWbYvQrHujW9oYt9u16VupJkJQqkaHh4F41Tz,0x1c87d34ce67c999b52553a79f744a15e6c69fac3,-38.4,1984,98.4806,Premium,-74.595727,3.2009,indefinite,9645.7,9.31%,130.5842,937377,376.78,360 shares @ $328.67,477.9,7906.42,PNEDEDFLP8QKTDV95YBM,76.28,cancelled,"$7,305,838",tenant-026,221.6,0.47,882.34,776.78,Electronics,"$3,281,848",[CONFIDENTIAL] Formula #165,3612346145035,2026-01-11,49.5,ProSeries,10 15 * * *,7.77,1965,4.05,photo_ee5c57ee.jpg,1395.39,CU4545,941.94,134.3,-147.187228,1842.8,9.257,AFI-4147,Approved,1528.2,1634.5,8306.1,Q1 2024,88442,58916,Brown,"$498,569,956",StreamLine ERP,"$1,006,074",15.6,ValueMax,status,The Persistence of Memory,65.5,17.148,464.8,snapshot,Eiffel Tower,postgresql://user:****@db-staging.internal:5432/analytics,3699,423.2,'',029119819,Best Paper,7.422,53903.2,5027,Michael is a Software Engineer with 8 years of experience.,curated.events -> exports,StreamLine ERP,21.52,43.75,"$4,923,284",2025-03-28 12:43:49,87.4,8.810279,CloudGuard,1789,98.3601,+81-XX-XXXX-XXXX,1.18,-25.243,206.94,2560x1440,3563522948742,Food,127.81,2496961,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",K55441129,97743.0,61,12.9,5292.75,37.7,57 23 * * *,49.3,23.6
tenant-027,53,Data Conference 2020,"$493,292,452",Phone,Cash,Conference Hall,159.51,25,$2b$12$PgkBIxAPcO9qp7WymIX4qM5am1wbIg68o66sSHd0s07F58sSxxG6T,0x4df2f263a1deb27938fd000d1b1a0d1c11e123e3,-20.7,Brave New World,99.7538,Premium,1.189646,23.4073,1 year,6531.5,39.81%,11.4803,3601498,743.57,1700 shares @ $197.21,231.1,226.81,JWQGOSNR34MV5A5203II,75.65,active,"$9,478,351",tenant-034,1.2,0.16,6.57,660.78,Services,"$3,481,329",[CONFIDENTIAL] Formula #588,6094480722671,2021-11-16,3.9,EcoLine,55 21 * * *,0.48,4637,7.13,photo_edb8cbff.jpg,2182.8,TI3605,245.52,3423.4,-56.618348,1348.2,7.1446,DPZ-7507,Approved,163.9,36.5,7655.9,FY 2025,29484,77791,Thompson,"$954,198,138",VaultKeeper,"$1,831,476",89.2,ProSeries,created_at,Water Lilies,29.5,10.083,150.0,snapshot,Statue of Liberty,postgresql://user:****@db-staging.internal:5432/analytics,813,277.7,1,796139256,Gold Medal,18.935,5482.5,1880,Harper is a Data Analyst with 27 years of experience.,raw.events -> reports,StreamLine ERP,16.88,2.77,"$1,945,721",2025-11-14 17:55:14,20.0,164.752541,SmartHub X1,3960,97.7443,+1-XXX-XXX-XXXX,7.32,74.0536,316.5,1280x720,7344588592269,Food,57.56,3438235,^\d{3}-\d{2}-\d{4}$,G97624812,2160.5,90,0.3,5659.24,26.3,46 1 * * *,70.1,82.0
tenant-035,12,Tech Expo 2022,"$170,594,079",Email,ACH,Grand Ballroom,145.78,33,$2b$12$h46KlAM5b8HMpfngn0lbfVM0VxlarDPNJCTAHHCLPx99T3pSIpFvD,0x5602192b941b8d7019c0e0f51c74a8ba06d33d6a,-7.5,Dune,98.6038,Free,-43.936948,77.0014,7 days,8581.1,36.11%,49.7128,2969928,253.63,2046 shares @ $449.23,147.7,7500.05,G2YD06LGHX771U5M6611,68.99,rejected,"$1,838,105",tenant-022,421.3,2.22,457.3,866.9,Software,"$929,014",[CONFIDENTIAL] Formula #474,9108009076421,2022-05-23,11.6,TechBrand,44 3 * * *,12.84,1583,3.52,photo_36fe0ea3.jpg,488.21,PY4925,185.42,3171.8,102.090251,979.8,4.9503,JXK-2008,In Review,1510.7,1045.1,8440.9,Jan-Mar,40801,65980,Thomas,"$554,416,005",VaultKeeper,"$2,740,279",70.4,TechBrand,created_at,The Scream,8.8,14.252,332.3,upsert,Statue of Liberty,postgresql://user:****@db-staging.internal:5432/analytics,4646,353.2,'',423858572,Excellence Award,18.442,91253.8,4328,Patricia is a Product Manager with 20 years of experience.,raw.events -> reports,NanoCore SDK,46.15,806.67,"$3,414,384",2023-02-26T22:35:25Z,16.1,42.306891,NanoCore SDK,5132,96.2208,+1-XXX-XXX-XXXX,4.23,89.1237,153.37,3840x2160,9893689571569,Software,173.56,8627084,^[A-Z]{2}\d{6}$,E55247531,60907.7,57,3.59,4713.2,35.2,24 7 * * 1-5,115.1,90.4
tenant-028,3,Data Forum 2024,"$778,898,351",Email,ACH,Conference Hall,269.08,30,$2b$12$IknWiEF634TYTmOuJQVPD5Q7mYdFfCwT0eDrPS7UNYjWUCLDC5pOu,0x40d82e1e5054125ae0169b8ebc25cc775c66774a,27.8,Brave New World,98.6669,Enterprise,-44.550777,101.5911,1 year,9767.9,70.89%,128.4736,7936819,562.56,216 shares @ $320.79,225.8,6226.61,G0M39WDVGE999Q7XL12I,12.99,active,"$2,098,519",tenant-015,460.8,0.44,609.54,408.22,Services,"$3,256,659",[CONFIDENTIAL] Formula #118,4734251724976,2020-03-29,-0.5,TechBrand,"49 11 * * 0,6",3.74,2109,3.91,photo_b4e09d5c.jpg,5193.0,XQ9996,561.25,6549.0,-1.570857,1886.6,3.9053,WIN-8957,Approved,1180.1,1800.0,3393.3,H2 2023,37945,87353,Lewis,"$860,641,457",StreamLine ERP,"$3,708,344",84.8,ValueMax,created_at,Starry Night,95.1,10.585,185.9,insert,Big Ben,postgresql://user:****@db-prod.internal:5432/main,652,125.9,CURRENT_TIMESTAMP,795115224,Excellence Award,12.258,99298.0,3429,Elizabeth is a Data Analyst with 14 years of experience.,raw.orders -> exports,VaultKeeper,31.64,682.07,"$2,525,361",2022-08-17T07:39:35Z,46.1,57.167584,Widget Pro,3460,96.815,+44-XXXX-XXXXXX,9.04,92.9107,279.89,2560x1440,1767733118459,Hardware,291.26,5476151,^\d{3}-\d{2}-\d{4}$,N97402282,86511.0,47,10.23,9028.6,60.9,"43 17 * * 0,6",24.9,22.7
tenant-028,88,Tech Summit 2024,"$342,259,308",In-Store,PayPal,Convention Center,154.82,85,$2b$12$86vWz5TpkbzUPKssPMiMpRsqRnHgwZVSMfPXnrVY8ngjHZHoQdTDP,0x3334cdac72caefa50a87ba352a9a9c277999d28f,3.2,Dune,98.1787,Enterprise,-52.473845,68.8639,7 years,9657.2,87.61%,67.1362,6591670,647.13,3160 shares @ $77.74,356.1,1689.25,EJRT0H70PXG4LF9Z2RZA,10.07,pending,"$2,646,717",tenant-035,422.5,3.69,717.74,290.01,Electronics,"$767,536",[CONFIDENTIAL] Formula #928,8932380150377,2024-08-27,-9.1,TechBrand,20 17 * * *,2.64,3249,4.85,photo_1a03eb33.jpg,981.83,HR7997,551.45,4964.1,122.877691,588.2,2.7002,SYT-8335,In Review,599.4,942.8,7578.4,2020-2025,44196,63225,Taylor,"$117,001,801",NanoCore SDK,"$2,258,766",30.7,EcoLine,type,The Scream,13.0,2.386,226.6,upsert,Eiffel Tower,postgresql://user:****@db-staging.internal:5432/analytics,2038,38.5,false,304749162,Employee of the Month,5.113,43514.7,2673,John is a CTO with 15 years of experience.,staging.users -> analytics,StreamLine ERP,37.04,593.17,"$2,221,420",2026-07-27T11:24:19Z,30.7,-46.89936,SmartHub X1,3319,95.6944,+81-XX-XXXX-XXXX,4.54,95.6704,194.01,2560x1440,6074774279376,Food,843.31,4352328,^[A-Z]{2}\d{6}$,P91936077,2904.6,76,8.08,3210.71,93.9,29 12 * * 1-5,18.5,8.0
tenant-002,71,Data Conference 2025,"$593,868,828",Mobile,Check,Stadium,258.26,72,$2b$12$2hdyu0kTvZXsLg2WTq57k99wIvVhn6qPHXP9hQeafdeNvflSdZeK6,0x611af68c575f3648a607f018291fdb91c437b356,9.6,Brave New World,95.1593,Basic,-23.207617,122.1871,30 days,4518.0,57.68%,124.7869,6911574,208.81,946 shares @ $107.52,273.3,631.62,2LR8XBIQXA6VTXLIHQOK,56.36,failed,"$1,845,607",tenant-010,329.1,6.02,895.57,159.35,Software,"$179,653",[CONFIDENTIAL] Formula #697,1668558572572,2025-02-05,21.5,ValueMax,23 8 * * *,2.52,2024,1.52,photo_e704ea09.jpg,1475.79,NK5255,322.11,2833.0,-77.881156,1368.6,7.2618,MPT-4694,Rejected,988.9,910.2,9081.2,H2 2023,79622,37488,King,"$255,192,377",SmartHub X1,"$3,995,874",64.9,SmartChoice,name,Water Lilies,65.8,2.834,215.8,update,Big Ben,postgresql://user:****@db-staging.internal:5432/analytics,4371,404.8,CURRENT_TIMESTAMP,644006391,Best Paper,18.06,84881.3,5159,Susan is a Software Engineer with 30 years of experience.,staging.orders -> analytics,FlexPay Platform,89.46,684.76,"$2,124,498",2022-07-05T17:43:15Z,84.7,67.793338,VaultKeeper,7396,96.2994,+81-XX-XXXX-XXXX,2.86,-73.7837,86.61,1920x1080,5064663956864,Services,617.4,195114,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",E10254317,14796.7,118,2.95,2795.25,16.4,38 17 * * *,33.3,31.6
tenant-029,21,Global Summit 2020,"$433,856,370",Mobile,Cash,Grand Ballroom,66.97,4,$2b$12$rCtUXvD7eLWFAltYYlcSoN3bNgVvqQdh3rXCe5sof1vclLEWy1P0T,0xd37f09af8680ece477003285ae7879a04fb50981,-38.5,Dune,98.605,Standard,26.788734,40.4745,7 days,8023.9,98.64%,45.8843,7901172,461.33,4961 shares @ $338.68,391.4,5051.05,285FUSP2BLJF1HVSR7LH,63.07,failed,"$6,975,084",tenant-030,124.9,7.55,752.63,273.2,Software,"$364,877",[CONFIDENTIAL] Formula #601,9517074008438,2025-06-05,32.8,TechBrand,2 9 * * *,11.65,4809,6.39,photo_db35afff.jpg,7007.72,NS8466,397.9,752.1,81.623625,303.9,2.0374,RCI-4220,Approved,667.5,1327.3,3856.8,Q1 2024,96756,9299,Rodriguez,"$163,219,550",AuditTrail Plus,"$3,356,703",29.2,ValueMax,id,The Scream,33.8,9.96,175.9,update,Central Park,postgresql://user:****@db-staging.internal:5432/main,2077,388.0,null,531454915,Employee of the Month,10.093,11027.4,4607,Mary is a Data Analyst with 9 years of experience.,staging.users -> analytics,NanoCore SDK,52.8,761.26,"$1,714,546",2022-09-02T02:36:10Z,0.0,-141.847122,CloudGuard,4329,99.5859,+81-XX-XXXX-XXXX,2.2,77.6019,241.92,1280x720,4480840149590,Food,422.88,2271934,^\d{3}-\d{2}-\d{4}$,Q47901623,18915.3,19,6.25,8298.78,58.5,35 13 * * *,20.9,63.6
