day_of_week_38,cronSchedule,apprvstat,CRON_SCHEDULE,monthval,gtin,ts,start_date,meascpu,date_time_info,col_bro,src_permission_level,month_number,x_51,day_of_week_v2,c_adv,meta_801,device_type,DATE,src_period_interval,ISO_CURRENCY_CODE,score_index,day_of_week,prescription_54,channel_info,scientific_name,dateval,END_DATE,dim_month,username,enddt,genericIdentifier,dim_153,x_glhl,f_664,user_event_name,START_DATE,user_agent,field_score,deviceType,date,dim_voiceprint,user_date,fact_end_date,SCORE_INDEX,field_angle,quarter,yearval,end_dte,DEVICE_TYPE,c_cooki,NUMERIC_RANGE,devtype,review_text,quarter_2,mjthkc73,maphxg27,dt,startdt,naics,file_path_field,lab_result_46,qft39,risk_level,date_info,end_date_info,vehicle_identification_number,insert_time,effective_date,iot,soft_delete_flag,index,customer_score_index,score_index_70,c_317,cronval,x_ea,vintage,val_jna,color,c_vnnk,x_ih,length,cron,mtr31,month_46,time_of_day,ynefvy1,x_yea,dim_dev,user_gender_pii,month,jvh26,var_bro,nullable_flag_field,date_2,dim_start_date,x_kvmj,channel,score_index_2,dev_type,QUARTER,val_euyv,attr_start,channel_2,passwordHash,CHANNEL,device_type_info,os,p_vw,DATE_2,field_ytc,x_hbg,DATA_LINEAGE,period_interval_38,wordemb,start_date_raw,timeOfDay,val_750,val_nzr,val_kww,period_interval_field,user_created_at,default_value,medium,start_date_2,digital_certificate_46,nxkzfp7,landmark_poi_54,dim_tta
Tuesday,55 15 * * 1-5,In Review,5 7 * * 1-5,October,7202370833585,2019-06-07T20:33:24Z,2022-09-12,92.6,2020-08-07T00:00:00Z,Opera,Admin,January,field_a -> field_b,Monday,ADV-DIAIQD8IHR,2025-11-15,Desktop,2024-06-07,Jan-Mar,CHF,2.09,Saturday,Metformin 500mg,Web,Fe2O3,2025-10-25,2022-09-09,January,lindalewis206,2018-07-15,16b13682-84b0-4e42-b644-f8649f656f89,2020-12-19,D7TMHM34XVLSAPA9H,2021-07-25,Data Expo 2025,2023-05-23,Firefox,7.91,Smart TV,2025-07-28,voice_8190334249214b96.wav,2019-06-05,2020-10-09,2.71,345.76,Q2 2026,2023,2018-01-31,IoT,_ga=0885593428.1035789,10-62,Wearable,Great product!,Q2 2021,https://example.com/users/c8b4d194/profile,3.6,2024-03-29,2018-06-01,727457,/var/data/export_542.csv,Glucose: 129.8 g/dL,78-8431978,High,2018-10-11,2025-10-14,LX6PKD7T3YD92567J,2023-06-25T20:27:41Z,2021-04-19,Tablet,true,7.61,2.76,7.88,Bloomberg,20 19 * * *,Antarctica,2010,2.76,Blue,2025-10-23,1 year,84.71,43 8 * * 1-5,0x56b73135a57b2b3be45c48297f36ab9221f42b18,October,05:38:25,August,1998,Mobile,Non-binary,July,BILL-844586,Brave,false,2020-07-09,2024-02-25,57 22 * * *,Chat,1.46,Tablet,Q1 2021,6011-1072-5027-5825,2018-01-16,Social Media,$2b$12$ivP1pnF7BZwnLRf38EYc1NdxX8HlaU9kTjuoyDE3EHgWbOnJv0NO6,Chat,Smart TV,Android,5.0,2020-06-08,Social Media,Competitor Catalyst Ventures launched AuditTrail Plus,curated.events -> exports,Q1 2024,"[-0.415, -0.2081, 1.4559, 0.6203, 1.2277, -0.2875, 0.2192, -2.0315]",2019-03-01,14:36:40,Active,March,October,FY 2025,2021-06-22 05:18:57,'',Chat,2019-09-23,"-----BEGIN CERTIFICATE-----
u2OyDxM7lCmdYTbXbjVis+xly3X8lAg6h6SGeq8mV0W0SvxGbCASw597YM+iAyUy
-----END CERTIFICATE-----",Tablet,Big Ben,2019-06-15
Saturday,59 5 * * 1-5,Rejected,17 5 * * *,January,5690325019896,2024-10-25T01:40:32Z,2023-05-16,17.3,2025-04-09T00:00:00Z,Safari,Admin,February,field_a -> target_col,Thursday,ADV-R6B7S715XK,2023-01-22,IoT,2019-12-27,FY 2025,USD,7.51,Wednesday,Ibuprofen 200mg,Email,NaCl,2018-12-22,2018-08-06,September,linda.wright885,2025-04-30,7f506356-15cb-4d99-8cb2-6e1b16e7d2fd,2021-05-15,GQTLA0P9WA6KOZII8,2025-11-27,Data Conference 2022,2021-09-15,Opera,2.0,Wearable,2026-12-10,voice_fc21a158cf2f7a52.wav,2025-10-17,2018-05-29,1.85,261.38,Q3 2020,2019,2022-11-20,IoT,_ga=3348886396.5752197,43-53,Wearable,Average experience.,Q2 2025,https://example.com/users/b6d95d2e/profile,6.64,2019-02-24,2022-11-25,460614,/var/logs/export_27.xml,Cholesterol: 150.5 mg/dL,17-4706986,Critical,2018-03-01,2024-03-23,I2AVBECMPAORSCDSV,2025-08-17 10:56:26,2021-01-27,Tablet,false,8.42,1.97,8.72,Reuters,"23 19 * * 0,6",Africa,2022,7.24,Green,2018-03-25,1 year,183.54,52 10 * * 1-5,0x44ff892cfbc734e1caf02b02bbb9449c6cd2a18e,November,08:03:15,January,1998,Desktop,Male,April,BILL-300506,Safari,YES,2019-03-26,2022-09-15,"30 6 * * 0,6",In-Store,1.91,Smart TV,Q2 2024,6011-2345-9266-4666,2023-07-25,Phone,$2b$12$CSLrFmffHI0KaLB3hRs7TGLN7WKAMhMemMMx64uCUgm03qOp2kYh0,Social Media,Desktop,macOS,0.36,2018-01-23,Social Media,Competitor TechCo Industries launched FlexPay Platform,raw.users -> analytics,Jan-Mar,"[-0.2672, -0.2207, -0.4099, 0.4904, -1.0539, 0.2661, 1.368, 0.1003]",2024-05-05,04:31:07,Enabled,January,April,FY 2025,2023-06-09 01:53:48,CURRENT_TIMESTAMP,Mobile,2018-12-28,"-----BEGIN CERTIFICATE-----
UdgjIxtu2fDVHc+qlTTQOAOJvG7TGi0+KICi0WPWDPbuqdhfrsEFyfamxxpGnaeD
-----END CERTIFICATE-----",Tablet,Central Park,2019-02-24
Tuesday,43 11 * * *,Pending,48 3 * * *,November,1791462668486,2023-10-09 04:03:54,2018-10-15,74.6,2024-06-01T00:00:00Z,Firefox,Admin,March,field_a -> output,Saturday,ADV-CASL19OUS3,2021-12-18,Wearable,2022-10-10,FY 2025,AUD,7.04,Friday,Lisinopril 10mg,Chat,NaCl,2018-10-09,2019-10-05,January,patricia.young191,2021-05-11,7f8e491c-fd60-4fc4-807f-04072dfc670a,2019-01-11,7CPP449ELDZZ57G06,2019-08-12,Tech Expo 2026,2024-09-17,Safari,0.7,Tablet,2019-11-20,voice_1a59ac88c52bb877.wav,2022-12-16,2022-12-14,8.39,261.67,Q1 2022,2015,2023-01-16,Mobile,_ga=1152787004.5317770,44-93,Wearable,Great product!,Q2 2025,https://example.com/users/494f0445/profile,9.37,2018-06-06,2021-10-28,809622,/var/exports/batch_742.parquet,Hemoglobin: 239.1 mg/dL,92-2623413,Critical,2018-07-06,2020-03-09,MD4GXFWLDJZ11Z4TR,2026-12-23T02:09:37Z,2022-10-25,IoT,true,8.51,5.27,2.07,Census Bureau,29 13 * * 1-5,South America,2020,8.14,Brown,2021-06-09,1 year,800.8,22 22 * * 1-5,0xadb147f7f472e096ed831374b8c2cc1dc62771ae,August,00:22:54,April,1997,Desktop,Other,November,BILL-548497,Safari,false,2023-10-17,2018-07-14,52 3 * * *,Email,7.13,IoT,Q1 2021,4269-8426-5035-5133,2024-02-05,Email,$2b$12$Q0tBg8KLCFajJBLsoWQFOps2EeAbldi9nClO78QRS50Tdqa5Pcmdk,Phone,IoT,Chrome OS,3.42,2025-10-23,Social Media,Competitor Alpine Systems launched Sentinel Monitor,staging.events -> exports,Jan-Mar,"[-1.6675, -0.1816, -0.2437, 1.0721, -0.1833, 0.0426, -1.5311, -0.4125]",2022-12-13,21:41:33,Inactive,June,March,Q1 2024,2018-06-03 08:11:42,null,Email,2019-01-17,"-----BEGIN CERTIFICATE-----
RQIgvg+TUDKP8pDePapX7bbDfj0JEqvqEVhwc3HPdMSis5/1DsLkwfG9ngEocCrE
-----END CERTIFICATE-----",IoT,Eiffel Tower,2026-02-11
Sunday,41 11 * * *,In Review,"24 6 * * 0,6",January,5644454172275,2019-03-04 01:16:38,2020-07-23,45.0,2025-08-20T00:00:00Z,Brave,Admin,November,source_col -> field_b,Sunday,ADV-1U6PJJRYU9,2022-12-25,Smart TV,2026-02-20,H2 2023,EUR,1.03,Thursday,Metformin 500mg,In-Store,H2O,2023-05-29,2024-12-05,March,richardthomas752,2024-12-04,e73037b4-52cd-476b-b5a9-ed876ee86c53,2025-09-09,BDS5LAQCWUDV91ITK,2019-03-02,Annual Expo 2024,2025-05-18,Firefox,9.09,Desktop,2024-08-25,voice_5011d61fb76da3bf.wav,2021-11-11,2020-03-18,8.17,104.04,Q1 2025,2018,2024-07-05,Smart TV,_ga=2757162759.6756889,3-99,Mobile,Average experience.,Q1 2021,https://example.com/users/f0dc9f72/profile,7.41,2018-02-25,2026-04-11,840459,/var/tmp/export_556.parquet,Glucose: 264.6 mg/dL,96-3538632,Medium,2021-11-10,2021-04-13,GQDNV6U3NN0B4UL2U,2018-09-21T07:18:06Z,2018-02-02,Wearable,false,1.14,1.22,4.93,CDC,50 5 * * *,Antarctica,2022,6.27,Gray,2024-09-28,7 days,194.7,18 10 * * 1-5,0x449fccd10c8e7284e9c6b3dcf34e7d07bd7e9b9c,November,19:39:11,November,1997,IoT,Other,December,BILL-859964,Opera,NO,2023-02-12,2024-04-19,"47 23 * * 0,6",Web,9.76,Desktop,Q2 2025,6011-9454-9650-3291,2018-03-14,Email,$2b$12$IA5VJHHiImeVE4PA0G7Po8GxZU2sQiYZIT6o32jv9uRmQtRGu9NKT,Mobile,Smart TV,Windows,4.03,2020-01-06,In-Store,Competitor Pioneer Software launched FlexPay Platform,raw.orders -> exports,Q1 2024,"[-0.8453, -0.4949, -0.5376, -0.7595, -0.6838, 0.3175, -1.3849, 0.4138]",2025-06-20,21:19:57,Enabled,November,February,Jan-Mar,2022-09-02 00:01:20,CURRENT_TIMESTAMP,Social Media,2023-05-29,"-----BEGIN CERTIFICATE-----
EMRexu0bT2pLBi+ssCUaAPOtDgRuBP0lksM9PoEhy+CPE1IVhGgMdlACYvngVnbk
-----END CERTIFICATE-----",Tablet,Central Park,2026-06-21
Wednesday,"36 0 * * 0,6",Approved,29 9 * * *,August,2467318230247,2019-04-14 12:26:09,2020-09-13,8.7,2019-10-10T00:00:00Z,Opera,Owner,December,field_a -> field_b,Thursday,ADV-CO3O8IN4XJ,2025-06-04,Smart TV,2021-11-28,Q1 2024,CAD,9.94,Wednesday,Albuterol 90mcg,Web,E. coli,2024-01-27,2018-08-06,February,noahdavis801,2018-12-10,0f71c45d-b842-4a59-9523-06ca49c6e7ac,2023-09-12,EA492U9I7TK51NJCO,2021-07-24,Global Expo 2025,2022-08-21,Brave,0.12,IoT,2021-07-21,voice_587b19fa110c9da3.wav,2019-04-24,2024-12-24,4.69,267.54,Q4 2025,2003,2022-12-19,Desktop,_ga=8235730620.7647464,47-56,Tablet,Not recommended.,Q3 2021,https://example.com/users/0bcde26f/profile,6.54,2022-12-21,2020-11-11,624953,/var/exports/batch_325.json,WBC: 231.4 mg/dL,41-3747041,Negligible,2020-05-22,2021-04-18,8RTXL7E6EDQ8I5UXT,2025-02-03T09:23:00Z,2018-05-11,Mobile,true,9.1,8.67,5.04,Eurostat,48 5 * * 1-5,Asia,2021,2.51,White,2024-09-30,1 year,983.43,"40 7 * * 0,6",0x91277ab5a3b742110e4a1c1a93f7540ac2c6a9f4,July,06:29:31,May,1992,Wearable,Other,April,BILL-388246,Brave,YES,2020-10-09,2025-10-22,"2 18 * * 0,6",Email,2.28,Desktop,Q4 2020,4557-9285-4432-1645,2018-01-24,Mobile,$2b$12$XVSeycLoiIGT9xSsew7UKJujZPKheos41AoOOwMJZ5pDdCz2hNfjU,Social Media,Wearable,Linux,6.92,2025-01-22,Web,Competitor Pacific Research Group launched CloudGuard,staging.users -> reports,H2 2023,"[0.995, 1.0106, 0.4397, -0.6571, 0.0932, 0.1574, -0.0299, 0.1458]",2018-09-18,02:20:57,Active,December,January,Jan-Mar,2022-08-12 10:56:08,CURRENT_TIMESTAMP,In-Store,2026-11-01,"-----BEGIN CERTIFICATE-----
IzbuSsm8/4EdZofxxJq7w02Q32fkgLWt2m201dMhodI7O+RXgtg4YaCKx8Sr04La
-----END CERTIFICATE-----",Smart TV,Statue of Liberty,2021-03-07
Saturday,51 0 * * 1-5,In Review,49 5 * * *,November,0873015325841,2021-02-03T21:36:18Z,2021-01-22,75.5,2025-05-26T00:00:00Z,Safari,Owner,December,source_col -> field_b,Wednesday,ADV-R2LQ5EWCOP,2019-10-12,Wearable,2021-08-30,Q1 2024,CAD,7.44,Thursday,Albuterol 90mcg,Email,E. coli,2025-02-21,2022-11-03,March,emma.king903,2020-04-04,fb0b7948-3061-49ea-b28d-78aa55656191,2020-11-25,0KGJRV3KKXSUMRN9D,2023-09-27,Tech Conference 2022,2025-03-17,Chrome,5.02,IoT,2023-05-22,voice_6cd8499080c13f86.wav,2021-11-11,2023-01-27,4.62,326.65,Q2 2021,1997,2026-03-28,Desktop,_ga=6325305702.3999829,27-69,Desktop,Needs improvement.,Q4 2024,https://example.com/users/8c8b994f/profile,1.98,2021-03-09,2021-07-19,924916,/var/logs/batch_286.log,Hemoglobin: 88.9 g/dL,70-5386712,Negligible,2026-03-09,2022-04-13,Y4EDUOHA6S0W0UBVP,2025-08-16T23:27:46Z,2018-02-08,Tablet,false,1.64,9.8,8.15,Reuters,48 11 * * 1-5,Asia,1991,4.74,White,2026-06-25,indefinite,38.46,"31 23 * * 0,6",0xdeb04e3301dbc26845d1e09c341804f80b237a7b,September,22:30:18,May,2022,Smart TV,Female,April,BILL-814343,Edge,NO,2018-08-18,2024-06-14,34 9 * * 1-5,Social Media,6.36,Tablet,Q2 2021,6011-3348-2957-2064,2019-12-18,Chat,$2b$12$zsqma7PAkJwRmc4lrAzZfRTES9whesjuVR5YH3tWo72rJzdA0TAmc,Social Media,Mobile,Android,8.54,2018-01-07,Social Media,Competitor Pacific Research Group launched StreamLine ERP,raw.events -> analytics,Q1 2024,"[-2.2598, 0.8938, -0.565, 0.6789, 1.0886, 0.9275, -1.2607, -0.2178]",2022-08-23,01:34:23,Active,March,March,H2 2023,2026-12-22 23:53:37,null,Phone,2024-06-12,"-----BEGIN CERTIFICATE-----
OlAXErbyvCzD782vQND2EAG49yfZU3TdKFmu+SEtiMilnICA/Z+PqiQYcphDON3T
-----END CERTIFICATE-----",Desktop,Big Ben,2022-03-05
Saturday,2 0 * * 1-5,In Review,"32 10 * * 0,6",August,3507497174417,2019-02-19T15:06:36Z,2019-07-22,80.8,2026-06-07T00:00:00Z,Opera,Guest,October,field_a -> field_b,Saturday,ADV-GA0T4SFJ3D,2022-12-29,Tablet,2025-06-27,Q1 2024,INR,4.17,Wednesday,Ibuprofen 200mg,Phone,NaCl,2022-02-14,2026-09-28,October,susan.moore364,2018-09-21,d80238f9-417f-4717-b39a-5f871e5845aa,2019-11-14,B4ZVJYJHN3WXZ2DNM,2021-11-21,Tech Forum 2026,2025-07-05,Brave,0.9,Mobile,2021-05-31,voice_07fd6d5446f8d8b4.wav,2019-02-27,2022-09-21,0.56,65.7,Q2 2024,2000,2021-12-09,Wearable,_ga=9788302619.2180169,31-52,Wearable,Average experience.,Q1 2020,https://example.com/users/f23506a4/profile,0.65,2021-09-10,2021-11-21,665636,/var/uploads/batch_834.yaml,Hemoglobin: 81.4 K/uL,33-8013838,Low,2020-02-18,2023-12-08,GNVDZ8SZH78WQMZHD,2024-08-24T08:54:22Z,2025-11-28,Desktop,false,8.55,9.27,7.6,CDC,7 11 * * 1-5,Europe,2006,0.85,Purple,2019-04-11,1 year,725.51,18 8 * * *,0xbc40b280a98278d2235f23d1b8b5808aae92de35,March,20:24:43,February,2006,IoT,Female,October,BILL-459084,Brave,YES,2025-10-28,2023-11-15,"57 1 * * 0,6",Chat,4.18,Desktop,Q1 2022,6011-1912-0544-5849,2025-04-21,Mobile,$2b$12$nUqJD4ww93yQ9inCqqoGdj3OBTrTDuEH6ZxMs1pk3OYev6R7iR0yP,Chat,Smart TV,Android,3.45,2021-04-08,In-Store,Competitor Global Solutions launched Sentinel Monitor,staging.events -> analytics,Jan-Mar,"[-0.7758, -1.1965, 0.3109, 0.5625, 0.7797, 0.2504, 0.5982, -0.7772]",2022-06-16,12:11:51,Enabled,February,October,Jan-Mar,2022-06-09T03:53:59Z,false,Phone,2025-06-23,"-----BEGIN CERTIFICATE-----
zUNfnGYYAvD4vSkuBITljOPyy/CWfbcPr2lvkj4cH6eKEMfU8i4MR+vYvwf3o/aG
-----END CERTIFICATE-----",Wearable,Central Park,2018-03-09
Saturday,54 3 * * 1-5,Pending,28 15 * * *,January,5336956917388,2024-11-07 20:54:38,2018-04-11,7.0,2021-02-15T00:00:00Z,Opera,Viewer,October,input -> field_b,Friday,ADV-C7H952S3AG,2024-06-18,IoT,2019-11-09,Q1 2024,GBP,5.06,Monday,Metformin 500mg,Chat,E. coli,2024-01-06,2026-08-02,November,robert_wright814,2025-04-18,d715f3b9-e6ed-4550-a846-874d60857a2a,2025-11-19,8O3AX1WTCJG08J3Q4,2022-12-21,Global Expo 2021,2025-02-20,Firefox,9.86,Wearable,2023-10-25,voice_414b7f1154e84052.wav,2021-01-07,2026-02-10,3.78,30.89,Q3 2026,2014,2019-06-11,IoT,_ga=3575275367.7388015,42-73,Wearable,Excellent service.,Q4 2022,https://example.com/users/79c521c0/profile,9.25,2020-12-03,2024-07-28,817368,/var/uploads/daily_696.csv,Hemoglobin: 159.5 g/dL,43-8773176,Critical,2018-04-01,2020-05-23,KH0YY9QBDJDZDATYK,2026-09-27 02:49:54,2023-11-26,Wearable,true,9.46,3.36,8.32,Census Bureau,47 22 * * *,South America,1991,4.7,Orange,2020-02-28,7 years,822.44,55 14 * * 1-5,0x65d579b822521ed67caef517ce456f1c0d0484fd,January,06:08:31,November,1995,Wearable,Female,November,BILL-743039,Firefox,false,2026-01-31,2021-01-10,42 12 * * *,Web,8.77,Desktop,Q4 2024,3787-0280-6459-4978,2023-02-09,Social Media,$2b$12$dVTvcNYh5EiXvwFia041kQi97EX4T2e5UYUw04LoKCWcyu0Hkn6QV,Chat,Smart TV,Windows,7.33,2026-06-04,Web,Competitor Pacific Research Group launched StreamLine ERP,staging.events -> analytics,H2 2023,"[-1.0857, -0.8728, -0.1674, 0.3944, -0.7549, 0.6521, -1.7996, 0.1577]",2022-03-29,20:54:38,Active,May,January,H2 2023,2019-05-01T20:20:20Z,CURRENT_TIMESTAMP,Phone,2026-10-21,"-----BEGIN CERTIFICATE-----
M++4W/Z76fowc7Tm0LON/zxqXfbidTxYSb00KzGc+nw4Yv3LWfxx4FhDJ0UPupvP
-----END CERTIFICATE-----",Smart TV,Big Ben,2019-08-21
Friday,"0 13 * * 0,6",Pending,16 21 * * *,August,5055322148188,2024-11-01 04:33:20,2023-06-01,26.8,2026-06-25T00:00:00Z,Brave,Guest,November,field_a -> target_col,Sunday,ADV-MTAZDBF5G4,2023-01-01,Tablet,2024-02-14,2020-2025,EUR,2.8,Saturday,Metformin 500mg,Email,NaCl,2018-03-18,2021-09-13,July,mason.thompson217,2026-10-01,c4485d27-fdb2-42a2-8a6d-80844a89bb73,2020-01-28,XE2RRHQJOQEPIX5HF,2023-01-09,Tech Forum 2022,2026-07-29,Chrome,2.28,Desktop,2025-06-23,voice_7929af251818143b.wav,2022-12-27,2026-11-03,5.68,165.15,Q1 2021,2019,2026-03-10,Desktop,_ga=7263205307.8416588,22-87,Smart TV,Excellent service.,Q2 2023,https://example.com/users/44ff74f9/profile,7.69,2023-09-27,2026-05-23,916090,/var/config/batch_768.json,WBC: 244.5 g/dL,19-3376172,Critical,2022-08-01,2023-11-05,ZR74ON3R0GGZVF5Z6,2024-08-11 08:54:23,2018-02-02,IoT,false,9.83,6.88,8.45,CDC,"1 23 * * 0,6",Oceania,2025,6.41,Purple,2020-03-30,7 days,289.2,"50 11 * * 0,6",0xaf1c600cd7cde08864f2a4eba7c043bf858b176b,May,23:44:27,February,1994,Smart TV,Other,February,BILL-404730,Safari,true,2024-10-12,2020-07-24,55 9 * * 1-5,Email,2.09,Desktop,Q4 2024,XXXX-XXXX-XXXX-0582,2025-11-08,Phone,$2b$12$TQ1YPpBuBJXo5Lsv0egmt7zTsiCtBmZgP6sB0v8XNmmStKg2dPxAg,Mobile,IoT,iOS,2.45,2022-06-22,Mobile,Competitor Vertex Technologies launched StreamLine ERP,staging.orders -> exports,FY 2025,"[-0.0458, 0.0611, 0.0737, 0.7806, 0.0448, -0.503, -1.2262, 0.456]",2025-04-16,21:58:46,Inactive,December,December,2020-2025,2024-02-12T09:29:24Z,'',Social Media,2023-11-10,"-----BEGIN CERTIFICATE-----
3ZdjOwSSgJNFXvJhrF1IxmYR0+tEYtsI7UnjyX4DyGjUUlkWOIP8f6sXh33/WlU0
-----END CERTIFICATE-----",Mobile,Big Ben,2018-07-17
Friday,"0 3 * * 0,6",Approved,"12 3 * * 0,6",May,8427870381461,2019-07-19T11:20:03Z,2026-09-04,57.5,2025-08-21T00:00:00Z,Edge,Editor,April,field_a -> field_b,Sunday,ADV-J5CQGSB4QJ,2018-01-28,Tablet,2020-05-26,Q1 2024,CNY,8.1,Sunday,Lisinopril 10mg,Mobile,Fe2O3,2020-12-04,2021-03-14,November,amy.rodriguez444,2025-12-22,a9f6537b-9e0e-4f9d-9a94-65ef14352953,2022-06-14,R2UJXV0CXMY0YRNH9,2018-08-01,Global Expo 2024,2020-09-08,Brave,6.91,Desktop,2022-12-28,voice_7d2581f0ceb29301.wav,2023-07-31,2022-10-24,6.0,108.62,Q4 2024,2018,2026-05-03,Smart TV,_ga=8794895008.9310765,0-95,Desktop,Great product!,Q2 2021,https://example.com/users/89e43415/profile,5.84,2020-02-15,2026-02-25,402210,/var/uploads/batch_522.csv,Hemoglobin: 273.0 g/dL,18-5394550,High,2023-02-05,2024-03-01,AYDR41CILGUXF1O7I,2019-02-22 18:53:36,2026-02-04,Desktop,false,4.48,4.25,5.68,Eurostat,6 15 * * *,Oceania,2006,1.59,Blue,2021-11-28,indefinite,309.06,57 0 * * 1-5,0xff56a8e549340689e2747b3a26c1810038dc4013,March,08:17:33,July,2011,Tablet,Other,April,BILL-543278,Safari,NO,2023-12-12,2018-06-14,52 5 * * 1-5,Mobile,7.57,Tablet,Q3 2023,5465-6552-9645-0528,2020-08-12,In-Store,$2b$12$KIs1wrtP20GgVY03jfr2ZZ7hjpD9cVZklXRduG43eQeCAuP7MjhuH,Chat,Smart TV,iOS,0.69,2025-05-19,Social Media,Competitor Pioneer Software launched Sentinel Monitor,raw.users -> reports,Jan-Mar,"[-0.6991, -0.6436, 0.2266, 1.2453, 1.5622, 0.1448, -0.5164, -1.1574]",2021-09-11,03:17:42,Active,January,March,FY 2025,2021-06-24T10:08:35Z,CURRENT_TIMESTAMP,Email,2021-01-17,"-----BEGIN CERTIFICATE-----
Ie6dZLUz0Yi+78zIjQI1Z098L2GxgBrOYtXMQtjZAD8gdqEi5qT4sjk29pWndjqN
-----END CERTIFICATE-----",Desktop,Central Park,2019-06-26
Thursday,10 1 * * 1-5,Approved,8 6 * * 1-5,July,1123724528861,2024-12-20 01:53:58,2025-10-30,68.7,2024-01-24T00:00:00Z,Chrome,Admin,December,input -> output,Tuesday,ADV-FSBWIZ2RDP,2020-12-10,Smart TV,2023-06-12,Jan-Mar,CNY,5.27,Wednesday,Metformin 500mg,Mobile,Homo sapiens,2023-02-18,2026-05-02,July,masonyoung468,2024-01-26,fefb56c2-b394-466e-80a4-1c92ca689aa9,2023-05-20,VZFFNHF7INE78P4XL,2020-10-06,Annual Conference 2024,2022-07-24,Safari,6.79,Mobile,2025-05-08,voice_e7a629aa53f7c1d1.wav,2024-07-24,2026-11-22,5.61,242.18,Q3 2022,1999,2022-12-30,Mobile,_ga=0178111389.7456841,50-57,Wearable,Great product!,Q2 2026,https://example.com/users/ba64baed/profile,2.95,2019-06-04,2020-11-25,855786,/var/config/daily_53.csv,Hemoglobin: 80.2 g/dL,69-5399144,Low,2020-06-04,2026-10-08,97Q0B2T8LZD896P9F,2018-01-11 04:30:49,2022-08-28,Wearable,false,5.09,7.54,4.35,CDC,"38 11 * * 0,6",Antarctica,2015,7.21,Red,2020-11-29,7 days,162.09,17 6 * * 1-5,0x2f6ff841fab7946d8276931f9d2f9025c290968f,November,20:22:29,August,2012,Tablet,Other,April,BILL-388429,Brave,NO,2025-03-17,2021-12-24,2 21 * * 1-5,In-Store,0.86,Wearable,Q3 2024,4922-6621-7277-4094,2020-03-28,Web,$2b$12$iTPcA8MRkpkagIiKCrAp9tSaM2DCJRmb9GjWrxzS8DpA2TME4d8zH,Phone,Smart TV,Android,5.43,2026-05-15,Web,Competitor Quantum Dynamics launched SmartHub X1,curated.orders -> exports,H2 2023,"[1.346, 1.2955, 0.8681, 0.5059, 0.7968, 0.3123, 0.9682, -0.412]",2018-10-25,05:13:56,Enabled,January,October,Jan-Mar,2020-10-13T00:35:26Z,CURRENT_TIMESTAMP,Mobile,2023-04-03,"-----BEGIN CERTIFICATE-----
Yi4DBqBQJuA7vC7M0kXrAT0BdBPt6Xmua3TnWBka1qfFoQtbwrfvqZI2a8SURb/5
-----END CERTIFICATE-----",Wearable,Golden Gate Bridge,2022-10-09
Monday,"43 11 * * 0,6",Rejected,36 15 * * 1-5,August,1568967174863,2023-04-02T22:49:02Z,2021-12-18,92.5,2019-02-13T00:00:00Z,Chrome,Editor,June,input -> field_b,Sunday,ADV-R5CWMV8TVR,2018-08-05,Mobile,2021-11-08,2020-2025,CHF,6.18,Monday,Ibuprofen 200mg,Email,Fe2O3,2024-11-01,2020-05-27,November,john.robinson39,2024-02-06,b466fbef-adb7-4ffe-8883-807a2f2a6b2f,2022-07-14,Z00O9DXC2KVWKXAD1,2023-07-26,Global Conference 2021,2020-02-29,Opera,2.62,Tablet,2021-12-11,voice_3b47234c20d31f99.wav,2023-04-14,2020-02-19,8.69,278.3,Q3 2020,2019,2021-02-22,Desktop,_ga=8712143993.4209260,49-80,Desktop,Not recommended.,Q1 2026,https://example.com/users/65f65106/profile,7.66,2024-04-19,2018-10-24,135725,/var/exports/export_632.json,Cholesterol: 92.9 mg/dL,56-4419141,Negligible,2023-11-01,2019-12-09,MVN80VTCBABM8XWLL,2026-11-04 17:23:14,2018-06-29,IoT,true,2.23,5.02,4.94,CDC,34 23 * * *,South America,2021,2.79,Red,2023-12-13,30 days,21.98,"28 19 * * 0,6",0xb8615a2848ea2162d7ac9e096b07fd5b2074c6ce,August,04:32:03,January,2003,Desktop,Non-binary,January,BILL-835921,Safari,NO,2026-08-08,2026-10-21,40 15 * * *,Social Media,8.89,Desktop,Q4 2024,XXXX-XXXX-XXXX-0825,2025-06-21,Phone,$2b$12$TG8LU2S5qcmFOPQfewy7WD3bn26OaW5IJHtEKwdlpcoAIxMIACZCg,Phone,Desktop,Chrome OS,7.08,2025-03-23,Social Media,Competitor TechCo Industries launched NanoCore SDK,curated.events -> analytics,2020-2025,"[1.3974, -0.5313, 1.0597, 1.0482, 1.347, -0.5261, -0.3349, -0.8527]",2018-08-18,20:20:40,Active,February,February,2020-2025,2022-10-20 18:36:44,'',In-Store,2018-09-09,"-----BEGIN CERTIFICATE-----
L96M+xRaR4dbwnRBGMd4nO5uRQ0NIWePK3d/WDw75U8dkdTlvJhzjbNQb9O8aWdQ
-----END CERTIFICATE-----",Mobile,Golden Gate Bridge,2018-10-10
