c_953,soundLevel,numeric_range,featureVector,dehwe69,numericRange,NUMERIC_RANGE,FEATURE_VECTOR,ordinal_position,v_tl,raw_integer,trendGrowthRate,landmark_poi,MEDIAN,meta_102,CREATED_AT,median,author,histogram_bin,CONFIDENCE_INTERVAL,decimalFloat,jps19,DECIMAL_FLOAT,integer_6,address_text_data,data_format,iso_country_cd,histogramBin,lwerzd49,word_embedding,var_ao,meta_zh,puymg50,probval,field_ran,customer_load_timestamp,likelihood,standardDeviation,x_land,TREND_GROWTH_RATE,dim_152,integer_info,v_445,trend,unitOfMeasure,dim_integ,50th_percentile,size_dimension_category,ordval,STANDARD_DEVIATION,area,HISTOGRAM_BIN,var_decim,stddev,position,time_of_day_raw,percentile,wordEmbedding,correlation,c_293,SCHEDULE_PLAN,change,src_probability_confidence,WORD_EMBEDDING,attr_rang,integer,ci,src_median,dim_phwd,INTEGER,percentage,featvec,src_ordinal_position,meta_113,rank_rating,imgemb,p_qqbh,p_sxtn,intval,double,var_273,user_decimal_float,dim_bank_identification_number,first_name,meanAverage,median_6,user_standard_deviation,visual_features,src_confidence_interval,startdt,confidence_interval_6,c_ima,binval,x_83,content_type,fgavi11,ordinal_position_6,0_1,wordemb,voiceprint,confidence_interval_field,feature_vector,d_79,histbin,attr_uecr,bin_edge,SCIENTIFIC_NAME,median_val,CORRELATION,cryptocurrency_adr,food_ingredient_name
application/pdf,90.2,48-66,"[0.2471, 0.0268, 0.9975, 0.3828, 0.544, 0.5559, 0.5304, 0.9642]",LN0Q7GPWU,1-92,16-97,"[0.5103, 0.0144, 0.6738, 0.2518, 0.7739, 1.0, 0.7842, 0.805]",799,-7.82%,3485,-44.05%,Eiffel Tower,24.3873,"$1,076,010",2023-04-05T14:09:24Z,58.8081,mary.lewis,76.86,"[9.54, 98.74]",6298.946,BILL-377282,1618.0992,3676,"1962 Elm St, Sydney",CSV,US,46.27,YES,"[0.912, 0.1744, 1.1578, 0.9849, 0.5319, -0.0915, 0.0369, -1.6368]",107,769,Monthly on 1st,0.7385,41-56,2020-09-09T22:37:30Z,0.0966,46.5372,Golden Gate Bridge,15.01%,"[0.3406, -0.4709, 0.285, -1.159, -0.0027, -0.8205, -0.1221, -0.4198]",9330,Pollen,49.67%,kg,9645,-91.4401,L,479,39.2437,97899.6,67.46,268.7592,40.1386,673,21:49:02,63.81,"[-1.1227, 0.5152, 0.1732, -0.224, 0.4345, -1.5233, -0.7083, -0.0144]",0.5917,22.3266,Daily at 2am,-4.9%,0.595,"[-1.9016, -2.2866, 1.1769, 1.4968, 0.0309, -0.789, -0.8611, 0.298]",50-85,8258,"[11.71, 61.17]",-40.6492,"[2.15, 86.25]",9010,41.84%,"[0.6226, 0.285, 0.8995, 0.2062, 0.0347, 0.1563, 0.2218, 0.9371]",420,CLM-653521,31,"[0.1749, 0.5194, 0.2548, -0.0523, -0.3145, 0.3116, -0.6705, 0.2163]",47f06ca51ad89a32c3fa389f6577d7b3f0603ae330905666991f8b702e622698,26.35%,8284,7766.5236,2848,8709.1694,374010,Amy,19.4489,75.7452,5.2338,"[0.5148, 0.4692, -0.1458, -0.0455, 0.5577, 0.3727, 0.2606, -0.4443]","[19.19, 64.58]",2019-08-05,"[17.46, 61.12]","[-0.7417, 0.1516, -0.0288, -0.1876, -0.009, 0.6349, -0.4066, 0.1269]",1,89.64,Podcast,0.7364,774,0,"[-0.9953, 1.4027, -0.2116, -0.3575, 1.4023, 0.5681, 0.336, 0.049]",voice_30d807c1f1cfc4d6.wav,"[19.27, 89.84]","[0.4043, 0.4118, 0.7099, 0.8736, 0.5101, 0.4911, 0.9142, 0.8063]","[-0.4158, 0.8783, -0.5446, 0.8705, 0.0144, -0.5208, -0.8108, 0.5379]",97.44,12/24,12.03,Fe2O3,34.5172,0.3078,0x0ddb366e1f39c34cebaba81c921c59353f3e6155,Pasta
text/csv,69.7,3-70,"[0.2042, 0.7348, 0.8022, 0.841, 0.3144, 0.3009, 0.0193, 0.96]",1QCI3LTZG,34-62,21-78,"[0.7729, 0.3221, 0.947, 0.4406, 0.8105, 0.5758, 0.4439, 0.301]",162,12.7%,3378,-1.54%,Eiffel Tower,16.9763,"$9,957,210",2023-09-16T19:00:43Z,58.5745,patricia.wright,3.62,"[13.85, 61.75]",1769.0283,BILL-387583,8552.913,5387,"5236 Oak Ave, Austin",XML,BR,54.84,YES,"[0.6643, 0.3891, -0.3763, -1.026, 0.7686, -1.1773, -1.2287, -0.5948]",146,554,Monthly on 1st,0.6489,2-91,2018-01-28T22:16:59Z,0.7566,25.4308,Statue of Liberty,14.69%,"[0.2775, -0.7684, -0.0587, 0.315, 0.4307, -0.2894, 1.2418, -0.7893]",6703,Shellfish,-25.81%,m,7906,-36.5228,S,399,41.1316,45964.3,31.54,4770.3791,43.4743,68,17:19:40,14.91,"[-0.5744, 0.7718, 0.2338, 0.7278, 1.7547, 0.5302, 0.4625, -1.4823]",0.3891,0.8203,Weekly on Monday,4.77%,0.6083,"[0.6409, 0.6878, 2.1455, 0.7969, -1.1528, -1.1239, 0.2335, 1.1069]",26-64,7482,"[34.68, 88.32]",47.226,"[30.79, 87.8]",5204,84.47%,"[0.5082, 0.1444, 0.9297, 0.51, 0.3272, 0.501, 0.966, 0.1677]",250,CLM-906751,97,"[1.0422, -0.1065, -0.1668, -0.4037, 0.0095, 0.6986, -0.2101, 0.1818]",2d52895215cf571553ec924a8b1c559a8b461e1a11c165d3006d257ffcf65523,-17.94%,5849,-174.5207,9740,3671.7337,601188735,Emily,50.1178,4.863,1.5582,"[-0.1538, -0.8505, 0.5634, 0.106, 0.5316, 0.6103, -0.0432, 1.0697]","[22.65, 75.7]",2020-10-15,"[22.23, 77.51]","[-0.2211, 0.3352, 0.5287, -0.4333, -0.5642, 0.2181, -0.2579, -0.0936]",0,85.46,Article,0.8881,241,0,"[0.2237, 0.4245, -0.3098, 2.4298, 0.3055, 0.5843, 0.8646, -0.1467]",voice_162ee90607d4ec7e.wav,"[26.68, 66.61]","[0.3939, 0.5785, 0.7283, 0.5092, 0.2119, 0.416, 0.0335, 0.5399]","[-0.0378, 0.6111, 0.0696, 0.3508, 0.1056, -0.5397, -0.0939, 0.1026]",44.41,11/24,47.47,NaCl,51.6133,-0.2508,0xa77b43a4c9e95d1a73f99c29d7966415a5dcf51d,Sushi
application/pdf,82.6,18-64,"[0.3213, 0.8152, 0.8534, 0.7291, 0.3736, 0.4924, 0.3777, 0.4689]",DY8L9POD2,23-100,37-61,"[0.6276, 0.0502, 0.6157, 0.2504, 0.8189, 0.2155, 0.7645, 0.6469]",864,-48.76%,1602,-47.52%,Eiffel Tower,-15.8392,"$2,420,310",2025-10-09 16:05:34,-42.6824,noah.moore,61.32,"[8.43, 88.87]",4830.1049,BILL-367314,3297.2712,6365,"379 Cedar Ln, Denver",YAML,JP,30.2,YES,"[1.9985, -0.9379, 0.7178, 1.4519, -0.5797, -0.4615, 0.1962, 1.38]",698,143,Monthly on 1st,0.8142,8-60,2019-06-19 17:03:42,0.3178,42.608,Golden Gate Bridge,-43.11%,"[-0.3641, -0.778, -0.19, 0.2877, 0.6362, 0.2571, -1.0401, 0.0602]",2714,Penicillin,-34.66%,lb,5463,78.6962,XXL,748,41.2198,63654.0,92.28,8721.6584,15.63,472,07:41:36,72.76,"[-0.2317, 0.1028, 0.0012, -0.8374, -0.072, -0.6063, 1.3369, -0.1865]",-0.9455,2.5582,Weekly on Monday,37.98%,0.4029,"[-1.3977, -0.8604, -0.5005, 0.1678, 0.4678, -1.0282, -0.4977, 0.3229]",33-71,8149,"[19.64, 67.38]",55.9333,"[37.78, 78.97]",1660,21.0%,"[0.6908, 0.9449, 0.2981, 0.9809, 0.3572, 0.8252, 0.1417, 0.2228]",336,CLM-779634,70,"[-0.9396, -0.7841, 0.1945, 0.3221, 0.2299, -0.0315, -0.4352, 0.2084]",655589fad809925c669501335c72fb9857ed9db488d080935833796a13e2d5c1,-14.76%,3927,1190.0834,3683,9095.6875,410221,Olivia,-46.6915,87.1038,33.3819,"[0.4216, 0.0724, 0.311, -0.1924, -0.0347, 0.0194, -0.2331, -0.2933]","[12.43, 73.27]",2020-11-08,"[22.24, 84.57]","[0.649, 0.4091, 0.1989, -1.1157, -0.5225, -0.3334, -0.1403, 0.2756]",0,20.34,Article,0.2264,196,0,"[0.9376, 1.385, 0.8113, -0.33, -1.3848, -0.5159, -0.7695, -0.9098]",voice_76c46e0a8cddc642.wav,"[28.15, 97.99]","[0.2698, 0.5213, 0.4129, 0.0115, 0.9249, 0.3487, 0.6863, 0.7638]","[0.0663, -0.3498, -0.004, -0.0516, 0.0226, 0.6592, 0.4043, -0.9587]",3.08,06/29,67.03,Homo sapiens,8.5092,-0.9194,0x76014a19a15282e65b0e5b10088391dede0486a0,Curry
application/json,23.8,23-68,"[0.3812, 0.1253, 0.943, 0.5143, 0.9531, 0.4514, 0.9229, 0.5496]",D4TDKG3N9,33-53,14-95,"[0.6169, 0.4372, 0.823, 0.8778, 0.6345, 0.8751, 0.5991, 0.7319]",209,43.75%,88,9.17%,Statue of Liberty,-35.1243,"$8,009,024",2026-02-20T07:53:54Z,9.9275,robert.lewis,69.83,"[18.06, 74.98]",3363.8254,BILL-951006,5250.7493,6548,"9923 Oak Ave, Boston",CSV,JP,64.6,false,"[-0.1932, 0.5354, 0.4297, -0.803, 0.9215, 0.0878, 0.832, -0.4404]",589,90,Daily at 2am,0.5594,35-62,2020-10-26T13:56:49Z,0.2574,1.3538,Eiffel Tower,20.21%,"[0.2846, 0.0252, 0.3792, 0.2219, 0.3407, -0.1642, -1.0067, 0.5815]",7057,Latex,22.8%,m,1229,58.1985,M,654,40.031,83579.2,25.36,8402.8555,16.9697,110,10:51:46,21.84,"[-0.7972, -0.8118, 1.5304, -0.9774, -0.696, 1.2861, 1.2449, -0.215]",-0.1813,17.0511,Monthly on 1st,20.53%,0.5928,"[-1.737, 1.5866, -1.4735, -0.5455, -0.1343, 0.3717, -0.9821, 0.7674]",34-64,2907,"[3.32, 82.5]",83.8433,"[29.0, 83.67]",6396,84.67%,"[0.324, 0.8669, 0.1883, 0.308, 0.8181, 0.9693, 0.4559, 0.3807]",8,CLM-426257,60,"[0.669, 0.0597, 0.0929, 0.4679, 0.2259, 0.5919, -0.2564, -0.2775]",a522b42e8a3c12a281f6926d156b2623163e32749ac1935d3fdd373813f59337,-14.7%,1250,1853.0821,4666,1420.1927,601110147,Patricia,-24.9436,42.6537,31.6926,"[0.1572, 0.0568, -0.6933, -0.0297, 0.4183, -0.392, 0.2487, -0.6948]","[20.26, 80.41]",2024-12-25,"[10.01, 70.13]","[-0.226, -0.4879, 0.0619, 0.29, 0.7993, 0.163, 0.4261, -0.2018]",1,97.58,Podcast,0.0271,451,0,"[-0.0645, 2.0504, -0.5063, 0.4497, -1.4364, -0.4647, -0.7464, 2.1332]",voice_1cd39e3677a68bfa.wav,"[20.11, 73.57]","[0.2942, 0.673, 0.1347, 0.6263, 0.2427, 0.2568, 0.3097, 0.6128]","[0.2714, -0.6938, 0.0023, 0.462, 1.0945, 0.6338, -0.5394, -0.4825]",36.37,09/26,75.13,C6H12O6,-46.3195,0.1969,0xf875b0d95876c56a76883ccbb1e19ff4ee72b4b7,Pasta
application/pdf,33.7,25-61,"[0.6369, 0.1645, 0.5998, 0.8014, 0.9564, 0.5751, 0.9463, 0.5521]",MQLPHCL33,30-70,7-56,"[0.3462, 0.0576, 0.7347, 0.9039, 0.1826, 0.1929, 0.8324, 0.8891]",14,31.36%,3063,31.18%,Statue of Liberty,49.3727,"$8,791,405",2023-06-10T20:01:12Z,-43.3052,robert.white,41.75,"[31.02, 75.49]",2366.2506,BILL-301157,265.5705,8514,"6536 Cedar Ln, Tokyo",YAML,GB,37.63,YES,"[-0.2234, 0.9709, -1.3157, -0.2676, -1.0332, 0.9137, 0.3731, 0.4231]",337,831,Daily at 2am,0.3218,17-59,2020-05-18T10:16:06Z,0.6351,27.0754,Big Ben,34.26%,"[0.5341, 0.5816, -0.1055, -0.4754, 0.409, 0.2456, -0.4043, 0.5599]",8231,Shellfish,24.12%,°C,3197,70.3005,XXL,96,19.5957,35889.1,83.7,3032.8406,16.1734,980,08:47:55,40.38,"[0.7209, 1.4964, -1.3649, -1.5225, -1.4928, 1.777, 0.0416, 0.5234]",-0.238,49.2562,Every 15 minutes,3.39%,0.9537,"[-0.3484, -0.799, -0.0901, -0.0195, 0.8199, 1.7004, 0.478, -0.2944]",10-93,3044,"[25.17, 86.81]",15.75,"[7.68, 67.43]",8979,76.96%,"[0.7419, 0.6902, 0.78, 0.4584, 0.9837, 0.5961, 0.5862, 0.4257]",264,CLM-940215,57,"[0.3709, 0.8815, 1.0417, 0.4801, 0.5985, -0.1399, -0.7367, 0.178]",f4f5bd6e482f2f32f58071f67d4a34f6c95a1b70037d7d80f7efa19edf05db78,19.97%,3254,4583.9785,4492,7678.7056,47101,Oliver,3.5554,27.7169,21.3519,"[-0.1373, -0.6595, -0.8933, -0.739, 0.0461, 0.4715, 0.5538, 0.7514]","[27.79, 83.91]",2020-10-29,"[26.33, 86.08]","[-0.0307, -0.5723, 0.0104, 0.2101, 0.1627, 1.405, -0.7998, -0.2788]",1,88.38,Video,0.7527,749,0,"[1.2013, 0.4505, -1.0791, 0.4655, 1.1661, 2.267, -1.6918, 0.6189]",voice_ac9c9681d85dbcd1.wav,"[4.14, 94.7]","[0.2677, 0.9801, 0.6938, 0.64, 0.8596, 0.4246, 0.0415, 0.9092]","[0.5409, -0.1891, 0.6121, 0.1944, -0.6516, 0.2908, 0.1112, 0.5137]",99.3,05/30,22.09,E. coli,96.3846,0.3063,0x2795ba3ae102c07c3308ac5096cbb40ed6f04b61,Sushi
application/pdf,10.1,26-58,"[0.6909, 0.5202, 0.9948, 0.9933, 0.5066, 0.5268, 0.589, 0.0993]",DIXMW9A60,23-61,48-70,"[0.4947, 0.8702, 0.7675, 0.2842, 0.0304, 0.3721, 0.458, 0.2361]",597,-33.16%,7114,-48.71%,Big Ben,-8.5795,"$3,805,402",2019-06-12 16:14:25,-73.7052,michael.harris,43.2,"[30.18, 73.46]",4048.34,BILL-382023,7138.3005,9988,"6250 Park Blvd, Los Angeles",Avro,FR,90.49,false,"[0.7162, 1.7855, 0.7166, -0.1594, 0.4504, -1.9893, 0.5802, -0.3002]",145,257,Daily at 2am,0.715,6-94,2021-08-09 22:03:48,0.6709,31.8977,Statue of Liberty,-27.38%,"[-0.2361, 0.331, 0.2676, -1.0087, -0.1865, -0.894, -0.2572, -0.5645]",4647,Shellfish,-36.71%,°F,6488,-23.7347,XL,868,12.8858,99546.6,94.29,6791.0049,11.2506,560,13:46:51,5.12,"[0.0202, -0.3778, 0.0971, 1.0744, 0.6225, -0.1665, -0.1557, -0.0736]",-0.1713,40.3382,Daily at 2am,-27.3%,0.6918,"[-1.304, 1.6981, 0.5249, 1.3647, -0.8998, 0.7326, 1.2451, -0.5601]",5-86,529,"[37.7, 62.54]",-89.7738,"[2.05, 73.24]",4029,18.24%,"[0.1648, 0.0856, 0.5786, 0.9081, 0.6452, 0.4335, 0.3417, 0.801]",619,CLM-846750,19,"[-0.2468, -0.3089, 0.5607, 0.4127, -0.3825, 0.1968, 0.05, -0.0489]",883f939b1eee49d3c873479034e52d35da57e6c4942d974cc2c69d22b7c499f6,-13.9%,5625,7779.828,6567,8556.851,40171,Patricia,-10.0478,88.9409,43.6711,"[0.3013, -0.7003, -0.236, -1.3594, 0.539, -0.6929, -0.914, -0.3014]","[27.29, 76.91]",2023-08-12,"[11.31, 61.49]","[-0.7281, -0.1854, -0.0986, 0.0337, 0.1743, 0.3751, 0.1588, 0.6043]",0,76.16,Podcast,0.7635,175,0,"[-0.7586, 0.9865, -0.028, 1.2424, -0.8017, 0.1034, 0.745, -0.8336]",voice_ab7d894782ceb6f5.wav,"[21.67, 93.12]","[0.3401, 0.5026, 0.3904, 0.8358, 0.8725, 0.0554, 0.6222, 0.327]","[0.0037, -0.2255, 1.5388, 0.4185, -0.6881, 0.6723, -0.1604, -0.2064]",43.49,08/24,40.57,Fe2O3,-81.7472,-0.4623,0x6e090946d4d0be42bd94d1fcd05455cec1d5680c,Pizza
application/xml,65.5,18-60,"[0.1323, 0.7667, 0.6613, 0.3079, 0.6458, 0.4212, 0.6094, 0.0157]",I61MLMKQS,19-51,38-53,"[0.444, 0.2272, 0.3537, 0.8513, 0.63, 0.3015, 0.3165, 0.9152]",566,48.69%,506,25.74%,Eiffel Tower,74.6527,"$9,192,996",2020-07-17 23:46:52,-14.7471,sarah.martinez,10.38,"[15.64, 69.87]",5151.9274,BILL-758096,1623.9995,2305,"6224 Oak Ave, Miami",Avro,AU,29.85,YES,"[0.0007, 1.8072, -0.0378, 0.6517, -1.0536, 0.2352, -0.751, -1.4209]",547,800,Weekly on Monday,0.7861,16-74,2022-12-14T14:50:57Z,0.7041,42.6629,Big Ben,28.22%,"[0.3882, 0.0494, 0.1116, 0.7283, 0.8181, -0.2708, -0.6095, -0.1042]",2502,Latex,12.88%,lb,9124,4.5018,L,157,2.367,60872.2,13.81,9063.2595,31.458,243,12:03:33,59.66,"[0.1226, -0.6436, -0.4121, -0.4537, 1.2376, 0.4492, -0.4764, -1.1138]",-0.0637,31.1825,Every 15 minutes,42.08%,0.978,"[0.1548, -1.3454, 1.3396, 0.828, -0.4654, -1.8312, 0.8602, 0.8497]",12-68,1553,"[20.47, 78.77]",3.4745,"[25.55, 69.74]",55,61.67%,"[0.6421, 0.1436, 0.0984, 0.7717, 0.4361, 0.5085, 0.8128, 0.2799]",375,CLM-403785,21,"[0.2947, 0.1718, 0.8923, 0.1885, -0.6567, -0.0292, -0.3237, 0.8379]",ff3f48f033635a9afe642da99725334fa910e1c59258dc2699397e358122417a,28.35%,8124,509.8555,2356,295.3731,373451,Linda,-47.945,-10.4841,33.8597,"[-0.4477, -0.2094, 0.5933, 0.0853, -1.0148, -0.3344, 0.5325, -0.2855]","[15.54, 98.36]",2022-12-19,"[37.7, 89.02]","[0.3085, -0.2265, -0.1528, -0.979, -0.2727, 0.2125, 0.4551, 0.015]",0,89.19,Podcast,0.3609,333,0,"[-0.6728, 0.6651, 0.1044, 1.0224, -2.3982, -0.646, 1.0249, 0.9784]",voice_a093e61aeb8ccd77.wav,"[23.76, 64.22]","[0.3185, 0.869, 0.2637, 0.7937, 0.2761, 0.4404, 0.5162, 0.5259]","[-0.9136, 0.2362, -0.0471, 0.6537, -0.5031, 0.4598, 0.1619, -0.213]",71.69,02/25,5.35,H2O,-87.453,-0.2668,0x71fab49450ba2b5638adf032fbf1c79d72273ffd,Steak
application/xml,120.7,20-61,"[0.6435, 0.2766, 0.2827, 0.9739, 0.0376, 0.1706, 0.4186, 0.9812]",SLODGW6QT,49-53,15-89,"[0.6935, 0.8046, 0.6162, 0.6553, 0.8652, 0.6493, 0.7296, 0.1166]",884,4.05%,5382,-38.13%,Eiffel Tower,-16.0128,"$4,277,547",2024-02-18T11:11:07Z,75.6296,susan.davis,14.48,"[27.91, 97.44]",4151.018,BILL-947380,2443.3644,5921,"3237 Pine Rd, Portland",CSV,DE,89.68,NO,"[-0.032, 0.534, 0.7333, 0.2751, 0.271, 0.6303, -3.5923, 2.1625]",720,125,Weekly on Monday,0.6023,6-66,2023-02-27T05:22:00Z,0.2171,16.7249,Central Park,34.67%,"[-0.3069, 0.0644, 0.4047, -0.4076, -0.3855, -0.2317, 0.9854, -0.2546]",7675,None,-2.62%,ft,1266,-13.3502,L,286,32.9892,18662.8,85.2,7617.4113,28.9482,677,16:30:36,7.88,"[0.6489, 0.0717, 0.9085, 1.2847, -0.8394, 0.1066, -0.5659, 0.0902]",-0.9918,16.3123,Weekly on Monday,35.89%,0.9498,"[-0.8031, 2.746, 2.186, 0.1828, 0.3393, 1.1746, -0.1765, -0.6312]",16-86,2023,"[23.88, 99.02]",64.2254,"[21.08, 86.88]",9031,59.19%,"[0.9683, 0.1367, 0.1697, 0.5328, 0.7774, 0.8433, 0.4725, 0.3643]",445,CLM-913773,89,"[-0.8979, -0.1235, -0.3804, -0.7595, -0.5177, 0.3255, 0.7094, -0.3029]",e7bdf4ed90f8fa1bf9c13886f3df9a8b923a86600c3f230a155ced984380c33a,-0.78%,8292,5698.6507,1213,2374.1009,594974,Sarah,75.9011,-37.0205,12.1977,"[0.2206, 0.5917, -0.5398, -0.0676, 0.2251, -0.521, -0.6521, -0.1856]","[16.25, 63.43]",2025-09-15,"[13.58, 66.55]","[0.1876, 1.1625, 0.7888, -0.5779, 0.4938, 0.4774, -0.0074, -0.0314]",1,37.81,Infographic,0.0884,420,0,"[-0.9399, -1.1855, -0.983, 0.9539, -0.1892, -1.1678, 0.4749, 1.0145]",voice_e5d507d04d70d777.wav,"[21.77, 92.11]","[0.5317, 0.1097, 0.9554, 0.4499, 0.7818, 0.7162, 0.2162, 0.3517]","[-0.5145, 0.1323, -0.1611, 0.041, 0.7122, 0.6952, 0.239, 0.2995]",3.94,04/30,4.47,C6H12O6,66.0905,-0.1048,0x75872a0cc8bb46ecbeeb37ae42ea43f8ecaace59,Pizza
application/json,109.9,25-53,"[0.7463, 0.3115, 0.7396, 0.047, 0.59, 0.689, 0.6434, 0.214]",UZB2NTD1M,50-86,10-70,"[0.3202, 0.4415, 0.4723, 0.0166, 0.3416, 0.5673, 0.2991, 0.949]",326,28.31%,62,-43.92%,Statue of Liberty,85.158,"$1,941,620",2026-07-17T09:12:22Z,-56.7526,aiden.johnson,12.59,"[30.18, 89.87]",1876.1147,BILL-266610,3580.3641,9304,"7650 Main St, London",YAML,AU,82.69,NO,"[-1.3874, -0.1729, -0.0834, -1.4361, 0.5202, -2.2105, 0.1651, 0.5282]",567,571,Monthly on 1st,0.1401,26-58,2026-07-26 22:37:49,0.4247,40.8533,Golden Gate Bridge,36.93%,"[-0.0975, -0.1294, -0.384, -0.0441, 0.398, -1.0626, -1.0971, -0.7833]",5838,Latex,5.7%,lb,4908,-94.5043,XXL,130,21.2894,82854.3,92.3,1359.2843,35.2643,692,00:16:06,21.39,"[-2.1762, -0.3224, 0.3673, 0.4498, -0.8641, 0.4769, -0.6007, 0.1929]",0.4762,34.0301,Daily at 2am,-49.33%,0.3281,"[-0.8493, 0.6674, 1.0817, -1.8774, -0.3384, -0.6279, 1.2667, 1.7289]",30-91,5790,"[15.41, 90.18]",69.6615,"[11.9, 89.92]",6529,5.17%,"[0.4699, 0.9772, 0.0328, 0.8984, 0.6505, 0.4782, 0.415, 0.5239]",734,CLM-243949,60,"[-0.7534, 0.0056, -0.5911, 0.1551, 0.0668, -0.5428, 0.2074, -0.3111]",1b08968ff60ed8cc915a3e6ac5f1cf0168aefb168fae7e2b2f36a8aa9b252451,-5.64%,3274,1276.3816,2992,700.6904,60117873,Amy,-83.967,60.4318,42.397,"[-0.916, -0.6007, -1.1329, 0.1253, -0.2152, -0.693, 0.1562, 0.6104]","[13.84, 88.87]",2022-06-30,"[21.58, 87.79]","[-0.0425, -0.0866, 0.4457, 0.7376, 0.6414, -0.1569, -0.0267, 0.5804]",0,38.44,Image,0.7656,143,1,"[-0.1769, 0.8726, -1.5046, 0.0667, 0.0388, 0.1323, -0.5727, -0.881]",voice_0e84a3ecddb3a3c5.wav,"[9.71, 78.33]","[0.6704, 0.6453, 0.5256, 0.3603, 0.6613, 0.0789, 0.2669, 0.6549]","[0.2558, -0.2132, 0.8414, 0.6839, 0.335, -0.3, -0.1418, 0.5733]",16.12,05/27,13.21,C6H12O6,-54.6194,-0.5261,0xe51cf62fdc0e3573f9eb9200604bbdb7cc8a8c34,Sushi
application/json,40.0,13-87,"[0.5299, 0.9781, 0.0364, 0.2888, 0.6469, 0.3819, 0.7361, 0.8533]",7J9ZO4ZCQ,28-59,15-65,"[0.5813, 0.4292, 0.1279, 0.8192, 0.0773, 0.9778, 0.5309, 0.1642]",561,-13.07%,3826,3.23%,Big Ben,-11.3133,"$3,524,532",2021-05-14T15:35:50Z,17.7063,john.lee,7.9,"[15.72, 76.41]",5005.5998,BILL-772073,634.0418,689,"7680 Main St, Chicago",YAML,IN,88.09,YES,"[0.5536, 0.9393, 0.1152, 1.225, -0.0003, 0.082, 0.1264, -0.9997]",864,679,Monthly on 1st,0.5253,40-95,2023-11-21 05:05:08,0.1152,7.7691,Golden Gate Bridge,-40.89%,"[-0.0223, 0.4109, 0.0659, -0.3888, 0.0009, -0.3975, -0.8021, -0.5293]",6362,Peanuts,-31.19%,lb,8204,14.7139,S,857,2.8546,74550.2,12.51,8817.4927,49.7338,599,11:22:07,93.89,"[1.2208, 1.0427, 0.7875, 0.7369, -1.1876, -2.0315, 0.3979, -1.0761]",-0.3655,37.7268,Weekly on Monday,-36.2%,0.7614,"[0.3868, 1.0729, 0.7893, -0.0784, -0.3265, -1.8089, 1.1521, -1.2675]",1-91,2177,"[33.67, 73.3]",45.9325,"[6.03, 74.22]",1013,71.35%,"[0.1374, 0.1077, 0.9695, 0.6803, 0.8795, 0.7559, 0.7991, 0.2878]",681,CLM-576821,39,"[-0.8482, 0.0758, -0.8147, -0.2607, -0.9392, 0.2379, -0.4159, 0.0043]",76190208c8f32c6a403c73b18274d4ee5ab8627d03eb1ebcd66d31664d0c46cc,-23.66%,1341,4663.7227,5578,7186.393,601182489,William,-92.4836,-29.6783,48.7021,"[-0.598, 0.4269, 0.2554, -0.0268, -0.211, 0.3039, -0.785, 1.1289]","[16.23, 75.64]",2026-07-28,"[17.63, 90.26]","[0.4152, -1.1752, -0.2033, 0.8716, 0.1403, -0.0502, 0.2966, -0.131]",0,5.04,Article,0.8094,472,1,"[0.1434, -1.5587, -1.0322, -1.1491, -0.0553, 2.231, -0.4238, -1.3815]",voice_cf823aa86eb6211c.wav,"[9.78, 65.14]","[0.9134, 0.078, 0.2777, 0.1841, 0.552, 0.0835, 0.8419, 0.6316]","[-0.4639, -0.6821, -0.0773, -0.5169, -0.2671, -0.0227, 0.4711, 0.3044]",33.92,02/25,56.76,E. coli,-90.2412,0.2012,0x8da29f381d22ccd2e2449d943da7824b8b366efb,Sushi
